yearmonth,serverid,servername,gamescore,year,topn,rankGroupsReturner,rankGroupsServer,ones,serverProbability,serverFrequency
201303,14,Aljaz Bedene,0-40,2013,100,2,6,1,.55555558,18
201402,14,Aljaz Bedene,0-40,2014,100,4,11,1,.60000002,5
201505,14,Aljaz Bedene,0-40,2015,100,4,6,1,.83333331,6
201205,14,Aljaz Bedene,15-0,2012,100,5,11,1,.25,4
201306,14,Aljaz Bedene,15-0,2013,100,6,6,1,.64670658,167
201403,14,Aljaz Bedene,15-0,2014,100,6,11,1,.56923079,65
201510,14,Aljaz Bedene,15-0,2015,100,6,5,1,.60000002,130
201205,14,Aljaz Bedene,15-15,2012,100,5,11,1,.66666669,6
201301,14,Aljaz Bedene,15-15,2013,100,2,6,1,.68907565,119
201406,14,Aljaz Bedene,15-15,2014,100,2,11,1,.63461536,52
201501,14,Aljaz Bedene,15-15,2015,100,6,9999,1,.63636363,88
201205,14,Aljaz Bedene,15-30,2012,100,5,11,1,.5,4
201301,14,Aljaz Bedene,15-30,2013,100,6,6,1,.48076922,52
201402,14,Aljaz Bedene,15-30,2014,100,2,11,1,.73076922,26
201507,14,Aljaz Bedene,15-30,2015,100,4,6,1,.64705884,51
201205,14,Aljaz Bedene,15-40,2012,100,5,11,1,.5,2
201301,14,Aljaz Bedene,15-40,2013,100,6,6,1,.67567569,37
201402,14,Aljaz Bedene,15-40,2014,100,4,11,1,.60000002,10
201507,14,Aljaz Bedene,15-40,2015,100,4,6,1,.60869563,23
201205,14,Aljaz Bedene,30-0,2012,100,5,11,1,1,1
201302,14,Aljaz Bedene,30-0,2013,100,5,6,1,.62037039,108
201402,14,Aljaz Bedene,30-0,2014,100,6,11,1,.56756759,37
201508,14,Aljaz Bedene,30-0,2015,100,2,6,1,.58974361,78
201205,14,Aljaz Bedene,30-15,2012,100,5,11,1,.75,4
201305,14,Aljaz Bedene,30-15,2013,100,6,6,1,.62601626,123
201403,14,Aljaz Bedene,30-15,2014,100,3,11,1,.63265306,49
201504,14,Aljaz Bedene,30-15,2015,100,6,6,1,.61363637,88
201205,14,Aljaz Bedene,30-30,2012,100,5,11,1,0,3
201301,14,Aljaz Bedene,30-30,2013,100,6,6,1,.57746476,71
201402,14,Aljaz Bedene,30-30,2014,100,2,11,1,.62162161,37
201511,14,Aljaz Bedene,30-30,2015,100,2,5,1,.65671641,67
201205,14,Aljaz Bedene,30-40,2012,100,5,11,1,.75,4
201301,14,Aljaz Bedene,30-40,2013,100,6,6,1,.4909091,55
201402,14,Aljaz Bedene,30-40,2014,100,4,11,1,.44999999,20
201505,14,Aljaz Bedene,30-40,2015,100,4,6,1,.51351351,37
201205,14,Aljaz Bedene,40-0,2012,100,5,11,1,1,1
201307,14,Aljaz Bedene,40-0,2013,100,3,6,1,.68656719,67
201403,14,Aljaz Bedene,40-0,2014,100,6,11,1,.80952382,21
201506,14,Aljaz Bedene,40-0,2015,100,4,6,1,.60869563,46
201205,14,Aljaz Bedene,40-15,2012,100,5,11,1,.66666669,3
201301,14,Aljaz Bedene,40-15,2013,100,2,6,1,.62244898,98
201406,14,Aljaz Bedene,40-15,2014,100,2,11,1,.60000002,35
201501,14,Aljaz Bedene,40-15,2015,100,6,9999,1,.69444442,72
201205,14,Aljaz Bedene,40-30,2012,100,5,11,1,1,1
201302,14,Aljaz Bedene,40-30,2013,100,6,6,1,.55128205,78
201402,14,Aljaz Bedene,40-30,2014,100,2,11,1,.62162161,37
201505,14,Aljaz Bedene,40-30,2015,100,4,6,1,.62121212,66
201205,14,Aljaz Bedene,40-40,2012,100,5,11,1,.33333334,3
201302,14,Aljaz Bedene,40-40,2013,100,6,6,1,.61290324,62
201402,14,Aljaz Bedene,40-40,2014,100,4,11,1,.43478259,23
201508,14,Aljaz Bedene,40-40,2015,100,2,6,1,.72727275,44
201205,14,Aljaz Bedene,40-50,2012,100,5,11,1,.5,2
201308,14,Aljaz Bedene,40-50,2013,100,5,11,1,.56666666,30
201402,14,Aljaz Bedene,40-50,2014,100,2,11,1,.42857143,14
201510,14,Aljaz Bedene,40-50,2015,100,5,5,1,.5625,16
201205,14,Aljaz Bedene,50-40,2012,100,5,11,1,1,2
201303,14,Aljaz Bedene,50-40,2013,100,2,6,1,.65306121,49
201402,14,Aljaz Bedene,50-40,2014,100,4,11,1,.46153846,13
201508,14,Aljaz Bedene,50-40,2015,100,2,6,1,.46153846,39
201109,18,Rohan Bopanna,0-0,2011,100,6,9999,1,.75,12
201109,18,Rohan Bopanna,0-15,2011,100,6,9999,1,.33333334,3
201109,18,Rohan Bopanna,0-30,2011,100,6,9999,1,1,2
201109,18,Rohan Bopanna,15-0,2011,100,6,9999,1,.22222222,9
201109,18,Rohan Bopanna,15-15,2011,100,6,9999,1,.5,8
201109,18,Rohan Bopanna,15-30,2011,100,6,9999,1,.66666669,6
201109,18,Rohan Bopanna,15-40,2011,100,6,9999,1,.5,2
201109,18,Rohan Bopanna,30-0,2011,100,6,9999,1,.5,2
201109,18,Rohan Bopanna,30-15,2011,100,6,9999,1,.40000001,5
201109,18,Rohan Bopanna,30-30,2011,100,6,9999,1,.71428573,7
201109,18,Rohan Bopanna,30-40,2011,100,6,9999,1,.66666669,3
201109,18,Rohan Bopanna,40-0,2011,100,6,9999,1,0,1
201109,18,Rohan Bopanna,40-15,2011,100,6,9999,1,1,3
201109,18,Rohan Bopanna,40-30,2011,100,6,9999,1,.60000002,5
201109,18,Rohan Bopanna,40-40,2011,100,6,9999,1,.5,4
201109,18,Rohan Bopanna,40-50,2011,100,6,9999,1,.5,4
201109,18,Rohan Bopanna,50-40,2011,100,6,9999,1,0,2
201109,19,Igor Kunitsyn,0-0,2011,100,5,6,1,.65168542,89
201202,19,Igor Kunitsyn,0-0,2012,100,4,6,1,.60629922,127
201301,19,Igor Kunitsyn,0-0,2013,100,6,9999,1,.5,14
201108,19,Igor Kunitsyn,0-15,2011,100,5,6,1,.51612902,31
201205,19,Igor Kunitsyn,0-15,2012,100,5,11,1,.47999999,50
201301,19,Igor Kunitsyn,0-15,2013,100,6,9999,1,.2857143,7
201108,19,Igor Kunitsyn,0-30,2011,100,5,6,1,.40000001,15
201206,19,Igor Kunitsyn,0-30,2012,100,6,6,1,.53846157,26
201301,19,Igor Kunitsyn,0-30,2013,100,6,9999,1,.80000001,5
201111,19,Igor Kunitsyn,0-40,2011,100,6,6,1,.55555558,9
201205,19,Igor Kunitsyn,0-40,2012,100,6,11,1,.75,12
201301,19,Igor Kunitsyn,0-40,2013,100,6,9999,1,1,1
201110,19,Igor Kunitsyn,15-0,2011,100,2,6,1,.56896549,58
201205,19,Igor Kunitsyn,15-0,2012,100,5,11,1,.5714286,77
201301,19,Igor Kunitsyn,15-0,2013,100,6,9999,1,.71428573,7
201108,19,Igor Kunitsyn,15-15,2011,100,6,6,1,.63414633,41
201206,19,Igor Kunitsyn,15-15,2012,100,4,6,1,.57894737,57
201301,19,Igor Kunitsyn,15-15,2013,100,6,9999,1,1,4
201108,19,Igor Kunitsyn,15-30,2011,100,5,6,1,.52380955,21
201205,19,Igor Kunitsyn,15-30,2012,100,6,11,1,.55263156,38
201301,19,Igor Kunitsyn,15-30,2013,100,6,9999,1,0,4
201110,19,Igor Kunitsyn,15-40,2011,100,2,6,1,.2,15
201203,19,Igor Kunitsyn,15-40,2012,100,6,6,1,.5,26
201301,19,Igor Kunitsyn,15-40,2013,100,6,9999,1,.40000001,5
201109,19,Igor Kunitsyn,30-0,2011,100,5,6,1,.57575756,33
201201,19,Igor Kunitsyn,30-0,2012,100,2,6,1,.61363637,44
201301,19,Igor Kunitsyn,30-0,2013,100,6,9999,1,.60000002,5
201108,19,Igor Kunitsyn,30-15,2011,100,6,6,1,.64999998,40
201205,19,Igor Kunitsyn,30-15,2012,100,6,11,1,.34,50
201301,19,Igor Kunitsyn,30-15,2013,100,6,9999,1,.5,6
201108,19,Igor Kunitsyn,30-30,2011,100,5,6,1,.56,25
201204,19,Igor Kunitsyn,30-30,2012,100,6,6,1,.57407409,54
201301,19,Igor Kunitsyn,30-30,2013,100,6,9999,1,1,3
201107,19,Igor Kunitsyn,30-40,2011,100,6,6,1,.35714287,14
201205,19,Igor Kunitsyn,30-40,2012,100,5,11,1,.41666666,36
201301,19,Igor Kunitsyn,30-40,2013,100,6,9999,1,.5,2
201111,19,Igor Kunitsyn,40-0,2011,100,6,6,1,.47368422,19
201202,19,Igor Kunitsyn,40-0,2012,100,2,6,1,.66666669,27
201301,19,Igor Kunitsyn,40-0,2013,100,6,9999,1,.33333334,3
201111,19,Igor Kunitsyn,40-15,2011,100,6,6,1,.69444442,36
201205,19,Igor Kunitsyn,40-15,2012,100,5,11,1,.53846157,26
201301,19,Igor Kunitsyn,40-15,2013,100,6,9999,1,.40000001,5
201111,19,Igor Kunitsyn,40-30,2011,100,6,6,1,.63999999,25
201207,19,Igor Kunitsyn,40-30,2012,100,6,11,1,.6511628,43
201301,19,Igor Kunitsyn,40-30,2013,100,6,9999,1,.33333334,6
201107,19,Igor Kunitsyn,40-40,2011,100,1,6,1,.5714286,14
201205,19,Igor Kunitsyn,40-40,2012,100,6,11,1,.43333334,30
201301,19,Igor Kunitsyn,40-40,2013,100,6,9999,1,1,5
201109,19,Igor Kunitsyn,40-50,2011,100,5,6,1,.5,8
201206,19,Igor Kunitsyn,40-50,2012,100,6,6,1,.60000002,20
201301,19,Igor Kunitsyn,40-50,2013,100,6,9999,1,1,2
201108,19,Igor Kunitsyn,50-40,2011,100,5,6,1,.45454547,11
201203,19,Igor Kunitsyn,50-40,2012,100,6,6,1,.52380955,21
201301,19,Igor Kunitsyn,50-40,2013,100,6,9999,1,.40000001,5
201206,20,Marton Fucsovics,0-0,2012,100,6,9999,1,.73333335,15
201309,20,Marton Fucsovics,0-0,2013,100,4,9999,1,.73913044,23
201504,20,Marton Fucsovics,0-0,2015,100,6,9999,1,.66666669,9
201206,20,Marton Fucsovics,0-15,2012,100,6,9999,1,1,4
201309,20,Marton Fucsovics,0-15,2013,100,6,9999,1,.5,6
201504,20,Marton Fucsovics,0-15,2015,100,6,9999,1,.33333334,3
201309,20,Marton Fucsovics,0-30,2013,100,6,9999,1,.66666669,3
201504,20,Marton Fucsovics,0-30,2015,100,6,9999,1,1,2
201309,20,Marton Fucsovics,0-40,2013,100,6,9999,1,0,1
201206,20,Marton Fucsovics,15-0,2012,100,6,9999,1,.90909094,11
201309,20,Marton Fucsovics,15-0,2013,100,6,9999,1,.64705884,17
201504,20,Marton Fucsovics,15-0,2015,100,6,9999,1,.66666669,6
201206,20,Marton Fucsovics,15-15,2012,100,6,9999,1,.80000001,5
201309,20,Marton Fucsovics,15-15,2013,100,6,9999,1,.77777779,9
201504,20,Marton Fucsovics,15-15,2015,100,6,9999,1,.33333334,3
201206,20,Marton Fucsovics,15-30,2012,100,6,9999,1,1,1
201309,20,Marton Fucsovics,15-30,2013,100,6,9999,1,.25,4
201504,20,Marton Fucsovics,15-30,2015,100,6,9999,1,.5,4
201309,20,Marton Fucsovics,15-40,2013,100,6,9999,1,.66666669,3
201504,20,Marton Fucsovics,15-40,2015,100,6,9999,1,0,2
201206,20,Marton Fucsovics,30-0,2012,100,6,9999,1,.60000002,10
201309,20,Marton Fucsovics,30-0,2013,100,6,9999,1,.63636363,11
201504,20,Marton Fucsovics,30-0,2015,100,6,9999,1,.75,4
201206,20,Marton Fucsovics,30-15,2012,100,6,9999,1,.625,8
201309,20,Marton Fucsovics,30-15,2013,100,6,9999,1,.54545456,11
201504,20,Marton Fucsovics,30-15,2015,100,6,9999,1,0,2
201206,20,Marton Fucsovics,30-30,2012,100,6,9999,1,.75,4
201309,20,Marton Fucsovics,30-30,2013,100,4,9999,1,.5,6
201504,20,Marton Fucsovics,30-30,2015,100,6,9999,1,.5,4
201206,20,Marton Fucsovics,30-40,2012,100,6,9999,1,1,1
201309,20,Marton Fucsovics,30-40,2013,100,6,9999,1,.40000001,5
201504,20,Marton Fucsovics,30-40,2015,100,6,9999,1,.5,2
201206,20,Marton Fucsovics,40-0,2012,100,6,9999,1,.5,6
201309,20,Marton Fucsovics,40-0,2013,100,6,9999,1,.42857143,7
201504,20,Marton Fucsovics,40-0,2015,100,6,9999,1,1,3
201206,20,Marton Fucsovics,40-15,2012,100,6,9999,1,.5,8
201309,20,Marton Fucsovics,40-15,2013,100,4,9999,1,.80000001,10
201206,20,Marton Fucsovics,40-30,2012,100,6,9999,1,.42857143,7
201309,20,Marton Fucsovics,40-30,2013,100,6,9999,1,1,5
201504,20,Marton Fucsovics,40-30,2015,100,6,9999,1,.5,2
201206,20,Marton Fucsovics,40-40,2012,100,6,9999,1,.40000001,5
201309,20,Marton Fucsovics,40-40,2013,100,4,9999,1,1,2
201504,20,Marton Fucsovics,40-40,2015,100,6,9999,1,.5,2
201206,20,Marton Fucsovics,40-50,2012,100,6,9999,1,1,3
201309,20,Marton Fucsovics,40-50,2013,100,6,9999,1,1,1
201504,20,Marton Fucsovics,40-50,2015,100,6,9999,1,0,1
201206,20,Marton Fucsovics,50-40,2012,100,6,9999,1,.75,4
201309,20,Marton Fucsovics,50-40,2013,100,6,9999,1,.5,2
201504,20,Marton Fucsovics,50-40,2015,100,6,9999,1,1,1
201407,21,Fabiano De Paula,0-0,2014,100,6,9999,1,.40000001,10
201407,21,Fabiano De Paula,0-15,2014,100,6,9999,1,.66666669,6
201407,21,Fabiano De Paula,0-30,2014,100,6,9999,1,1,2
201407,21,Fabiano De Paula,15-0,2014,100,6,9999,1,.75,4
201407,21,Fabiano De Paula,15-15,2014,100,6,9999,1,.40000001,5
201407,21,Fabiano De Paula,15-30,2014,100,6,9999,1,.40000001,5
201407,21,Fabiano De Paula,15-40,2014,100,6,9999,1,.33333334,3
201407,21,Fabiano De Paula,30-0,2014,100,6,9999,1,.33333334,3
201407,21,Fabiano De Paula,30-15,2014,100,6,9999,1,.25,4
201407,21,Fabiano De Paula,30-30,2014,100,6,9999,1,.60000002,5
201407,21,Fabiano De Paula,30-40,2014,100,6,9999,1,.66666669,3
201407,21,Fabiano De Paula,40-0,2014,100,6,9999,1,0,1
201407,21,Fabiano De Paula,40-15,2014,100,6,9999,1,1,2
201407,21,Fabiano De Paula,40-30,2014,100,6,9999,1,.66666669,3
201407,21,Fabiano De Paula,40-40,2014,100,6,9999,1,.33333334,3
201407,21,Fabiano De Paula,40-50,2014,100,6,9999,1,.5,2
201407,21,Fabiano De Paula,50-40,2014,100,6,9999,1,.5,2
201108,22,Julien Benneteau,0-0,2011,100,3,11,1,.6484375,128
201204,22,Julien Benneteau,0-0,2012,100,3,4,1,.69209039,354
201312,22,Julien Benneteau,0-0,2013,100,6,4,1,.63374484,486
201408,22,Julien Benneteau,0-0,2014,100,2,3,1,.66052634,380
201503,22,Julien Benneteau,0-0,2015,100,6,3,1,.68627453,51
201110,22,Julien Benneteau,0-15,2011,100,4,6,1,.60000002,45
201206,22,Julien Benneteau,0-15,2012,100,6,3,1,.56880736,109
201309,22,Julien Benneteau,0-15,2013,100,1,4,1,.5224719,178
201409,22,Julien Benneteau,0-15,2014,100,4,3,1,.59689921,129
201503,22,Julien Benneteau,0-15,2015,100,6,3,1,.5625,16
201111,22,Julien Benneteau,0-30,2011,100,2,6,1,.6111111,18
201204,22,Julien Benneteau,0-30,2012,100,3,4,1,.78723407,47
201302,22,Julien Benneteau,0-30,2013,100,6,4,1,.60000002,85
201403,22,Julien Benneteau,0-30,2014,100,6,6,1,.69230771,52
201501,22,Julien Benneteau,0-30,2015,100,3,3,1,.5714286,7
201107,22,Julien Benneteau,0-40,2011,100,3,11,1,.5714286,7
201210,22,Julien Benneteau,0-40,2012,100,6,4,1,.69999999,10
201307,22,Julien Benneteau,0-40,2013,100,6,4,1,.44117647,34
201403,22,Julien Benneteau,0-40,2014,100,1,6,1,.5,16
201503,22,Julien Benneteau,0-40,2015,100,6,3,1,.33333334,3
201110,22,Julien Benneteau,15-0,2011,100,4,6,1,.57831323,83
201203,22,Julien Benneteau,15-0,2012,100,1,4,1,.58367348,245
201308,22,Julien Benneteau,15-0,2013,100,5,4,1,.6785714,308
201410,22,Julien Benneteau,15-0,2014,100,1,3,1,.64143425,251
201501,22,Julien Benneteau,15-0,2015,100,3,3,1,.62857145,35
201111,22,Julien Benneteau,15-15,2011,100,3,6,1,.66129035,62
201206,22,Julien Benneteau,15-15,2012,100,6,3,1,.62804878,164
201308,22,Julien Benneteau,15-15,2013,100,1,4,1,.55729169,192
201404,22,Julien Benneteau,15-15,2014,100,6,5,1,.65269458,167
201501,22,Julien Benneteau,15-15,2015,100,3,3,1,.86363637,22
201108,22,Julien Benneteau,15-30,2011,100,3,11,1,.78125,32
201201,22,Julien Benneteau,15-30,2012,100,4,4,1,.56122446,98
201309,22,Julien Benneteau,15-30,2013,100,6,4,1,.66911763,136
201403,22,Julien Benneteau,15-30,2014,100,1,6,1,.59574467,94
201503,22,Julien Benneteau,15-30,2015,100,6,3,1,.71428573,7
201110,22,Julien Benneteau,15-40,2011,100,4,6,1,.63636363,11
201212,22,Julien Benneteau,15-40,2012,100,5,4,1,.47999999,50
201303,22,Julien Benneteau,15-40,2013,100,6,3,1,.63333333,60
201406,22,Julien Benneteau,15-40,2014,100,4,5,1,.5869565,46
201501,22,Julien Benneteau,15-40,2015,100,4,3,1,.66666669,3
201108,22,Julien Benneteau,30-0,2011,100,6,11,1,.625,48
201205,22,Julien Benneteau,30-0,2012,100,6,4,1,.69930071,143
201309,22,Julien Benneteau,30-0,2013,100,6,4,1,.61722487,209
201410,22,Julien Benneteau,30-0,2014,100,2,3,1,.69753087,162
201501,22,Julien Benneteau,30-0,2015,100,4,3,1,.68181819,22
201111,22,Julien Benneteau,30-15,2011,100,3,6,1,.66101694,59
201206,22,Julien Benneteau,30-15,2012,100,1,3,1,.58904111,146
201301,22,Julien Benneteau,30-15,2013,100,1,4,1,.63636363,187
201410,22,Julien Benneteau,30-15,2014,100,6,3,1,.60126585,158
201503,22,Julien Benneteau,30-15,2015,100,6,3,1,.69230771,26
201111,22,Julien Benneteau,30-30,2011,100,3,6,1,.5777778,45
201204,22,Julien Benneteau,30-30,2012,100,3,4,1,.65217394,115
201302,22,Julien Benneteau,30-30,2013,100,1,4,1,.65408808,159
201401,22,Julien Benneteau,30-30,2014,100,2,4,1,.59663868,119
201501,22,Julien Benneteau,30-30,2015,100,3,3,1,.61538464,13
201111,22,Julien Benneteau,30-40,2011,100,2,6,1,.46153846,26
201202,22,Julien Benneteau,30-40,2012,100,6,4,1,.546875,64
201309,22,Julien Benneteau,30-40,2013,100,6,4,1,.55913979,93
201408,22,Julien Benneteau,30-40,2014,100,1,3,1,.68000001,75
201501,22,Julien Benneteau,30-40,2015,100,4,3,1,.14285715,7
201107,22,Julien Benneteau,40-0,2011,100,6,11,1,.66666669,30
201209,22,Julien Benneteau,40-0,2012,100,2,4,1,.62,100
201308,22,Julien Benneteau,40-0,2013,100,2,4,1,.62790698,129
201403,22,Julien Benneteau,40-0,2014,100,2,6,1,.65178573,112
201501,22,Julien Benneteau,40-0,2015,100,3,3,1,.80000001,15
201108,22,Julien Benneteau,40-15,2011,100,6,11,1,.65306121,49
201209,22,Julien Benneteau,40-15,2012,100,5,4,1,.71774191,124
201309,22,Julien Benneteau,40-15,2013,100,6,4,1,.61077845,167
201406,22,Julien Benneteau,40-15,2014,100,6,5,1,.67910451,134
201501,22,Julien Benneteau,40-15,2015,100,4,3,1,.5714286,21
201111,22,Julien Benneteau,40-30,2011,100,3,6,1,.72093022,43
201202,22,Julien Benneteau,40-30,2012,100,6,4,1,.60909092,110
201310,22,Julien Benneteau,40-30,2013,100,3,4,1,.60588235,170
201403,22,Julien Benneteau,40-30,2014,100,3,6,1,.62280703,114
201501,22,Julien Benneteau,40-30,2015,100,3,3,1,.7647059,17
201108,22,Julien Benneteau,40-40,2011,100,3,11,1,.58333331,24
201206,22,Julien Benneteau,40-40,2012,100,6,3,1,.56410259,78
201312,22,Julien Benneteau,40-40,2013,100,6,4,1,.68067229,119
201410,22,Julien Benneteau,40-40,2014,100,1,3,1,.60215056,93
201501,22,Julien Benneteau,40-40,2015,100,3,3,1,.40000001,5
201108,22,Julien Benneteau,40-50,2011,100,6,11,1,.58333331,12
201212,22,Julien Benneteau,40-50,2012,100,5,4,1,.69565219,46
201306,22,Julien Benneteau,40-50,2013,100,6,4,1,.55555558,54
201403,22,Julien Benneteau,40-50,2014,100,1,6,1,.68000001,50
201501,22,Julien Benneteau,40-50,2015,100,4,3,1,.33333334,3
201108,22,Julien Benneteau,50-40,2011,100,3,11,1,.68421054,19
201205,22,Julien Benneteau,50-40,2012,100,6,4,1,.63492066,63
201301,22,Julien Benneteau,50-40,2013,100,5,4,1,.64646465,99
201408,22,Julien Benneteau,50-40,2014,100,6,3,1,.61538464,78
201501,22,Julien Benneteau,50-40,2015,100,6,3,1,1,3
201305,24,Andre Ghem,0-0,2013,100,2,9999,1,.69999999,10
201305,24,Andre Ghem,0-15,2013,100,2,9999,1,.66666669,3
201305,24,Andre Ghem,0-30,2013,100,2,9999,1,0,1
201305,24,Andre Ghem,0-40,2013,100,2,9999,1,1,1
201305,24,Andre Ghem,15-0,2013,100,2,9999,1,.71428573,7
201305,24,Andre Ghem,15-15,2013,100,2,9999,1,.25,4
201305,24,Andre Ghem,15-30,2013,100,2,9999,1,.33333334,3
201305,24,Andre Ghem,15-40,2013,100,2,9999,1,1,3
201305,24,Andre Ghem,30-0,2013,100,2,9999,1,.60000002,5
201305,24,Andre Ghem,30-15,2013,100,2,9999,1,1,3
201305,24,Andre Ghem,30-30,2013,100,2,9999,1,1,1
201305,24,Andre Ghem,30-40,2013,100,2,9999,1,0,3
201305,24,Andre Ghem,40-0,2013,100,2,9999,1,.66666669,3
201305,24,Andre Ghem,40-15,2013,100,2,9999,1,.5,4
201305,24,Andre Ghem,40-30,2013,100,2,9999,1,.33333334,3
201305,24,Andre Ghem,40-40,2013,100,2,9999,1,0,2
201305,24,Andre Ghem,40-50,2013,100,2,9999,1,1,2
201305,24,Andre Ghem,50-40,2013,100,2,9999,1,.5,2
201410,25,Andrea Arnaboldi,0-0,2014,100,6,9999,1,.90909094,11
201505,25,Andrea Arnaboldi,0-0,2015,100,1,9999,1,.5,64
201410,25,Andrea Arnaboldi,0-15,2014,100,6,9999,1,1,1
201505,25,Andrea Arnaboldi,0-15,2015,100,2,9999,1,.5625,32
201505,25,Andrea Arnaboldi,0-30,2015,100,2,9999,1,.64285713,14
201505,25,Andrea Arnaboldi,0-40,2015,100,2,9999,1,.80000001,5
201410,25,Andrea Arnaboldi,15-0,2014,100,6,9999,1,.80000001,10
201505,25,Andrea Arnaboldi,15-0,2015,100,1,9999,1,.71875,32
201410,25,Andrea Arnaboldi,15-15,2014,100,6,9999,1,.66666669,3
201505,25,Andrea Arnaboldi,15-15,2015,100,6,9999,1,.62962961,27
201410,25,Andrea Arnaboldi,15-30,2014,100,6,9999,1,1,1
201505,25,Andrea Arnaboldi,15-30,2015,100,1,9999,1,.63157892,19
201505,25,Andrea Arnaboldi,15-40,2015,100,2,9999,1,.63636363,11
201410,25,Andrea Arnaboldi,30-0,2014,100,6,9999,1,.125,8
201505,25,Andrea Arnaboldi,30-0,2015,100,6,9999,1,.52173913,23
201410,25,Andrea Arnaboldi,30-15,2014,100,6,9999,1,.22222222,9
201505,25,Andrea Arnaboldi,30-15,2015,100,2,9999,1,.64285713,28
201410,25,Andrea Arnaboldi,30-30,2014,100,6,9999,1,.25,8
201505,25,Andrea Arnaboldi,30-30,2015,100,6,9999,1,.54545456,22
201410,25,Andrea Arnaboldi,30-40,2014,100,6,9999,1,.5,6
201505,25,Andrea Arnaboldi,30-40,2015,100,2,9999,1,.64705884,17
201410,25,Andrea Arnaboldi,40-0,2014,100,6,9999,1,1,1
201505,25,Andrea Arnaboldi,40-0,2015,100,6,9999,1,.58333331,12
201410,25,Andrea Arnaboldi,40-15,2014,100,6,9999,1,.5,2
201505,25,Andrea Arnaboldi,40-15,2015,100,6,9999,1,.60869563,23
201410,25,Andrea Arnaboldi,40-30,2014,100,6,9999,1,1,3
201505,25,Andrea Arnaboldi,40-30,2015,100,6,9999,1,.61904764,21
201410,25,Andrea Arnaboldi,40-40,2014,100,6,9999,1,.66666669,3
201507,25,Andrea Arnaboldi,40-40,2015,100,5,9999,1,.57894737,19
201410,25,Andrea Arnaboldi,40-50,2014,100,6,9999,1,0,1
201505,25,Andrea Arnaboldi,40-50,2015,100,2,9999,1,.72727275,11
201410,25,Andrea Arnaboldi,50-40,2014,100,6,9999,1,1,2
201507,25,Andrea Arnaboldi,50-40,2015,100,5,9999,1,.58823532,17
201505,27,Germain Gigounon,0-0,2015,100,3,9999,1,.58333331,12
201505,27,Germain Gigounon,0-15,2015,100,3,9999,1,.80000001,5
201505,27,Germain Gigounon,0-30,2015,100,3,9999,1,0,1
201505,27,Germain Gigounon,0-40,2015,100,3,9999,1,0,1
201505,27,Germain Gigounon,15-0,2015,100,3,9999,1,.2857143,7
201505,27,Germain Gigounon,15-15,2015,100,3,9999,1,.33333334,9
201505,27,Germain Gigounon,15-30,2015,100,3,9999,1,.5,6
201505,27,Germain Gigounon,15-40,2015,100,3,9999,1,0,3
201505,27,Germain Gigounon,30-0,2015,100,3,9999,1,.5,2
201505,27,Germain Gigounon,30-15,2015,100,3,9999,1,0,4
201505,27,Germain Gigounon,30-30,2015,100,3,9999,1,.5714286,7
201505,27,Germain Gigounon,30-40,2015,100,3,9999,1,0,3
201505,27,Germain Gigounon,40-0,2015,100,3,9999,1,0,1
201505,27,Germain Gigounon,40-15,2015,100,3,9999,1,0,1
201505,27,Germain Gigounon,40-30,2015,100,3,9999,1,1,5
201410,29,Victor Baluda,0-0,2014,100,3,9999,1,.66666669,9
201410,29,Victor Baluda,0-15,2014,100,3,9999,1,.66666669,3
201410,29,Victor Baluda,0-30,2014,100,3,9999,1,1,1
201410,29,Victor Baluda,15-0,2014,100,3,9999,1,.5,6
201410,29,Victor Baluda,15-15,2014,100,3,9999,1,.40000001,5
201410,29,Victor Baluda,15-30,2014,100,3,9999,1,.25,4
201410,29,Victor Baluda,15-40,2014,100,3,9999,1,.66666669,3
201410,29,Victor Baluda,30-0,2014,100,3,9999,1,1,3
201410,29,Victor Baluda,30-15,2014,100,3,9999,1,.5,2
201410,29,Victor Baluda,30-30,2014,100,3,9999,1,1,2
201410,29,Victor Baluda,30-40,2014,100,3,9999,1,.5,2
201410,29,Victor Baluda,40-0,2014,100,3,9999,1,.66666669,3
201410,29,Victor Baluda,40-15,2014,100,3,9999,1,.5,2
201410,29,Victor Baluda,40-30,2014,100,3,9999,1,.66666669,3
201410,29,Victor Baluda,40-40,2014,100,3,9999,1,1,2
201410,29,Victor Baluda,40-50,2014,100,3,9999,1,.5,2
201410,29,Victor Baluda,50-40,2014,100,3,9999,1,0,2
201404,30,Patrick Ciorcila,0-0,2014,100,6,9999,1,.45454547,11
201404,30,Patrick Ciorcila,0-15,2014,100,6,9999,1,.83333331,6
201404,30,Patrick Ciorcila,0-30,2014,100,6,9999,1,1,1
201404,30,Patrick Ciorcila,15-0,2014,100,6,9999,1,.80000001,5
201404,30,Patrick Ciorcila,15-15,2014,100,6,9999,1,.5,6
201404,30,Patrick Ciorcila,15-30,2014,100,6,9999,1,.75,4
201404,30,Patrick Ciorcila,15-40,2014,100,6,9999,1,1,1
201404,30,Patrick Ciorcila,30-0,2014,100,6,9999,1,.25,4
201404,30,Patrick Ciorcila,30-15,2014,100,6,9999,1,.83333331,6
201404,30,Patrick Ciorcila,30-30,2014,100,6,9999,1,.25,4
201404,30,Patrick Ciorcila,30-40,2014,100,6,9999,1,.25,4
201404,30,Patrick Ciorcila,40-0,2014,100,6,9999,1,1,1
