yearmonth,returnerid,returnername,gamescore,year,topn,rankGroupsReturner,rankGroupsServer,ones,returnerProbability,returnerFrequency
,837,Luke Saville,0-0,,30,,,1,.66666669,27
,837,Luke Saville,0-15,,30,,,1,.33333334,9
,837,Luke Saville,0-30,,30,,,1,.33333334,6
,837,Luke Saville,0-40,,30,,,1,.5,4
,837,Luke Saville,15-0,,30,,,1,.5,18
,837,Luke Saville,15-15,,30,,,1,.75,12
,837,Luke Saville,15-30,,30,,,1,.80000001,5
,837,Luke Saville,15-40,,30,,,1,.33333334,3
,837,Luke Saville,30-0,,30,,,1,.55555558,9
,837,Luke Saville,30-15,,30,,,1,.76923078,13
,837,Luke Saville,30-30,,30,,,1,.42857143,7
,837,Luke Saville,30-40,,30,,,1,.80000001,5
,837,Luke Saville,40-0,,30,,,1,1,5
,837,Luke Saville,40-15,,30,,,1,.89999998,10
,837,Luke Saville,40-30,,30,,,1,.75,4
,837,Luke Saville,40-40,,30,,,1,.2,5
,837,Luke Saville,40-50,,30,,,1,.75,4
,837,Luke Saville,50-40,,30,,,1,1,3
,840,Michael Berrer,0-0,,30,,,1,.65413535,133
,840,Michael Berrer,0-15,,30,,,1,.69565219,46
,840,Michael Berrer,0-30,,30,,,1,.71428573,14
,840,Michael Berrer,0-40,,30,,,1,.5,4
,840,Michael Berrer,15-0,,30,,,1,.65517241,87
,840,Michael Berrer,15-15,,30,,,1,.62903225,62
,840,Michael Berrer,15-30,,30,,,1,.66666669,33
,840,Michael Berrer,15-40,,30,,,1,.84615386,13
,840,Michael Berrer,30-0,,30,,,1,.70175439,57
,840,Michael Berrer,30-15,,30,,,1,.6964286,56
,840,Michael Berrer,30-30,,30,,,1,.61538464,39
,840,Michael Berrer,30-40,,30,,,1,.73076922,26
,840,Michael Berrer,40-0,,30,,,1,.82499999,40
,840,Michael Berrer,40-15,,30,,,1,.65217394,46
,840,Michael Berrer,40-30,,30,,,1,.57499999,40
,840,Michael Berrer,40-40,,30,,,1,.72222221,36
,840,Michael Berrer,40-50,,30,,,1,.80000001,10
,840,Michael Berrer,50-40,,30,,,1,.60606062,33
,844,Marin Cilic,0-0,,30,,,1,.63261092,969
,844,Marin Cilic,0-15,,30,,,1,.66478872,355
,844,Marin Cilic,0-30,,30,,,1,.63025212,119
,844,Marin Cilic,0-40,,30,,,1,.63636363,44
,844,Marin Cilic,15-0,,30,,,1,.62847793,611
,844,Marin Cilic,15-15,,30,,,1,.61123109,463
,844,Marin Cilic,15-30,,30,,,1,.65490198,255
,844,Marin Cilic,15-40,,30,,,1,.57758623,116
,844,Marin Cilic,30-0,,30,,,1,.63636363,385
,844,Marin Cilic,30-15,,30,,,1,.61702126,423
,844,Marin Cilic,30-30,,30,,,1,.60790277,329
,844,Marin Cilic,30-40,,30,,,1,.65816325,196
,844,Marin Cilic,40-0,,30,,,1,.66122448,245
,844,Marin Cilic,40-15,,30,,,1,.63953489,344
,844,Marin Cilic,40-30,,30,,,1,.64197528,324
,844,Marin Cilic,40-40,,30,,,1,.6489796,245
,844,Marin Cilic,40-50,,30,,,1,.68141592,113
,844,Marin Cilic,50-40,,30,,,1,.68780488,205
,851,Lukas Rosol,0-0,,30,,,1,.68936878,602
,851,Lukas Rosol,0-15,,30,,,1,.61497325,187
,851,Lukas Rosol,0-30,,30,,,1,.56944442,72
,851,Lukas Rosol,0-40,,30,,,1,.51612902,31
,851,Lukas Rosol,15-0,,30,,,1,.66586536,416
,851,Lukas Rosol,15-15,,30,,,1,.70866144,254
,851,Lukas Rosol,15-30,,30,,,1,.63478261,115
,851,Lukas Rosol,15-40,,30,,,1,.5,58
,851,Lukas Rosol,30-0,,30,,,1,.6931408,277
,851,Lukas Rosol,30-15,,30,,,1,.65283018,265
,851,Lukas Rosol,30-30,,30,,,1,.62424242,165
,851,Lukas Rosol,30-40,,30,,,1,.68888891,90
,851,Lukas Rosol,40-0,,30,,,1,.68229169,192
,851,Lukas Rosol,40-15,,30,,,1,.65811968,234
,851,Lukas Rosol,40-30,,30,,,1,.70491803,183
,851,Lukas Rosol,40-40,,30,,,1,.62393165,117
,851,Lukas Rosol,40-50,,30,,,1,.55555558,54
,851,Lukas Rosol,50-40,,30,,,1,.70652175,92
,852,Filippo Volandri,0-0,,30,,,1,.57251906,131
,852,Filippo Volandri,0-15,,30,,,1,.5714286,56
,852,Filippo Volandri,0-30,,30,,,1,.66666669,24
,852,Filippo Volandri,0-40,,30,,,1,.25,8
,852,Filippo Volandri,15-0,,30,,,1,.60000002,75
,852,Filippo Volandri,15-15,,30,,,1,.61290324,62
,852,Filippo Volandri,15-30,,30,,,1,.625,40
,852,Filippo Volandri,15-40,,30,,,1,.52941179,17
,852,Filippo Volandri,30-0,,30,,,1,.66666669,45
,852,Filippo Volandri,30-15,,30,,,1,.66037738,53
,852,Filippo Volandri,30-30,,30,,,1,.53488374,43
,852,Filippo Volandri,30-40,,30,,,1,.7241379,29
,852,Filippo Volandri,40-0,,30,,,1,.69999999,30
,852,Filippo Volandri,40-15,,30,,,1,.65909094,44
,852,Filippo Volandri,40-30,,30,,,1,.7631579,38
,852,Filippo Volandri,40-40,,30,,,1,.66666669,30
,852,Filippo Volandri,40-50,,30,,,1,.72727275,11
,852,Filippo Volandri,50-40,,30,,,1,.63999999,25
,853,Yann Marti,0-0,,30,,,1,.77777779,9
,853,Yann Marti,0-15,,30,,,1,1,2
,853,Yann Marti,15-0,,30,,,1,1,7
,853,Yann Marti,15-15,,30,,,1,0,2
,853,Yann Marti,15-30,,30,,,1,1,2
,853,Yann Marti,30-0,,30,,,1,.14285715,7
,853,Yann Marti,30-15,,30,,,1,.66666669,6
,853,Yann Marti,30-30,,30,,,1,.25,4
,853,Yann Marti,30-40,,30,,,1,0,3
,853,Yann Marti,40-0,,30,,,1,1,1
,853,Yann Marti,40-15,,30,,,1,.75,4
,853,Yann Marti,40-30,,30,,,1,0,2
,853,Yann Marti,40-40,,30,,,1,.5,2
,853,Yann Marti,40-50,,30,,,1,1,1
,853,Yann Marti,50-40,,30,,,1,.5,2
,856,Adrian Ungur,0-0,,30,,,1,.55263156,76
,856,Adrian Ungur,0-15,,30,,,1,.64705884,34
,856,Adrian Ungur,0-30,,30,,,1,1,12
,856,Adrian Ungur,15-0,,30,,,1,.61904764,42
,856,Adrian Ungur,15-15,,30,,,1,.60526317,38
,856,Adrian Ungur,15-30,,30,,,1,.62962961,27
,856,Adrian Ungur,15-40,,30,,,1,.5,10
,856,Adrian Ungur,30-0,,30,,,1,.80769229,26
,856,Adrian Ungur,30-15,,30,,,1,.64285713,28
,856,Adrian Ungur,30-30,,30,,,1,.55555558,27
,856,Adrian Ungur,30-40,,30,,,1,.64705884,17
,856,Adrian Ungur,40-0,,30,,,1,.76190478,21
,856,Adrian Ungur,40-15,,30,,,1,.65217394,23
,856,Adrian Ungur,40-30,,30,,,1,.60869563,23
,856,Adrian Ungur,40-40,,30,,,1,.5,20
,856,Adrian Ungur,40-50,,30,,,1,.64285713,14
,856,Adrian Ungur,50-40,,30,,,1,.625,16
,857,Alexandr Dolgopolov,0-0,,30,,,1,.63378376,740
,857,Alexandr Dolgopolov,0-15,,30,,,1,.63003665,273
,857,Alexandr Dolgopolov,0-30,,30,,,1,.54455447,101
,857,Alexandr Dolgopolov,0-40,,30,,,1,.54347825,46
,857,Alexandr Dolgopolov,15-0,,30,,,1,.62765956,470
,857,Alexandr Dolgopolov,15-15,,30,,,1,.66666669,345
,857,Alexandr Dolgopolov,15-30,,30,,,1,.62352943,170
,857,Alexandr Dolgopolov,15-40,,30,,,1,.57303369,89
,857,Alexandr Dolgopolov,30-0,,30,,,1,.70847458,295
,857,Alexandr Dolgopolov,30-15,,30,,,1,.64037853,317
,857,Alexandr Dolgopolov,30-30,,30,,,1,.62272727,220
,857,Alexandr Dolgopolov,30-40,,30,,,1,.5970149,134
,857,Alexandr Dolgopolov,40-0,,30,,,1,.66985649,209
,857,Alexandr Dolgopolov,40-15,,30,,,1,.66176468,272
,857,Alexandr Dolgopolov,40-30,,30,,,1,.55895197,229
,857,Alexandr Dolgopolov,40-40,,30,,,1,.57692307,182
,857,Alexandr Dolgopolov,40-50,,30,,,1,.54545456,99
,857,Alexandr Dolgopolov,50-40,,30,,,1,.60447758,134
,860,Elias Ymer,0-0,,30,,,1,.54838711,31
,860,Elias Ymer,0-15,,30,,,1,.71428573,14
,860,Elias Ymer,0-30,,30,,,1,.5,4
,860,Elias Ymer,0-40,,30,,,1,0,2
,860,Elias Ymer,15-0,,30,,,1,.64705884,17
,860,Elias Ymer,15-15,,30,,,1,.625,16
,860,Elias Ymer,15-30,,30,,,1,.75,8
,860,Elias Ymer,15-40,,30,,,1,0,2
,860,Elias Ymer,30-0,,30,,,1,.45454547,11
,860,Elias Ymer,30-15,,30,,,1,.625,16
,860,Elias Ymer,30-30,,30,,,1,.66666669,12
,860,Elias Ymer,30-40,,30,,,1,.80000001,5
,860,Elias Ymer,40-0,,30,,,1,.80000001,5
,860,Elias Ymer,40-15,,30,,,1,.81818181,11
,860,Elias Ymer,40-30,,30,,,1,.69999999,10
,860,Elias Ymer,40-40,,30,,,1,.83333331,6
,860,Elias Ymer,40-50,,30,,,1,1,1
,860,Elias Ymer,50-40,,30,,,1,.5,6
,861,Jurgen Melzer,0-0,,30,,,1,.64591438,514
,861,Jurgen Melzer,0-15,,30,,,1,.57923496,183
,861,Jurgen Melzer,0-30,,30,,,1,.61038959,77
,861,Jurgen Melzer,0-40,,30,,,1,.53333336,30
,861,Jurgen Melzer,15-0,,30,,,1,.64457834,332
,861,Jurgen Melzer,15-15,,30,,,1,.61883408,223
,861,Jurgen Melzer,15-30,,30,,,1,.64393938,132
,861,Jurgen Melzer,15-40,,30,,,1,.60317463,63
,861,Jurgen Melzer,30-0,,30,,,1,.67441863,215
,861,Jurgen Melzer,30-15,,30,,,1,.68115944,207
,861,Jurgen Melzer,30-30,,30,,,1,.63576162,151
,861,Jurgen Melzer,30-40,,30,,,1,.61290324,93
,861,Jurgen Melzer,40-0,,30,,,1,.73103446,145
,861,Jurgen Melzer,40-15,,30,,,1,.64999998,180
,861,Jurgen Melzer,40-30,,30,,,1,.62893081,159
,861,Jurgen Melzer,40-40,,30,,,1,.66379309,116
,861,Jurgen Melzer,40-50,,30,,,1,.52083331,48
,861,Jurgen Melzer,50-40,,30,,,1,.66666669,93
,862,Guido Andreozzi,0-0,,30,,,1,.59090906,22
,862,Guido Andreozzi,0-15,,30,,,1,.55555558,9
,862,Guido Andreozzi,0-30,,30,,,1,.75,4
,862,Guido Andreozzi,0-40,,30,,,1,1,1
,862,Guido Andreozzi,15-0,,30,,,1,.84615386,13
,862,Guido Andreozzi,15-15,,30,,,1,.71428573,7
,862,Guido Andreozzi,15-30,,30,,,1,.60000002,5
,862,Guido Andreozzi,15-40,,30,,,1,.33333334,3
,862,Guido Andreozzi,30-0,,30,,,1,.54545456,11
,862,Guido Andreozzi,30-15,,30,,,1,.69999999,10
,862,Guido Andreozzi,30-30,,30,,,1,.5,6
,862,Guido Andreozzi,30-40,,30,,,1,.5,4
,862,Guido Andreozzi,40-0,,30,,,1,.66666669,6
,862,Guido Andreozzi,40-15,,30,,,1,.55555558,9
,862,Guido Andreozzi,40-30,,30,,,1,.5714286,7
,862,Guido Andreozzi,40-40,,30,,,1,.40000001,5
,862,Guido Andreozzi,40-50,,30,,,1,.75,4
,862,Guido Andreozzi,50-40,,30,,,1,.25,4
,864,Robby Ginepri,0-0,,30,,,1,.54545456,44
,864,Robby Ginepri,0-15,,30,,,1,.69999999,20
,864,Robby Ginepri,0-30,,30,,,1,.66666669,6
,864,Robby Ginepri,0-40,,30,,,1,0,2
,864,Robby Ginepri,15-0,,30,,,1,.625,24
,864,Robby Ginepri,15-15,,30,,,1,.78260869,23
,864,Robby Ginepri,15-30,,30,,,1,.33333334,9
,864,Robby Ginepri,15-40,,30,,,1,.66666669,6
,864,Robby Ginepri,30-0,,30,,,1,.86666667,15
,864,Robby Ginepri,30-15,,30,,,1,.64999998,20
,864,Robby Ginepri,30-30,,30,,,1,.69999999,10
,864,Robby Ginepri,30-40,,30,,,1,.85714287,7
,864,Robby Ginepri,40-0,,30,,,1,.76923078,13
,864,Robby Ginepri,40-15,,30,,,1,.4375,16
,864,Robby Ginepri,40-30,,30,,,1,.6875,16
,864,Robby Ginepri,40-40,,30,,,1,.72727275,11
,864,Robby Ginepri,40-50,,30,,,1,.75,4
,864,Robby Ginepri,50-40,,30,,,1,.69999999,10
,865,Filip Krajinovic,0-0,,30,,,1,.62385321,109
,865,Filip Krajinovic,0-15,,30,,,1,.63414633,41
,865,Filip Krajinovic,0-30,,30,,,1,.40000001,15
,865,Filip Krajinovic,0-40,,30,,,1,.66666669,9
,865,Filip Krajinovic,15-0,,30,,,1,.64705884,68
,865,Filip Krajinovic,15-15,,30,,,1,.66000003,50
,865,Filip Krajinovic,15-30,,30,,,1,.43478259,23
,865,Filip Krajinovic,15-40,,30,,,1,.7368421,19
,865,Filip Krajinovic,30-0,,30,,,1,.70454544,44
,865,Filip Krajinovic,30-15,,30,,,1,.56521738,46
,865,Filip Krajinovic,30-30,,30,,,1,.43333334,30
,865,Filip Krajinovic,30-40,,30,,,1,.48387095,31
,865,Filip Krajinovic,40-0,,30,,,1,.77419353,31
,865,Filip Krajinovic,40-15,,30,,,1,.66666669,33
,865,Filip Krajinovic,40-30,,30,,,1,.5,24
,865,Filip Krajinovic,40-40,,30,,,1,.5925926,27
,865,Filip Krajinovic,40-50,,30,,,1,.58333331,12
,865,Filip Krajinovic,50-40,,30,,,1,.72727275,22
,866,Horacio Zeballos,0-0,,30,,,1,.71122992,187
,866,Horacio Zeballos,0-15,,30,,,1,.72222221,54
,866,Horacio Zeballos,0-30,,30,,,1,.53333336,15
,866,Horacio Zeballos,0-40,,30,,,1,.5714286,7
,866,Horacio Zeballos,15-0,,30,,,1,.69924814,133
,866,Horacio Zeballos,15-15,,30,,,1,.6708861,79
,866,Horacio Zeballos,15-30,,30,,,1,.61764705,34
,866,Horacio Zeballos,15-40,,30,,,1,.58823532,17
,866,Horacio Zeballos,30-0,,30,,,1,.7096774,93
,866,Horacio Zeballos,30-15,,30,,,1,.71249998,80
,866,Horacio Zeballos,30-30,,30,,,1,.59090906,44
,866,Horacio Zeballos,30-40,,30,,,1,.75,28
,866,Horacio Zeballos,40-0,,30,,,1,.78787881,66
,866,Horacio Zeballos,40-15,,30,,,1,.67605633,71
,866,Horacio Zeballos,40-30,,30,,,1,.71428573,49
,866,Horacio Zeballos,40-40,,30,,,1,.62857145,35
,866,Horacio Zeballos,40-50,,30,,,1,.55555558,18
,866,Horacio Zeballos,50-40,,30,,,1,.5714286,28
,871,Jarkko Nieminen,0-0,,30,,,1,.64324325,555
,871,Jarkko Nieminen,0-15,,30,,,1,.63636363,198
,871,Jarkko Nieminen,0-30,,30,,,1,.54166669,72
,871,Jarkko Nieminen,0-40,,30,,,1,.63636363,33
,871,Jarkko Nieminen,15-0,,30,,,1,.65459609,359
,871,Jarkko Nieminen,15-15,,30,,,1,.66666669,249
,871,Jarkko Nieminen,15-30,,30,,,1,.57377046,122
,871,Jarkko Nieminen,15-40,,30,,,1,.56164384,73
,871,Jarkko Nieminen,30-0,,30,,,1,.65957445,235
,871,Jarkko Nieminen,30-15,,30,,,1,.61788619,246
,871,Jarkko Nieminen,30-30,,30,,,1,.66463417,164
,871,Jarkko Nieminen,30-40,,30,,,1,.53125,96
,871,Jarkko Nieminen,40-0,,30,,,1,.6948052,154
,871,Jarkko Nieminen,40-15,,30,,,1,.69346732,199
,871,Jarkko Nieminen,40-30,,30,,,1,.65882355,170
,871,Jarkko Nieminen,40-40,,30,,,1,.6880734,109
,871,Jarkko Nieminen,40-50,,30,,,1,.64285713,42
,871,Jarkko Nieminen,50-40,,30,,,1,.69473684,95
,874,Brian Baker,0-0,,30,,,1,.625,120
,874,Brian Baker,0-15,,30,,,1,.48888889,45
,874,Brian Baker,0-30,,30,,,1,.60869563,23
,874,Brian Baker,0-40,,30,,,1,.77777779,9
,874,Brian Baker,15-0,,30,,,1,.65333331,75
,874,Brian Baker,15-15,,30,,,1,.66666669,48
,874,Brian Baker,15-30,,30,,,1,.63333333,30
,874,Brian Baker,15-40,,30,,,1,.6111111,18
,874,Brian Baker,30-0,,30,,,1,.53061223,49
,874,Brian Baker,30-15,,30,,,1,.72727275,55
,874,Brian Baker,30-30,,30,,,1,.7647059,34
,874,Brian Baker,30-40,,30,,,1,.57894737,19
,874,Brian Baker,40-0,,30,,,1,.65384614,26
,874,Brian Baker,40-15,,30,,,1,.5714286,49
,874,Brian Baker,40-30,,30,,,1,.61702126,47
,874,Brian Baker,40-40,,30,,,1,.58620691,29
,874,Brian Baker,40-50,,30,,,1,.78571427,14
,874,Brian Baker,50-40,,30,,,1,.58333331,24
,875,Matteo Donati,0-0,,30,,,1,.8888889,9
,875,Matteo Donati,0-15,,30,,,1,1,1
,875,Matteo Donati,15-0,,30,,,1,.625,8
,875,Matteo Donati,15-15,,30,,,1,1,4
,875,Matteo Donati,30-0,,30,,,1,.60000002,5
,875,Matteo Donati,30-15,,30,,,1,.5,6
,875,Matteo Donati,30-30,,30,,,1,1,3
,875,Matteo Donati,40-0,,30,,,1,.66666669,3
,875,Matteo Donati,40-15,,30,,,1,.5,4
,875,Matteo Donati,40-30,,30,,,1,.60000002,5
,875,Matteo Donati,40-40,,30,,,1,1,2
,875,Matteo Donati,50-40,,30,,,1,1,2
,878,Alexander Ward,0-0,,30,,,1,1,11
,878,Alexander Ward,15-0,,30,,,1,.63636363,11
,878,Alexander Ward,15-15,,30,,,1,.75,4
,878,Alexander Ward,15-30,,30,,,1,1,1
,878,Alexander Ward,30-0,,30,,,1,.85714287,7
,878,Alexander Ward,30-15,,30,,,1,0,4
,878,Alexander Ward,30-30,,30,,,1,.80000001,5
,878,Alexander Ward,30-40,,30,,,1,1,1
,878,Alexander Ward,40-0,,30,,,1,.83333331,6
,878,Alexander Ward,40-15,,30,,,1,0,1
,878,Alexander Ward,40-30,,30,,,1,.80000001,5
,878,Alexander Ward,40-40,,30,,,1,.5,2
,878,Alexander Ward,40-50,,30,,,1,0,1
,878,Alexander Ward,50-40,,30,,,1,1,1
,882,Jesse Levine,0-0,,30,,,1,.68000001,150
,882,Jesse Levine,0-15,,30,,,1,.64583331,48
,882,Jesse Levine,0-30,,30,,,1,.41176471,17
,882,Jesse Levine,0-40,,30,,,1,.60000002,10
,882,Jesse Levine,15-0,,30,,,1,.66666669,102
,882,Jesse Levine,15-15,,30,,,1,.60000002,65
,882,Jesse Levine,15-30,,30,,,1,.69696969,33
,882,Jesse Levine,15-40,,30,,,1,.5,16
,882,Jesse Levine,30-0,,30,,,1,.67647058,68
,882,Jesse Levine,30-15,,30,,,1,.75409836,61
,882,Jesse Levine,30-30,,30,,,1,.55263156,38
,882,Jesse Levine,30-40,,30,,,1,.72000003,25
,882,Jesse Levine,40-0,,30,,,1,.71739131,46
,882,Jesse Levine,40-15,,30,,,1,.72881359,59
,882,Jesse Levine,40-30,,30,,,1,.7027027,37
,882,Jesse Levine,40-40,,30,,,1,.62068963,29
,882,Jesse Levine,40-50,,30,,,1,.71428573,14
,882,Jesse Levine,50-40,,30,,,1,.7037037,27
,887,Jan Hernych,0-0,,30,,,1,.58823532,17
,887,Jan Hernych,0-15,,30,,,1,.71428573,7
,887,Jan Hernych,0-30,,30,,,1,1,2
,887,Jan Hernych,15-0,,30,,,1,.60000002,10
,887,Jan Hernych,15-15,,30,,,1,.55555558,9
,887,Jan Hernych,15-30,,30,,,1,.5,6
,887,Jan Hernych,15-40,,30,,,1,.66666669,3
,887,Jan Hernych,30-0,,30,,,1,.5,6
,887,Jan Hernych,30-15,,30,,,1,.625,8
,887,Jan Hernych,30-30,,30,,,1,.83333331,6
,887,Jan Hernych,30-40,,30,,,1,1,3
,887,Jan Hernych,40-0,,30,,,1,.66666669,3
,887,Jan Hernych,40-15,,30,,,1,.66666669,6
,887,Jan Hernych,40-30,,30,,,1,.5714286,7
,887,Jan Hernych,40-40,,30,,,1,.83333331,6
,887,Jan Hernych,40-50,,30,,,1,.5,2
,887,Jan Hernych,50-40,,30,,,1,.5,6
,0,Sam Querrey,0-0,,20,,,1,.65625,640
,0,Sam Querrey,0-15,,20,,,1,.64999998,220
,0,Sam Querrey,0-30,,20,,,1,.75324672,77
,0,Sam Querrey,0-40,,20,,,1,.68421054,19
,0,Sam Querrey,15-0,,20,,,1,.66190475,420
,0,Sam Querrey,15-15,,20,,,1,.7368421,285
,0,Sam Querrey,15-30,,20,,,1,.66165411,133
,0,Sam Querrey,15-40,,20,,,1,.67241377,58
,0,Sam Querrey,30-0,,20,,,1,.70503598,278
,0,Sam Querrey,30-15,,20,,,1,.69863015,292
,0,Sam Querrey,30-30,,20,,,1,.64772725,176
,0,Sam Querrey,30-40,,20,,,1,.63366336,101
,0,Sam Querrey,40-0,,20,,,1,.65306121,196
,0,Sam Querrey,40-15,,20,,,1,.69230771,273
,0,Sam Querrey,40-30,,20,,,1,.71212119,198
,0,Sam Querrey,40-40,,20,,,1,.68333334,120
,0,Sam Querrey,40-50,,20,,,1,.6226415,53
,0,Sam Querrey,50-40,,20,,,1,.65979379,97
,7,Blaz Rola,0-0,,20,,,1,.55555558,9
,7,Blaz Rola,0-15,,20,,,1,.5,4
,7,Blaz Rola,0-30,,20,,,1,1,2
,7,Blaz Rola,15-0,,20,,,1,.40000001,5
,7,Blaz Rola,15-15,,20,,,1,1,5
,7,Blaz Rola,15-30,,20,,,1,.5,2
,7,Blaz Rola,15-40,,20,,,1,0,1
,7,Blaz Rola,30-0,,20,,,1,1,2
,7,Blaz Rola,30-15,,20,,,1,.2,5
,7,Blaz Rola,30-30,,20,,,1,.40000001,5
,7,Blaz Rola,30-40,,20,,,1,1,3
,7,Blaz Rola,40-0,,20,,,1,1,2
,7,Blaz Rola,40-15,,20,,,1,1,1
,7,Blaz Rola,40-30,,20,,,1,.5,2
,7,Blaz Rola,40-40,,20,,,1,1,4
,7,Blaz Rola,40-50,,20,,,1,0,1
,7,Blaz Rola,50-40,,20,,,1,.75,4
,10,Jan Hajek,0-0,,20,,,1,.73770493,61
,10,Jan Hajek,0-15,,20,,,1,.75,16
,10,Jan Hajek,0-30,,20,,,1,.5,4
,10,Jan Hajek,0-40,,20,,,1,1,2
,10,Jan Hajek,15-0,,20,,,1,.68888891,45
,10,Jan Hajek,15-15,,20,,,1,.69230771,26
,10,Jan Hajek,15-30,,20,,,1,.40000001,10
,10,Jan Hajek,15-40,,20,,,1,.625,8
,10,Jan Hajek,30-0,,20,,,1,.74193549,31
,10,Jan Hajek,30-15,,20,,,1,.57692307,26
,10,Jan Hajek,30-30,,20,,,1,.60000002,15
,10,Jan Hajek,30-40,,20,,,1,.63636363,11
,10,Jan Hajek,40-0,,20,,,1,.69565219,23
,10,Jan Hajek,40-15,,20,,,1,.54545456,22
,10,Jan Hajek,40-30,,20,,,1,.52631581,19
,10,Jan Hajek,40-40,,20,,,1,.875,16
,10,Jan Hajek,40-50,,20,,,1,.5,2
,10,Jan Hajek,50-40,,20,,,1,.73333335,15
,11,Florian Mayer,0-0,,20,,,1,.67017543,285
,11,Florian Mayer,0-15,,20,,,1,.63829786,94
,11,Florian Mayer,0-30,,20,,,1,.44117647,34
,11,Florian Mayer,0-40,,20,,,1,.57894737,19
,11,Florian Mayer,15-0,,20,,,1,.70157069,191
,11,Florian Mayer,15-15,,20,,,1,.65254235,118
,11,Florian Mayer,15-30,,20,,,1,.60714287,56
,11,Florian Mayer,15-40,,20,,,1,.57575756,33
,11,Florian Mayer,30-0,,20,,,1,.65671641,134
,11,Florian Mayer,30-15,,20,,,1,.68032789,122
,11,Florian Mayer,30-30,,20,,,1,.6438356,73
,11,Florian Mayer,30-40,,20,,,1,.68888891,45
,11,Florian Mayer,40-0,,20,,,1,.71590906,88
,11,Florian Mayer,40-15,,20,,,1,.7037037,108
,11,Florian Mayer,40-30,,20,,,1,.63291138,79
,11,Florian Mayer,40-40,,20,,,1,.66666669,60
,11,Florian Mayer,40-50,,20,,,1,.78571427,28
,11,Florian Mayer,50-40,,20,,,1,.6226415,53
,14,Aljaz Bedene,0-0,,20,,,1,.66929132,127
,14,Aljaz Bedene,0-15,,20,,,1,.64285713,42
,14,Aljaz Bedene,0-30,,20,,,1,.53333336,15
,14,Aljaz Bedene,0-40,,20,,,1,.2857143,7
,14,Aljaz Bedene,15-0,,20,,,1,.58823532,85
,14,Aljaz Bedene,15-15,,20,,,1,.67741936,62
,14,Aljaz Bedene,15-30,,20,,,1,.5714286,28
,14,Aljaz Bedene,15-40,,20,,,1,.42857143,14
,14,Aljaz Bedene,30-0,,20,,,1,.68000001,50
,14,Aljaz Bedene,30-15,,20,,,1,.65517241,58
,14,Aljaz Bedene,30-30,,20,,,1,.69444442,36
,14,Aljaz Bedene,30-40,,20,,,1,.64705884,17
,14,Aljaz Bedene,40-0,,20,,,1,.67647058,34
,14,Aljaz Bedene,40-15,,20,,,1,.69387758,49
,14,Aljaz Bedene,40-30,,20,,,1,.69999999,40
,14,Aljaz Bedene,40-40,,20,,,1,.73913044,23
,14,Aljaz Bedene,40-50,,20,,,1,.33333334,6
,14,Aljaz Bedene,50-40,,20,,,1,.66666669,18
,19,Igor Kunitsyn,0-0,,20,,,1,.65306121,49
,19,Igor Kunitsyn,0-15,,20,,,1,.70588237,17
,19,Igor Kunitsyn,0-30,,20,,,1,.60000002,5
,19,Igor Kunitsyn,0-40,,20,,,1,.5,2
,19,Igor Kunitsyn,15-0,,20,,,1,.71875,32
,19,Igor Kunitsyn,15-15,,20,,,1,.5714286,21
,19,Igor Kunitsyn,15-30,,20,,,1,.75,12
,19,Igor Kunitsyn,15-40,,20,,,1,.5,4
,19,Igor Kunitsyn,30-0,,20,,,1,.73913044,23
,19,Igor Kunitsyn,30-15,,20,,,1,.72222221,18
,19,Igor Kunitsyn,30-30,,20,,,1,.5714286,14
,19,Igor Kunitsyn,30-40,,20,,,1,.875,8
,19,Igor Kunitsyn,40-0,,20,,,1,.88235295,17
,19,Igor Kunitsyn,40-15,,20,,,1,.53333336,15
,19,Igor Kunitsyn,40-30,,20,,,1,.66666669,15
,19,Igor Kunitsyn,40-40,,20,,,1,.75,12
,19,Igor Kunitsyn,40-50,,20,,,1,.80000001,5
,19,Igor Kunitsyn,50-40,,20,,,1,.5,12
,22,Julien Benneteau,0-0,,20,,,1,.62380952,420
,22,Julien Benneteau,0-15,,20,,,1,.63522011,159
,22,Julien Benneteau,0-30,,20,,,1,.53448278,58
,22,Julien Benneteau,0-40,,20,,,1,.4074074,27
,22,Julien Benneteau,15-0,,20,,,1,.61832058,262
,22,Julien Benneteau,15-15,,20,,,1,.66666669,201
,22,Julien Benneteau,15-30,,20,,,1,.58163267,98
,22,Julien Benneteau,15-40,,20,,,1,.67307693,52
,22,Julien Benneteau,30-0,,20,,,1,.72222221,162
,22,Julien Benneteau,30-15,,20,,,1,.65921789,179
,22,Julien Benneteau,30-30,,20,,,1,.60169494,118
,22,Julien Benneteau,30-40,,20,,,1,.5487805,82
,22,Julien Benneteau,40-0,,20,,,1,.67521369,117
,22,Julien Benneteau,40-15,,20,,,1,.65384614,156
,22,Julien Benneteau,40-30,,20,,,1,.66399997,125
,22,Julien Benneteau,40-40,,20,,,1,.62068963,87
,22,Julien Benneteau,40-50,,20,,,1,.65853661,41
,22,Julien Benneteau,50-40,,20,,,1,.67123288,73
,24,Andre Ghem,0-0,,20,,,1,.89999998,10
,24,Andre Ghem,0-15,,20,,,1,1,1
,24,Andre Ghem,15-0,,20,,,1,.55555558,9
,24,Andre Ghem,15-15,,20,,,1,.60000002,5
