servername,gamescore,servePointProbability_top20,servePointFreq_top20,playerScore,opponentScore
Ernests Gulbis,30-30,.66666669,30,2,2
Ernests Gulbis,30-40,.66666669,21,2,3
Ernests Gulbis,40-0,.80000001,20,3,0
Ernests Gulbis,40-15,.75,36,3,1
Ernests Gulbis,40-30,.58620691,29,3,2
Ernests Gulbis,40-40,.66000003,50,3,3
Ernests Gulbis,40-50,.58823532,17,3,4
Ernests Gulbis,50-40,.57575756,33,4,3
Evgeny Donskoy,0-0,.58064514,31,0,0
Evgeny Donskoy,0-15,.53846157,13,0,1
Evgeny Donskoy,0-30,.66666669,6,0,2
Evgeny Donskoy,0-40,0,2,0,3
Evgeny Donskoy,15-0,.3888889,18,1,0
Evgeny Donskoy,15-15,.66666669,18,1,1
Evgeny Donskoy,15-30,.69999999,10,1,2
Evgeny Donskoy,15-40,.33333334,3,1,3
Evgeny Donskoy,30-0,1,7,2,0
Evgeny Donskoy,30-15,.5,12,2,1
Evgeny Donskoy,30-30,.38461539,13,2,2
Evgeny Donskoy,30-40,.8888889,9,2,3
Evgeny Donskoy,40-0,.85714287,7,3,0
Evgeny Donskoy,40-15,.5714286,7,3,1
Evgeny Donskoy,40-30,.75,8,3,2
Evgeny Donskoy,40-40,.6111111,18,3,3
Evgeny Donskoy,40-50,.71428573,7,3,4
Evgeny Donskoy,50-40,.72727275,11,4,3
Fabio Fognini,0-0,.6394558,147,0,0
Fabio Fognini,0-15,.6226415,53,0,1
Fabio Fognini,0-30,.55000001,20,0,2
Fabio Fognini,0-40,.66666669,9,0,3
Fabio Fognini,100-100,1,1,7,7
Fabio Fognini,100-101,1,1,7,7
Fabio Fognini,101-100,0,1,7,7
Fabio Fognini,101-101,.5,2,7,7
Fabio Fognini,102-103,0,1,7,7
Fabio Fognini,102-104,0,1,7,7
Fabio Fognini,103-100,0,1,7,7
Fabio Fognini,103-101,1,1,7,7
Fabio Fognini,104-101,1,1,7,7
Fabio Fognini,104-103,1,1,7,7
Fabio Fognini,105-101,1,1,7,7
Fabio Fognini,105-103,1,1,7,7
Fabio Fognini,106-105,0,1,8,7
Fabio Fognini,106-106,1,1,8,8
Fabio Fognini,15-0,.64893615,94,1,0
Fabio Fognini,15-15,.62121212,66,1,1
Fabio Fognini,15-30,.6388889,36,1,2
Fabio Fognini,15-40,.57894737,19,1,3
Fabio Fognini,30-0,.62295079,61,2,0
Fabio Fognini,30-15,.515625,64,2,1
Fabio Fognini,30-30,.55555558,54,2,2
Fabio Fognini,30-40,.54285717,35,2,3
Fabio Fognini,40-0,.57894737,38,3,0
Fabio Fognini,40-15,.63265306,49,3,1
Fabio Fognini,40-30,.45833334,48,3,2
Fabio Fognini,40-40,.44318181,88,3,3
Fabio Fognini,40-50,.46938777,49,3,4
Fabio Fognini,50-40,.48717949,39,4,3
Facundo Arguello,0-0,.63157892,19,0,0
Facundo Arguello,0-15,.5714286,7,0,1
Facundo Arguello,0-30,0,3,0,2
Facundo Arguello,0-40,.33333334,3,0,3
Facundo Arguello,15-0,.41666666,12,1,0
Facundo Arguello,15-15,.72727275,11,1,1
Facundo Arguello,15-30,.66666669,3,1,2
Facundo Arguello,15-40,.5,2,1,3
Facundo Arguello,30-0,.80000001,5,2,0
Facundo Arguello,30-15,.55555558,9,2,1
Facundo Arguello,30-30,.5,6,2,2
Facundo Arguello,30-40,.75,4,2,3
Facundo Arguello,40-0,.75,4,3,0
Facundo Arguello,40-15,.5,6,3,1
Facundo Arguello,40-30,.66666669,6,3,2
Facundo Arguello,40-40,.2857143,7,3,3
Facundo Arguello,40-50,0,5,3,4
Facundo Arguello,50-40,0,2,4,3
Federico Delbonis,0-0,.66129035,62,0,0
Federico Delbonis,0-15,.71428573,21,0,1
Federico Delbonis,0-30,.83333331,6,0,2
Federico Delbonis,0-40,1,1,0,3
Federico Delbonis,100-100,0,1,7,7
Federico Delbonis,101-100,1,1,7,7
Federico Delbonis,102-100,0,1,7,7
Federico Delbonis,102-101,0,1,7,7
Federico Delbonis,102-102,1,1,7,7
Federico Delbonis,103-102,0,1,7,7
Federico Delbonis,103-103,0,1,7,7
Federico Delbonis,103-106,1,1,7,8
Federico Delbonis,104-103,0,1,7,7
Federico Delbonis,104-104,1,1,7,7
Federico Delbonis,104-106,1,1,7,8
Federico Delbonis,15-0,.51219511,41,1,0
Federico Delbonis,15-15,.74285716,35,1,1
Federico Delbonis,15-30,.5714286,14,1,2
Federico Delbonis,15-40,.42857143,7,1,3
Federico Delbonis,30-0,.71428573,21,2,0
Federico Delbonis,30-15,.65625,32,2,1
Federico Delbonis,30-30,.57894737,19,2,2
Federico Delbonis,30-40,.45454547,11,2,3
Federico Delbonis,40-0,.66666669,15,3,0
Federico Delbonis,40-15,.73076922,26,3,1
Federico Delbonis,40-30,.6111111,18,3,2
Federico Delbonis,40-40,.55000001,20,3,3
Federico Delbonis,40-50,.44444445,9,3,4
Federico Delbonis,50-40,.63636363,11,4,3
Feliciano Lopez,0-0,.6683417,199,0,0
Feliciano Lopez,0-15,.63636363,66,0,1
Feliciano Lopez,0-30,.54166669,24,0,2
Feliciano Lopez,0-40,1,11,0,3
Feliciano Lopez,100-100,.83333331,6,7,7
Feliciano Lopez,100-101,.75,4,7,7
Feliciano Lopez,100-102,1,1,7,7
Feliciano Lopez,101-100,0,3,7,7
Feliciano Lopez,101-101,1,6,7,7
Feliciano Lopez,101-102,.75,4,7,7
Feliciano Lopez,101-103,1,1,7,7
Feliciano Lopez,102-101,.5,2,7,7
Feliciano Lopez,102-102,1,4,7,7
Feliciano Lopez,102-103,.66666669,3,7,7
Feliciano Lopez,102-104,1,1,7,7
Feliciano Lopez,102-105,1,1,7,7
Feliciano Lopez,103-101,1,1,7,7
Feliciano Lopez,103-102,.66666669,3,7,7
Feliciano Lopez,103-103,.33333334,3,7,7
Feliciano Lopez,103-104,.66666669,3,7,7
Feliciano Lopez,103-105,1,2,7,7
Feliciano Lopez,103-106,1,1,7,8
Feliciano Lopez,104-101,1,1,7,7
Feliciano Lopez,104-102,.5,2,7,7
Feliciano Lopez,104-104,.5,2,7,7
Feliciano Lopez,104-105,.66666669,3,7,7
Feliciano Lopez,104-106,.5,2,7,8
Feliciano Lopez,105-101,1,1,7,7
Feliciano Lopez,105-102,1,2,7,7
Feliciano Lopez,105-104,1,1,7,7
Feliciano Lopez,105-105,1,2,7,7
Feliciano Lopez,105-106,.5,2,7,8
Feliciano Lopez,106-102,.5,2,8,7
Feliciano Lopez,106-103,1,1,8,7
Feliciano Lopez,106-104,1,1,8,7
Feliciano Lopez,106-106,0,1,8,8
Feliciano Lopez,106-107,1,1,8,8
Feliciano Lopez,107-106,0,1,8,8
Feliciano Lopez,107-107,.5,2,8,8
Feliciano Lopez,108-109,1,1,8,8
Feliciano Lopez,109-109,0,1,8,8
Feliciano Lopez,15-0,.63909775,133,1,0
Feliciano Lopez,15-15,.67777777,90,1,1
Feliciano Lopez,15-30,.64285713,42,1,2
Feliciano Lopez,15-40,.73076922,26,1,3
Feliciano Lopez,30-0,.67058825,85,2,0
Feliciano Lopez,30-15,.64044946,89,2,1
Feliciano Lopez,30-30,.49152541,59,2,2
Feliciano Lopez,30-40,.75510204,49,2,3
Feliciano Lopez,40-0,.7368421,57,3,0
Feliciano Lopez,40-15,.69444442,72,3,1
Feliciano Lopez,40-30,.60784316,51,3,2
Feliciano Lopez,40-40,.65263158,95,3,3
Feliciano Lopez,40-50,.69696969,33,3,4
Feliciano Lopez,50-40,.75806451,62,4,3
Fernando Verdasco,0-0,.65700483,207,0,0
Fernando Verdasco,0-15,.67605633,71,0,1
Fernando Verdasco,0-30,.60869563,23,0,2
Fernando Verdasco,0-40,.77777779,9,0,3
Fernando Verdasco,100-100,.60000002,5,7,7
Fernando Verdasco,100-101,1,2,7,7
Fernando Verdasco,101-101,.5,2,7,7
Fernando Verdasco,101-102,1,2,7,7
Fernando Verdasco,102-101,1,2,7,7
Fernando Verdasco,102-102,.5,2,7,7
Fernando Verdasco,102-103,1,1,7,7
Fernando Verdasco,102-105,1,1,7,7
Fernando Verdasco,103-100,1,1,7,7
Fernando Verdasco,103-101,0,2,7,7
Fernando Verdasco,103-102,1,1,7,7
Fernando Verdasco,103-103,1,1,7,7
Fernando Verdasco,103-104,1,1,7,7
Fernando Verdasco,103-105,1,1,7,7
Fernando Verdasco,104-100,1,1,7,7
Fernando Verdasco,104-102,1,1,7,7
Fernando Verdasco,104-103,1,2,7,7
Fernando Verdasco,104-104,0,1,7,7
Fernando Verdasco,104-105,0,1,7,7
Fernando Verdasco,104-106,1,1,7,8
Fernando Verdasco,105-103,.5,2,7,7
Fernando Verdasco,105-104,0,1,7,7
Fernando Verdasco,105-105,0,1,7,7
Fernando Verdasco,105-106,1,1,7,8
Fernando Verdasco,106-101,1,1,8,7
Fernando Verdasco,106-105,.5,2,8,7
Fernando Verdasco,106-106,.5,2,8,8
Fernando Verdasco,107-108,1,1,8,8
Fernando Verdasco,108-108,0,1,8,8
Fernando Verdasco,15-0,.625,136,1,0
Fernando Verdasco,15-15,.67676765,99,1,1
Fernando Verdasco,15-30,.5869565,46,1,2
Fernando Verdasco,15-40,.65384614,26,1,3
Fernando Verdasco,30-0,.57647061,85,2,0
Fernando Verdasco,30-15,.66990292,103,2,1
Fernando Verdasco,30-30,.62295079,61,2,2
Fernando Verdasco,30-40,.80000001,40,2,3
Fernando Verdasco,40-0,.65306121,49,3,0
Fernando Verdasco,40-15,.6511628,86,3,1
Fernando Verdasco,40-30,.60294116,68,3,2
Fernando Verdasco,40-40,.59130436,115,3,3
Fernando Verdasco,40-50,.59574467,47,3,4
Fernando Verdasco,50-40,.58823532,68,4,3
Filip Krajinovic,0-0,.51923078,52,0,0
Filip Krajinovic,0-15,.72000003,25,0,1
Filip Krajinovic,0-30,.5714286,7,0,2
Filip Krajinovic,0-40,1,3,0,3
Filip Krajinovic,100-100,0,2,7,7
Filip Krajinovic,100-101,1,1,7,7
Filip Krajinovic,101-101,0,1,7,7
Filip Krajinovic,101-102,1,2,7,7
Filip Krajinovic,102-102,.5,2,7,7
Filip Krajinovic,102-103,1,1,7,7
Filip Krajinovic,103-103,0,1,7,7
Filip Krajinovic,103-106,1,1,7,8
Filip Krajinovic,104-103,1,1,7,7
Filip Krajinovic,104-106,0,1,7,8
Filip Krajinovic,105-102,0,1,7,7
Filip Krajinovic,105-103,1,2,7,7
Filip Krajinovic,15-0,.51851851,27,1,0
Filip Krajinovic,15-15,.61290324,31,1,1
Filip Krajinovic,15-30,.8125,16,1,2
Filip Krajinovic,15-40,.66666669,6,1,3
Filip Krajinovic,30-0,.64285713,14,2,0
Filip Krajinovic,30-15,.66666669,24,2,1
Filip Krajinovic,30-30,.80952382,21,2,2
Filip Krajinovic,30-40,.5,8,2,3
Filip Krajinovic,40-0,.55555558,9,3,0
Filip Krajinovic,40-15,.75,20,3,1
Filip Krajinovic,40-30,.68181819,22,3,2
Filip Krajinovic,40-40,.33333334,12,3,3
Filip Krajinovic,40-50,.125,8,3,4
Filip Krajinovic,50-40,1,4,4,3
Florian Mayer,0-0,.86206895,29,0,0
Florian Mayer,0-15,.5,4,0,1
Florian Mayer,0-30,.5,2,0,2
Florian Mayer,0-40,1,1,0,3
Florian Mayer,100-100,1,2,7,7
Florian Mayer,101-102,1,1,7,7
Florian Mayer,102-102,0,1,7,7
Florian Mayer,102-105,0,1,7,7
Florian Mayer,102-106,1,1,7,8
Florian Mayer,103-100,0,1,7,7
Florian Mayer,103-101,0,1,7,7
Florian Mayer,104-103,1,1,7,7
Florian Mayer,105-103,1,1,7,7
Florian Mayer,15-0,.56,25,1,0
Florian Mayer,15-15,.53846157,13,1,1
Florian Mayer,15-30,.5714286,7,1,2
Florian Mayer,15-40,.5,4,1,3
Florian Mayer,30-0,1,14,2,0
Florian Mayer,30-15,.42857143,7,2,1
Florian Mayer,30-30,.625,8,2,2
Florian Mayer,30-40,.40000001,5,2,3
Florian Mayer,40-0,.85714287,14,3,0
Florian Mayer,40-15,.2,5,3,1
Florian Mayer,40-30,.22222222,9,3,2
Florian Mayer,40-40,.71428573,21,3,3
Florian Mayer,40-50,.66666669,6,3,4
Florian Mayer,50-40,.46666667,15,4,3
Gael Monfils,0-0,.63513511,148,0,0
Gael Monfils,0-15,.68518519,54,0,1
Gael Monfils,0-30,.58823532,17,0,2
Gael Monfils,0-40,.5714286,7,0,3
Gael Monfils,100-100,1,1,7,7
Gael Monfils,100-101,.5,4,7,7
Gael Monfils,100-102,1,2,7,7
Gael Monfils,101-100,0,1,7,7
Gael Monfils,101-101,.66666669,3,7,7
Gael Monfils,101-102,0,1,7,7
Gael Monfils,101-103,1,1,7,7
Gael Monfils,102-103,1,2,7,7
Gael Monfils,103-102,.33333334,3,7,7
Gael Monfils,103-103,.5,4,7,7
Gael Monfils,103-104,1,1,7,7
Gael Monfils,103-106,1,1,7,8
Gael Monfils,104-102,0,1,7,7
Gael Monfils,104-104,0,1,7,7
Gael Monfils,104-105,1,1,7,7
Gael Monfils,104-106,1,1,7,8
Gael Monfils,105-104,1,3,7,7
Gael Monfils,105-105,1,1,7,7
Gael Monfils,106-104,.66666669,3,8,7
Gael Monfils,106-105,0,1,8,7
Gael Monfils,106-106,0,1,8,8
Gael Monfils,15-0,.60638297,94,1,0
Gael Monfils,15-15,.5945946,74,1,1
Gael Monfils,15-30,.60000002,40,1,2
Gael Monfils,15-40,.80000001,20,1,3
Gael Monfils,30-0,.61403507,57,2,0
Gael Monfils,30-15,.68181819,66,2,1
Gael Monfils,30-30,.73333335,45,2,2
Gael Monfils,30-40,.60714287,28,2,3
Gael Monfils,40-0,.71428573,35,3,0
Gael Monfils,40-15,.60000002,55,3,1
Gael Monfils,40-30,.70909089,55,3,2
Gael Monfils,40-40,.71929824,57,3,3
Gael Monfils,40-50,.5625,16,3,4
Gael Monfils,50-40,.63414633,41,4,3
Gerald Melzer,0-0,.6875,16,0,0
Gerald Melzer,0-15,.60000002,5,0,1
Gerald Melzer,0-30,1,2,0,2
Gerald Melzer,100-100,0,1,7,7
Gerald Melzer,100-103,1,1,7,7
Gerald Melzer,101-103,0,1,7,7
Gerald Melzer,103-104,1,1,7,7
Gerald Melzer,104-104,1,1,7,7
Gerald Melzer,106-105,1,1,8,7
Gerald Melzer,15-0,.72727275,11,1,0
Gerald Melzer,15-15,.5,6,1,1
Gerald Melzer,15-30,.60000002,5,1,2
Gerald Melzer,15-40,.5,2,1,3
Gerald Melzer,30-0,.5,8,2,0
Gerald Melzer,30-15,.71428573,7,2,1
Gerald Melzer,30-30,.2,5,2,2
Gerald Melzer,30-40,.80000001,5,2,3
Gerald Melzer,40-0,.5,4,3,0
Gerald Melzer,40-15,.5714286,7,3,1
Gerald Melzer,40-30,.5,4,3,2
Gerald Melzer,40-40,.77777779,9,3,3
Gerald Melzer,40-50,1,2,3,4
Gerald Melzer,50-40,.85714287,7,4,3
Germain Gigounon,0-0,.66666669,12,0,0
Germain Gigounon,0-15,1,4,0,1
Germain Gigounon,15-0,.375,8,1,0
Germain Gigounon,15-15,.8888889,9,1,1
Germain Gigounon,15-30,0,1,1,2
Germain Gigounon,15-40,0,1,1,3
Germain Gigounon,30-0,.33333334,3,2,0
Germain Gigounon,30-15,.5,10,2,1
Germain Gigounon,30-30,.60000002,5,2,2
Germain Gigounon,30-40,0,2,2,3
Germain Gigounon,40-0,0,1,3,0
Germain Gigounon,40-15,1,6,3,1
Germain Gigounon,40-30,1,3,3,2
Gilles Muller,0-0,.66210043,219,0,0
Gilles Muller,0-15,.71621621,74,0,1
Gilles Muller,0-30,.85714287,21,0,2
Gilles Muller,0-40,.66666669,3,0,3
Gilles Muller,100-100,.72727275,11,7,7
Gilles Muller,100-101,.66666669,3,7,7
Gilles Muller,100-102,1,1,7,7
Gilles Muller,101-101,.5,2,7,7
Gilles Muller,101-102,.625,8,7,7
Gilles Muller,101-103,.66666669,3,7,7
Gilles Muller,101-106,1,1,7,8
Gilles Muller,102-101,.33333334,3,7,7
Gilles Muller,102-102,.85714287,7,7,7
Gilles Muller,102-103,1,1,7,7
Gilles Muller,102-105,1,1,7,7
Gilles Muller,102-106,1,1,7,8
Gilles Muller,103-101,1,1,7,7
Gilles Muller,103-102,.5,2,7,7
Gilles Muller,103-103,1,2,7,7
Gilles Muller,103-104,1,6,7,7
Gilles Muller,103-105,0,1,7,7
Gilles Muller,104-102,1,1,7,7
Gilles Muller,104-103,1,1,7,7
Gilles Muller,104-104,.5,6,7,7
Gilles Muller,104-105,.5,2,7,7
Gilles Muller,104-106,0,1,7,8
Gilles Muller,105-102,0,2,7,7
Gilles Muller,105-103,.66666669,3,7,7
Gilles Muller,105-104,1,1,7,7
Gilles Muller,105-105,1,1,7,7
Gilles Muller,105-106,.75,4,7,8
Gilles Muller,106-104,1,1,8,7
Gilles Muller,106-105,1,1,8,7
Gilles Muller,106-106,1,3,8,8
Gilles Muller,106-107,0,1,8,8
Gilles Muller,107-108,1,2,8,8
Gilles Muller,108-108,.5,2,8,8
Gilles Muller,109-110,1,1,8,8
Gilles Muller,110-110,1,1,8,8
Gilles Muller,111-112,1,1,8,8
Gilles Muller,112-112,1,1,8,8
Gilles Muller,113-114,0,1,8,8
Gilles Muller,15-0,.67586207,145,1,0
Gilles Muller,15-15,.58999997,100,1,1
Gilles Muller,15-30,.67796612,59,1,2
Gilles Muller,15-40,.5714286,21,1,3
Gilles Muller,30-0,.78571427,98,2,0
Gilles Muller,30-15,.72500002,80,2,1
Gilles Muller,30-30,.62903225,62,2,2
Gilles Muller,30-40,.88571429,35,2,3
Gilles Muller,40-0,.74025977,77,3,0
Gilles Muller,40-15,.65384614,78,3,1
Gilles Muller,40-30,.62121212,66,3,2
Gilles Muller,40-40,.69473684,95,3,3
Gilles Muller,40-50,.68965518,29,3,4
Gilles Muller,50-40,.71212119,66,4,3
Gilles Simon,0-0,.6682927,205,0,0
Gilles Simon,0-15,.57352942,68,0,1
Gilles Simon,0-30,.48275861,29,0,2
Gilles Simon,0-40,.46666667,15,0,3
Gilles Simon,100-100,.66666669,3,7,7
Gilles Simon,100-101,.66666669,3,7,7
Gilles Simon,100-102,1,1,7,7
Gilles Simon,101-100,1,2,7,7
Gilles Simon,101-101,1,2,7,7
Gilles Simon,101-102,0,2,7,7
Gilles Simon,101-103,0,2,7,7
Gilles Simon,102-100,.5,2,7,7
Gilles Simon,102-101,0,1,7,7
Gilles Simon,102-102,0,1,7,7
Gilles Simon,102-103,1,1,7,7
Gilles Simon,102-105,0,1,7,7
Gilles Simon,102-106,1,1,7,8
Gilles Simon,103-102,.66666669,3,7,7
Gilles Simon,103-103,1,2,7,7
Gilles Simon,103-104,.5,2,7,7
Gilles Simon,103-105,1,1,7,7
Gilles Simon,104-101,1,1,7,7
Gilles Simon,104-102,.5,2,7,7
Gilles Simon,104-104,0,1,7,7
Gilles Simon,105-101,1,1,7,7
Gilles Simon,105-104,0,4,7,7
Gilles Simon,105-105,.25,4,7,7
Gilles Simon,105-106,1,1,7,8
Gilles Simon,106-103,1,1,8,7
Gilles Simon,106-106,0,1,8,8
Gilles Simon,106-107,0,1,8,8
Gilles Simon,107-106,1,1,8,8
Gilles Simon,15-0,.54014599,137,1,0
Gilles Simon,15-15,.60784316,102,1,1
Gilles Simon,15-30,.48148149,54,1,2
Gilles Simon,15-40,.62857145,35,1,3
Gilles Simon,30-0,.47297296,74,2,0
Gilles Simon,30-15,.59405941,101,2,1
Gilles Simon,30-30,.67164177,67,2,2
Gilles Simon,30-40,.56818181,44,2,3
Gilles Simon,40-0,.54285717,35,3,0
Gilles Simon,40-15,.67105263,76,3,1
Gilles Simon,40-30,.5,70,3,2
Gilles Simon,40-40,.59836066,122,3,3
Gilles Simon,40-50,.5714286,49,3,4
Gilles Simon,50-40,.53424656,73,4,3
Go Soeda,0-0,.75999999,25,0,0
Go Soeda,0-15,.66666669,6,0,1
Go Soeda,0-30,0,2,0,2
Go Soeda,0-40,.5,2,0,3
Go Soeda,100-101,0,1,7,7
Go Soeda,100-102,0,1,7,7
Go Soeda,100-105,1,1,7,7
Go Soeda,101-105,1,1,7,7
Go Soeda,103-106,1,1,7,8
Go Soeda,104-106,1,1,7,8
Go Soeda,15-0,.63157892,19,1,0
Go Soeda,15-15,.81818181,11,1,1
Go Soeda,15-30,.5,2,1,2
Go Soeda,15-40,.5,2,1,3
Go Soeda,30-0,.83333331,12,2,0
Go Soeda,30-15,.72727275,11,2,1
Go Soeda,30-30,.75,4,2,2
Go Soeda,30-40,1,2,2,3
Go Soeda,40-0,.89999998,10,3,0
Go Soeda,40-15,.8888889,9,3,1
Go Soeda,40-30,.75,4,3,2
Go Soeda,40-40,.5,8,3,3
Go Soeda,40-50,.75,4,3,4
Go Soeda,50-40,.5,4,4,3
Grigor Dimitrov,0-0,.68902439,164,0,0
Grigor Dimitrov,0-15,.627451,51,0,1
Grigor Dimitrov,0-30,.63157892,19,0,2
Grigor Dimitrov,0-40,.5714286,7,0,3
Grigor Dimitrov,100-100,.5,2,7,7
Grigor Dimitrov,100-101,1,2,7,7
Grigor Dimitrov,101-100,.33333334,3,7,7
Grigor Dimitrov,101-101,.75,4,7,7
Grigor Dimitrov,101-102,1,1,7,7
Grigor Dimitrov,101-104,1,1,7,7
Grigor Dimitrov,102-100,1,1,7,7
Grigor Dimitrov,102-101,1,1,7,7
Grigor Dimitrov,102-102,1,1,7,7
Grigor Dimitrov,102-103,0,2,7,7
Grigor Dimitrov,102-104,.33333334,3,7,7
Grigor Dimitrov,103-101,0,1,7,7
Grigor Dimitrov,103-102,1,1,7,7
Grigor Dimitrov,103-104,1,1,7,7
Grigor Dimitrov,103-106,0,1,7,8
Grigor Dimitrov,104-101,1,1,7,7
Grigor Dimitrov,104-102,1,1,7,7
Grigor Dimitrov,104-104,1,1,7,7
Grigor Dimitrov,105-101,1,1,7,7
Grigor Dimitrov,105-102,0,1,7,7
Grigor Dimitrov,105-103,1,1,7,7
Grigor Dimitrov,105-104,1,1,7,7
Grigor Dimitrov,106-103,1,1,8,7
Grigor Dimitrov,106-104,1,1,8,7
Grigor Dimitrov,106-105,1,2,8,7
Grigor Dimitrov,15-0,.61946905,113,1,0
Grigor Dimitrov,15-15,.57333332,75,1,1
Grigor Dimitrov,15-30,.56818181,44,1,2
Grigor Dimitrov,15-40,.60869563,23,1,3
Grigor Dimitrov,30-0,.71428573,70,2,0
Grigor Dimitrov,30-15,.61904764,63,2,1
Grigor Dimitrov,30-30,.63265306,49,2,2
Grigor Dimitrov,30-40,.6875,32,2,3
Grigor Dimitrov,40-0,.63999999,50,3,0
Grigor Dimitrov,40-15,.66666669,57,3,1
Grigor Dimitrov,40-30,.60000002,50,3,2
Grigor Dimitrov,40-40,.62337661,77,3,3
Grigor Dimitrov,40-50,.58620691,29,3,4
Grigor Dimitrov,50-40,.625,48,4,3
Guido Pella,0-0,.625,16,0,0
Guido Pella,0-15,.66666669,6,0,1
Guido Pella,0-30,1,2,0,2
Guido Pella,101-100,.5,2,7,7
Guido Pella,101-101,0,1,7,7
Guido Pella,102-100,0,1,7,7
Guido Pella,102-103,0,1,7,7
Guido Pella,102-104,0,1,7,7
Guido Pella,103-102,1,1,7,7
Guido Pella,103-106,0,1,7,8
Guido Pella,104-102,1,1,7,7
Guido Pella,106-103,1,1,8,7
Guido Pella,15-0,1,10,1,0
Guido Pella,15-15,1,4,1,1
Guido Pella,15-30,1,2,1,2
Guido Pella,30-0,.69999999,10,2,0
Guido Pella,30-15,.5714286,7,2,1
Guido Pella,30-30,.40000001,5,2,2
Guido Pella,30-40,.66666669,3,2,3
Guido Pella,40-0,1,7,3,0
Guido Pella,40-15,1,4,3,1
Guido Pella,40-30,1,2,3,2
Guido Pella,40-40,.33333334,3,3,3
Guido Pella,40-50,.5,2,3,4
Guido Pella,50-40,1,1,4,3
Guillermo Garcia-Lopez,0-0,.67132866,143,0,0
Guillermo Garcia-Lopez,0-15,.59574467,47,0,1
Guillermo Garcia-Lopez,0-30,.52631581,19,0,2
Guillermo Garcia-Lopez,0-40,.44444445,9,0,3
Guillermo Garcia-Lopez,100-100,1,1,7,7
Guillermo Garcia-Lopez,100-101,.75,4,7,7
Guillermo Garcia-Lopez,100-102,0,1,7,7
Guillermo Garcia-Lopez,100-105,1,1,7,7
Guillermo Garcia-Lopez,101-100,.66666669,3,7,7
Guillermo Garcia-Lopez,101-101,.75,4,7,7
Guillermo Garcia-Lopez,101-102,1,1,7,7
Guillermo Garcia-Lopez,101-105,1,1,7,7
Guillermo Garcia-Lopez,102-100,0,2,7,7
Guillermo Garcia-Lopez,102-102,0,1,7,7
Guillermo Garcia-Lopez,102-103,.5,2,7,7
Guillermo Garcia-Lopez,102-104,0,1,7,7
Guillermo Garcia-Lopez,102-105,0,1,7,7
Guillermo Garcia-Lopez,102-106,0,1,7,8
Guillermo Garcia-Lopez,103-102,0,1,7,7
Guillermo Garcia-Lopez,103-103,1,2,7,7
Guillermo Garcia-Lopez,103-106,1,1,7,8
Guillermo Garcia-Lopez,104-101,.66666669,3,7,7
Guillermo Garcia-Lopez,104-102,1,1,7,7
Guillermo Garcia-Lopez,104-105,1,1,7,7
Guillermo Garcia-Lopez,104-106,1,1,7,8
Guillermo Garcia-Lopez,105-101,1,2,7,7
Guillermo Garcia-Lopez,105-104,0,1,7,7
Guillermo Garcia-Lopez,105-105,.5,2,7,7
Guillermo Garcia-Lopez,106-107,1,1,8,8
Guillermo Garcia-Lopez,107-106,0,2,8,8
Guillermo Garcia-Lopez,107-107,.66666669,3,8,8
Guillermo Garcia-Lopez,109-108,1,1,8,8
Guillermo Garcia-Lopez,15-0,.64583331,96,1,0
Guillermo Garcia-Lopez,15-15,.72580647,62,1,1
Guillermo Garcia-Lopez,15-30,.62962961,27,1,2
Guillermo Garcia-Lopez,15-40,.42857143,14,1,3
Guillermo Garcia-Lopez,30-0,.64516127,62,2,0
Guillermo Garcia-Lopez,30-15,.73134327,67,2,1
Guillermo Garcia-Lopez,30-30,.5714286,35,2,2
Guillermo Garcia-Lopez,30-40,.76190478,21,2,3
Guillermo Garcia-Lopez,40-0,.625,40,3,0
Guillermo Garcia-Lopez,40-15,.71875,64,3,1
Guillermo Garcia-Lopez,40-30,.68421054,38,3,2
Guillermo Garcia-Lopez,40-40,.53731346,67,3,3
Guillermo Garcia-Lopez,40-50,.64516127,31,3,4
Guillermo Garcia-Lopez,50-40,.47222221,36,4,3
Hiroki Moriya,0-0,.5,14,0,0
Hiroki Moriya,0-15,.5714286,7,0,1
Hiroki Moriya,0-30,.66666669,3,0,2
Hiroki Moriya,0-40,0,1,0,3
Hiroki Moriya,100-101,1,1,7,7
Hiroki Moriya,101-101,1,1,7,7
Hiroki Moriya,103-102,1,1,7,7
Hiroki Moriya,104-102,1,1,7,7
Hiroki Moriya,106-103,0,1,8,7
Hiroki Moriya,106-104,1,1,8,7
Hiroki Moriya,15-0,.5714286,7,1,0
Hiroki Moriya,15-15,.85714287,7,1,1
Hiroki Moriya,15-30,1,3,1,2
Hiroki Moriya,30-0,1,4,2,0
Hiroki Moriya,30-15,.66666669,6,2,1
Hiroki Moriya,30-30,.60000002,5,2,2
Hiroki Moriya,30-40,.5,2,2,3
Hiroki Moriya,40-0,.5,4,3,0
Hiroki Moriya,40-15,.33333334,6,3,1
Hiroki Moriya,40-30,.71428573,7,3,2
Hiroki Moriya,40-40,.75,4,3,3
Hiroki Moriya,40-50,1,1,3,4
Hiroki Moriya,50-40,1,3,4,3
Horacio Zeballos,0-0,.5,20,0,0
Horacio Zeballos,0-15,.60000002,10,0,1
Horacio Zeballos,0-30,.5,4,0,2
Horacio Zeballos,0-40,0,2,0,3
Horacio Zeballos,100-100,1,1,7,7
Horacio Zeballos,101-102,1,1,7,7
