"","Topn","Gamescore","Breaks","Frequency"
"3343",5,"0-30",0.4,2
"3344",5,"0-30",0.425,2
"3345",5,"0-30",0.45,1
"3346",5,"0-30",0.475,1
"3347",5,"0-30",0.5,1
"3348",5,"0-30",0.525,0
"3349",5,"0-30",0.55,0
"3350",5,"0-30",0.575,0
"3351",5,"0-30",0.6,0
"3352",5,"0-30",0.625,0
"3353",5,"0-30",0.65,0
"3354",5,"0-30",0.675,0
"3355",5,"0-40",0.05,0
"3356",5,"0-40",0.075,0
"3357",5,"0-40",0.1,0
"3358",5,"0-40",0.125,0
"3359",5,"0-40",0.15,0
"3360",5,"0-40",0.175,0
"3361",5,"0-40",0.2,0
"3362",5,"0-40",0.225,0
"3363",5,"0-40",0.25,0
"3364",5,"0-40",0.275,0
"3365",5,"0-40",0.3,0
"3366",5,"0-40",0.325,0
"3367",5,"0-40",0.35,1
"3368",5,"0-40",0.375,1
"3369",5,"0-40",0.4,0
"3370",5,"0-40",0.425,0
"3371",5,"0-40",0.45,0
"3372",5,"0-40",0.475,1
"3373",5,"0-40",0.5,0
"3374",5,"0-40",0.525,0
"3375",5,"0-40",0.55,0
"3376",5,"0-40",0.575,0
"3377",5,"0-40",0.6,0
"3378",5,"0-40",0.625,0
"3379",5,"0-40",0.65,0
"3380",5,"0-40",0.675,0
"3381",5,"15-0",0.05,0
"3382",5,"15-0",0.075,0
"3383",5,"15-0",0.1,0
"3384",5,"15-0",0.125,0
"3385",5,"15-0",0.15,0
"3386",5,"15-0",0.175,0
"3387",5,"15-0",0.2,0
"3388",5,"15-0",0.225,3
"3389",5,"15-0",0.25,6
"3390",5,"15-0",0.275,8
"3391",5,"15-0",0.3,16
"3392",5,"15-0",0.325,14
"3393",5,"15-0",0.35,13
"3394",5,"15-0",0.375,11
"3395",5,"15-0",0.4,6
"3396",5,"15-0",0.425,0
"3397",5,"15-0",0.45,1
"3398",5,"15-0",0.475,1
"3399",5,"15-0",0.5,0
"3400",5,"15-0",0.525,0
"3401",5,"15-0",0.55,0
"3402",5,"15-0",0.575,0
"3403",5,"15-0",0.6,0
"3404",5,"15-0",0.625,0
"3405",5,"15-0",0.65,0
"3406",5,"15-0",0.675,0
"3407",5,"15-15",0.05,0
"3408",5,"15-15",0.075,0
"3409",5,"15-15",0.1,1
"3410",5,"15-15",0.125,0
"3411",5,"15-15",0.15,1
"3412",5,"15-15",0.175,1
"3413",5,"15-15",0.2,2
"3414",5,"15-15",0.225,2
"3415",5,"15-15",0.25,3
"3416",5,"15-15",0.275,6
"3417",5,"15-15",0.3,10
"3418",5,"15-15",0.325,10
"3419",5,"15-15",0.35,10
"3420",5,"15-15",0.375,3
"3421",5,"15-15",0.4,8
"3422",5,"15-15",0.425,3
"3423",5,"15-15",0.45,2
"3424",5,"15-15",0.475,0
"3425",5,"15-15",0.5,0
"3426",5,"15-15",0.525,0
"3427",5,"15-15",0.55,0
"3428",5,"15-15",0.575,0
"3429",5,"15-15",0.6,0
"3430",5,"15-15",0.625,0
"3431",5,"15-15",0.65,0
"3432",5,"15-15",0.675,0
"3433",5,"15-30",0.05,0
"3434",5,"15-30",0.075,0
"3435",5,"15-30",0.1,0
"3436",5,"15-30",0.125,0
"3437",5,"15-30",0.15,0
"3438",5,"15-30",0.175,1
"3439",5,"15-30",0.2,0
"3440",5,"15-30",0.225,0
"3441",5,"15-30",0.25,1
"3442",5,"15-30",0.275,3
"3443",5,"15-30",0.3,0
"3444",5,"15-30",0.325,3
"3445",5,"15-30",0.35,5
"3446",5,"15-30",0.375,8
"3447",5,"15-30",0.4,2
"3448",5,"15-30",0.425,3
"3449",5,"15-30",0.45,2
"3450",5,"15-30",0.475,4
"3451",5,"15-30",0.5,0
"3452",5,"15-30",0.525,0
"3453",5,"15-30",0.55,0
"3454",5,"15-30",0.575,0
"3455",5,"15-30",0.6,0
"3456",5,"15-30",0.625,0
"3457",5,"15-30",0.65,0
"3458",5,"15-30",0.675,0
"3459",5,"15-40",0.05,0
"3460",5,"15-40",0.075,0
"3461",5,"15-40",0.1,0
"3462",5,"15-40",0.125,0
"3463",5,"15-40",0.15,0
"3464",5,"15-40",0.175,0
"3465",5,"15-40",0.2,0
"3466",5,"15-40",0.225,0
"3467",5,"15-40",0.25,0
"3468",5,"15-40",0.275,0
"3469",5,"15-40",0.3,1
"3470",5,"15-40",0.325,1
"3471",5,"15-40",0.35,3
"3472",5,"15-40",0.375,0
"3473",5,"15-40",0.4,1
"3474",5,"15-40",0.425,2
"3475",5,"15-40",0.45,1
"3476",5,"15-40",0.475,2
"3477",5,"15-40",0.5,0
"3478",5,"15-40",0.525,0
"3479",5,"15-40",0.55,1
"3480",5,"15-40",0.575,0
"3481",5,"15-40",0.6,0
"3482",5,"15-40",0.625,0
"3483",5,"15-40",0.65,0
"3484",5,"15-40",0.675,0
"3485",5,"30-0",0.05,0
"3486",5,"30-0",0.075,0
"3487",5,"30-0",0.1,0
"3488",5,"30-0",0.125,0
"3489",5,"30-0",0.15,1
"3490",5,"30-0",0.175,2
"3491",5,"30-0",0.2,1
"3492",5,"30-0",0.225,3
"3493",5,"30-0",0.25,6
"3494",5,"30-0",0.275,7
"3495",5,"30-0",0.3,12
"3496",5,"30-0",0.325,8
"3497",5,"30-0",0.35,11
"3498",5,"30-0",0.375,2
"3499",5,"30-0",0.4,4
"3500",5,"30-0",0.425,1
"3501",5,"30-0",0.45,1
"3502",5,"30-0",0.475,0
"3503",5,"30-0",0.5,0
"3504",5,"30-0",0.525,0
"3505",5,"30-0",0.55,1
"3506",5,"30-0",0.575,0
"3507",5,"30-0",0.6,0
"3508",5,"30-0",0.625,0
"3509",5,"30-0",0.65,0
"3510",5,"30-0",0.675,0
"3511",5,"30-15",0.05,0
"3512",5,"30-15",0.075,0
"3513",5,"30-15",0.1,0
"3514",5,"30-15",0.125,0
"3515",5,"30-15",0.15,0
"3516",5,"30-15",0.175,1
"3517",5,"30-15",0.2,2
"3518",5,"30-15",0.225,0
"3519",5,"30-15",0.25,4
"3520",5,"30-15",0.275,4
"3521",5,"30-15",0.3,7
"3522",5,"30-15",0.325,13
"3523",5,"30-15",0.35,10
"3524",5,"30-15",0.375,8
"3525",5,"30-15",0.4,5
"3526",5,"30-15",0.425,3
"3527",5,"30-15",0.45,3
"3528",5,"30-15",0.475,1
"3529",5,"30-15",0.5,0
"3530",5,"30-15",0.525,0
"3531",5,"30-15",0.55,0
"3532",5,"30-15",0.575,0
"3533",5,"30-15",0.6,0
"3534",5,"30-15",0.625,0
"3535",5,"30-15",0.65,0
"3536",5,"30-15",0.675,0
"3537",5,"30-30",0.05,0
"3538",5,"30-30",0.075,0
"3539",5,"30-30",0.1,0
"3540",5,"30-30",0.125,0
"3541",5,"30-30",0.15,1
"3542",5,"30-30",0.175,0
"3543",5,"30-30",0.2,2
"3544",5,"30-30",0.225,1
"3545",5,"30-30",0.25,0
"3546",5,"30-30",0.275,3
"3547",5,"30-30",0.3,9
"3548",5,"30-30",0.325,7
"3549",5,"30-30",0.35,8
"3550",5,"30-30",0.375,7
"3551",5,"30-30",0.4,2
"3552",5,"30-30",0.425,1
"3553",5,"30-30",0.45,2
"3554",5,"30-30",0.475,2
"3555",5,"30-30",0.5,1
"3556",5,"30-30",0.525,0
"3557",5,"30-30",0.55,0
"3558",5,"30-30",0.575,0
"3559",5,"30-30",0.6,0
"3560",5,"30-30",0.625,0
"3561",5,"30-30",0.65,0
"3562",5,"30-30",0.675,0
"3563",5,"30-40",0.05,0
"3564",5,"30-40",0.075,0
"3565",5,"30-40",0.1,0
"3566",5,"30-40",0.125,0
"3567",5,"30-40",0.15,0
"3568",5,"30-40",0.175,0
"3569",5,"30-40",0.2,0
"3570",5,"30-40",0.225,1
"3571",5,"30-40",0.25,1
"3572",5,"30-40",0.275,0
"3573",5,"30-40",0.3,0
"3574",5,"30-40",0.325,1
"3575",5,"30-40",0.35,6
"3576",5,"30-40",0.375,1
"3577",5,"30-40",0.4,4
"3578",5,"30-40",0.425,4
"3579",5,"30-40",0.45,1
"3580",5,"30-40",0.475,1
"3581",5,"30-40",0.5,0
"3582",5,"30-40",0.525,0
"3583",5,"30-40",0.55,0
"3584",5,"30-40",0.575,0
"3585",5,"30-40",0.6,0
"3586",5,"30-40",0.625,0
"3587",5,"30-40",0.65,0
"3588",5,"30-40",0.675,0
"3589",5,"40-0",0.05,0
"3590",5,"40-0",0.075,0
"3591",5,"40-0",0.1,0
"3592",5,"40-0",0.125,0
"3593",5,"40-0",0.15,1
"3594",5,"40-0",0.175,0
"3595",5,"40-0",0.2,1
"3596",5,"40-0",0.225,4
"3597",5,"40-0",0.25,5
"3598",5,"40-0",0.275,7
"3599",5,"40-0",0.3,3
"3600",5,"40-0",0.325,7
"3601",5,"40-0",0.35,6
"3602",5,"40-0",0.375,4
"3603",5,"40-0",0.4,4
"3604",5,"40-0",0.425,3
"3605",5,"40-0",0.45,0
"3606",5,"40-0",0.475,0
"3607",5,"40-0",0.5,1
"3608",5,"40-0",0.525,0
"3609",5,"40-0",0.55,0
"3610",5,"40-0",0.575,0
"3611",5,"40-0",0.6,0
"3612",5,"40-0",0.625,0
"3613",5,"40-0",0.65,0
"3614",5,"40-0",0.675,0
"3615",5,"40-15",0.05,0
"3616",5,"40-15",0.075,0
"3617",5,"40-15",0.1,0
"3618",5,"40-15",0.125,0
"3619",5,"40-15",0.15,1
"3620",5,"40-15",0.175,0
"3621",5,"40-15",0.2,2
"3622",5,"40-15",0.225,5
"3623",5,"40-15",0.25,4
"3624",5,"40-15",0.275,7
"3625",5,"40-15",0.3,19
"3626",5,"40-15",0.325,6
"3627",5,"40-15",0.35,5
"3628",5,"40-15",0.375,3
"3629",5,"40-15",0.4,4
"3630",5,"40-15",0.425,1
"3631",5,"40-15",0.45,0
"3632",5,"40-15",0.475,1
"3633",5,"40-15",0.5,0
"3634",5,"40-15",0.525,0
"3635",5,"40-15",0.55,0
"3636",5,"40-15",0.575,0
"3637",5,"40-15",0.6,0
"3638",5,"40-15",0.625,0
"3639",5,"40-15",0.65,0
"3640",5,"40-15",0.675,0
"3641",5,"40-30",0.05,0
"3642",5,"40-30",0.075,0
"3643",5,"40-30",0.1,0
"3644",5,"40-30",0.125,0
"3645",5,"40-30",0.15,0
"3646",5,"40-30",0.175,0
"3647",5,"40-30",0.2,1
"3648",5,"40-30",0.225,0
"3649",5,"40-30",0.25,5
"3650",5,"40-30",0.275,6
"3651",5,"40-30",0.3,5
"3652",5,"40-30",0.325,4
"3653",5,"40-30",0.35,6
"3654",5,"40-30",0.375,7
"3655",5,"40-30",0.4,10
"3656",5,"40-30",0.425,2
"3657",5,"40-30",0.45,1
"3658",5,"40-30",0.475,1
"3659",5,"40-30",0.5,0
"3660",5,"40-30",0.525,0
"3661",5,"40-30",0.55,0
"3662",5,"40-30",0.575,0
"3663",5,"40-30",0.6,0
"3664",5,"40-30",0.625,0
"3665",5,"40-30",0.65,0
"3666",5,"40-30",0.675,0
"3667",5,"40-40",0.05,0
"3668",5,"40-40",0.075,0
"3669",5,"40-40",0.1,0
"3670",5,"40-40",0.125,0
"3671",5,"40-40",0.15,0
"3672",5,"40-40",0.175,1
"3673",5,"40-40",0.2,1
"3674",5,"40-40",0.225,1
"3675",5,"40-40",0.25,2
"3676",5,"40-40",0.275,3
"3677",5,"40-40",0.3,2
"3678",5,"40-40",0.325,4
"3679",5,"40-40",0.35,4
"3680",5,"40-40",0.375,3
"3681",5,"40-40",0.4,3
"3682",5,"40-40",0.425,0
"3683",5,"40-40",0.45,5
"3684",5,"40-40",0.475,0
"3685",5,"40-40",0.5,0
"3686",5,"40-40",0.525,0
"3687",5,"40-40",0.55,0
"3688",5,"40-40",0.575,0
"3689",5,"40-40",0.6,0
"3690",5,"40-40",0.625,0
"3691",5,"40-40",0.65,0
"3692",5,"40-40",0.675,0
"3693",5,"40-50",0.05,0
"3694",5,"40-50",0.075,0
"3695",5,"40-50",0.1,0
"3696",5,"40-50",0.125,0
"3697",5,"40-50",0.15,0
"3698",5,"40-50",0.175,0
"3699",5,"40-50",0.2,0
"3700",5,"40-50",0.225,0
"3701",5,"40-50",0.25,0
"3702",5,"40-50",0.275,1
"3703",5,"40-50",0.3,1
"3704",5,"40-50",0.325,2
"3705",5,"40-50",0.35,0
"3706",5,"40-50",0.375,0
"3707",5,"40-50",0.4,0
"3708",5,"40-50",0.425,2
"3709",5,"40-50",0.45,0
"3710",5,"40-50",0.475,1
"3711",5,"40-50",0.5,0
"3712",5,"40-50",0.525,2
"3713",5,"40-50",0.55,0
"3714",5,"40-50",0.575,0
"3715",5,"40-50",0.6,0
"3716",5,"40-50",0.625,0
"3717",5,"40-50",0.65,0
"3718",5,"40-50",0.675,0
"3719",5,"50-40",0.05,0
"3720",5,"50-40",0.075,0
"3721",5,"50-40",0.1,0
"3722",5,"50-40",0.125,0
"3723",5,"50-40",0.15,0
"3724",5,"50-40",0.175,0
"3725",5,"50-40",0.2,0
"3726",5,"50-40",0.225,1
"3727",5,"50-40",0.25,1
"3728",5,"50-40",0.275,0
"3729",5,"50-40",0.3,4
"3730",5,"50-40",0.325,4
"3731",5,"50-40",0.35,2
"3732",5,"50-40",0.375,2
"3733",5,"50-40",0.4,2
"3734",5,"50-40",0.425,3
"3735",5,"50-40",0.45,3
"3736",5,"50-40",0.475,0
"3737",5,"50-40",0.5,0
"3738",5,"50-40",0.525,0
"3739",5,"50-40",0.55,0
"3740",5,"50-40",0.575,1
"3741",5,"50-40",0.6,0
"3742",5,"50-40",0.625,0
"3743",5,"50-40",0.65,0
"3744",5,"50-40",0.675,0
