"","Topn","Gamescore","Breaks","Frequency"
"1699",40,"30-40",0.25,3
"1700",40,"30-40",0.275,6
"1701",40,"30-40",0.3,12
"1702",40,"30-40",0.325,18
"1703",40,"30-40",0.35,20
"1704",40,"30-40",0.375,25
"1705",40,"30-40",0.4,20
"1706",40,"30-40",0.425,9
"1707",40,"30-40",0.45,4
"1708",40,"30-40",0.475,1
"1709",40,"30-40",0.5,2
"1710",40,"30-40",0.525,0
"1711",40,"30-40",0.55,0
"1712",40,"30-40",0.575,0
"1713",40,"30-40",0.6,0
"1714",40,"30-40",0.625,0
"1715",40,"30-40",0.65,0
"1716",40,"30-40",0.675,0
"1717",40,"40-0",0.05,0
"1718",40,"40-0",0.075,0
"1719",40,"40-0",0.1,0
"1720",40,"40-0",0.125,0
"1721",40,"40-0",0.15,3
"1722",40,"40-0",0.175,4
"1723",40,"40-0",0.2,2
"1724",40,"40-0",0.225,3
"1725",40,"40-0",0.25,11
"1726",40,"40-0",0.275,27
"1727",40,"40-0",0.3,40
"1728",40,"40-0",0.325,34
"1729",40,"40-0",0.35,13
"1730",40,"40-0",0.375,7
"1731",40,"40-0",0.4,1
"1732",40,"40-0",0.425,0
"1733",40,"40-0",0.45,1
"1734",40,"40-0",0.475,0
"1735",40,"40-0",0.5,0
"1736",40,"40-0",0.525,0
"1737",40,"40-0",0.55,0
"1738",40,"40-0",0.575,0
"1739",40,"40-0",0.6,0
"1740",40,"40-0",0.625,0
"1741",40,"40-0",0.65,0
"1742",40,"40-0",0.675,0
"1743",40,"40-15",0.05,0
"1744",40,"40-15",0.075,0
"1745",40,"40-15",0.1,0
"1746",40,"40-15",0.125,0
"1747",40,"40-15",0.15,0
"1748",40,"40-15",0.175,2
"1749",40,"40-15",0.2,2
"1750",40,"40-15",0.225,3
"1751",40,"40-15",0.25,12
"1752",40,"40-15",0.275,22
"1753",40,"40-15",0.3,43
"1754",40,"40-15",0.325,37
"1755",40,"40-15",0.35,19
"1756",40,"40-15",0.375,10
"1757",40,"40-15",0.4,4
"1758",40,"40-15",0.425,3
"1759",40,"40-15",0.45,3
"1760",40,"40-15",0.475,0
"1761",40,"40-15",0.5,0
"1762",40,"40-15",0.525,0
"1763",40,"40-15",0.55,0
"1764",40,"40-15",0.575,0
"1765",40,"40-15",0.6,0
"1766",40,"40-15",0.625,0
"1767",40,"40-15",0.65,0
"1768",40,"40-15",0.675,0
"1769",40,"40-30",0.05,0
"1770",40,"40-30",0.075,0
"1771",40,"40-30",0.1,0
"1772",40,"40-30",0.125,0
"1773",40,"40-30",0.15,0
"1774",40,"40-30",0.175,2
"1775",40,"40-30",0.2,0
"1776",40,"40-30",0.225,3
"1777",40,"40-30",0.25,4
"1778",40,"40-30",0.275,19
"1779",40,"40-30",0.3,16
"1780",40,"40-30",0.325,27
"1781",40,"40-30",0.35,33
"1782",40,"40-30",0.375,18
"1783",40,"40-30",0.4,17
"1784",40,"40-30",0.425,8
"1785",40,"40-30",0.45,4
"1786",40,"40-30",0.475,0
"1787",40,"40-30",0.5,0
"1788",40,"40-30",0.525,0
"1789",40,"40-30",0.55,0
"1790",40,"40-30",0.575,0
"1791",40,"40-30",0.6,0
"1792",40,"40-30",0.625,0
"1793",40,"40-30",0.65,0
"1794",40,"40-30",0.675,0
"1795",40,"40-40",0.05,0
"1796",40,"40-40",0.075,0
"1797",40,"40-40",0.1,0
"1798",40,"40-40",0.125,0
"1799",40,"40-40",0.15,0
"1800",40,"40-40",0.175,0
"1801",40,"40-40",0.2,0
"1802",40,"40-40",0.225,2
"1803",40,"40-40",0.25,4
"1804",40,"40-40",0.275,8
"1805",40,"40-40",0.3,12
"1806",40,"40-40",0.325,25
"1807",40,"40-40",0.35,24
"1808",40,"40-40",0.375,25
"1809",40,"40-40",0.4,14
"1810",40,"40-40",0.425,10
"1811",40,"40-40",0.45,2
"1812",40,"40-40",0.475,2
"1813",40,"40-40",0.5,1
"1814",40,"40-40",0.525,1
"1815",40,"40-40",0.55,0
"1816",40,"40-40",0.575,0
"1817",40,"40-40",0.6,0
"1818",40,"40-40",0.625,0
"1819",40,"40-40",0.65,0
"1820",40,"40-40",0.675,0
"1821",40,"40-50",0.05,0
"1822",40,"40-50",0.075,0
"1823",40,"40-50",0.1,0
"1824",40,"40-50",0.125,0
"1825",40,"40-50",0.15,0
"1826",40,"40-50",0.175,2
"1827",40,"40-50",0.2,0
"1828",40,"40-50",0.225,1
"1829",40,"40-50",0.25,3
"1830",40,"40-50",0.275,4
"1831",40,"40-50",0.3,7
"1832",40,"40-50",0.325,10
"1833",40,"40-50",0.35,13
"1834",40,"40-50",0.375,12
"1835",40,"40-50",0.4,16
"1836",40,"40-50",0.425,16
"1837",40,"40-50",0.45,4
"1838",40,"40-50",0.475,0
"1839",40,"40-50",0.5,2
"1840",40,"40-50",0.525,1
"1841",40,"40-50",0.55,0
"1842",40,"40-50",0.575,0
"1843",40,"40-50",0.6,0
"1844",40,"40-50",0.625,0
"1845",40,"40-50",0.65,0
"1846",40,"40-50",0.675,0
"1847",40,"50-40",0.05,0
"1848",40,"50-40",0.075,0
"1849",40,"50-40",0.1,0
"1850",40,"50-40",0.125,0
"1851",40,"50-40",0.15,0
"1852",40,"50-40",0.175,0
"1853",40,"50-40",0.2,1
"1854",40,"50-40",0.225,1
"1855",40,"50-40",0.25,5
"1856",40,"50-40",0.275,6
"1857",40,"50-40",0.3,26
"1858",40,"50-40",0.325,21
"1859",40,"50-40",0.35,24
"1860",40,"50-40",0.375,13
"1861",40,"50-40",0.4,16
"1862",40,"50-40",0.425,7
"1863",40,"50-40",0.45,3
"1864",40,"50-40",0.475,1
"1865",40,"50-40",0.5,0
"1866",40,"50-40",0.525,0
"1867",40,"50-40",0.55,0
"1868",40,"50-40",0.575,0
"1869",40,"50-40",0.6,0
"1870",40,"50-40",0.625,0
"1871",40,"50-40",0.65,0
"1872",40,"50-40",0.675,0
"1873",30,"0-0",0.05,0
"1874",30,"0-0",0.075,0
"1875",30,"0-0",0.1,0
"1876",30,"0-0",0.125,0
"1877",30,"0-0",0.15,0
"1878",30,"0-0",0.175,0
"1879",30,"0-0",0.2,4
"1880",30,"0-0",0.225,3
"1881",30,"0-0",0.25,8
"1882",30,"0-0",0.275,18
"1883",30,"0-0",0.3,23
"1884",30,"0-0",0.325,37
"1885",30,"0-0",0.35,44
"1886",30,"0-0",0.375,32
"1887",30,"0-0",0.4,7
"1888",30,"0-0",0.425,6
"1889",30,"0-0",0.45,5
"1890",30,"0-0",0.475,3
"1891",30,"0-0",0.5,0
"1892",30,"0-0",0.525,0
"1893",30,"0-0",0.55,0
"1894",30,"0-0",0.575,0
"1895",30,"0-0",0.6,0
"1896",30,"0-0",0.625,0
"1897",30,"0-0",0.65,0
"1898",30,"0-0",0.675,0
"1899",30,"0-15",0.05,0
"1900",30,"0-15",0.075,0
"1901",30,"0-15",0.1,0
"1902",30,"0-15",0.125,0
"1903",30,"0-15",0.15,0
"1904",30,"0-15",0.175,1
"1905",30,"0-15",0.2,1
"1906",30,"0-15",0.225,0
"1907",30,"0-15",0.25,2
"1908",30,"0-15",0.275,8
"1909",30,"0-15",0.3,12
"1910",30,"0-15",0.325,14
"1911",30,"0-15",0.35,42
"1912",30,"0-15",0.375,27
"1913",30,"0-15",0.4,20
"1914",30,"0-15",0.425,7
"1915",30,"0-15",0.45,2
"1916",30,"0-15",0.475,2
"1917",30,"0-15",0.5,3
"1918",30,"0-15",0.525,1
"1919",30,"0-15",0.55,0
"1920",30,"0-15",0.575,0
"1921",30,"0-15",0.6,0
"1922",30,"0-15",0.625,0
"1923",30,"0-15",0.65,0
"1924",30,"0-15",0.675,0
"1925",30,"0-30",0.05,0
"1926",30,"0-30",0.075,0
"1927",30,"0-30",0.1,0
"1928",30,"0-30",0.125,0
"1929",30,"0-30",0.15,0
"1930",30,"0-30",0.175,1
"1931",30,"0-30",0.2,0
"1932",30,"0-30",0.225,5
"1933",30,"0-30",0.25,3
"1934",30,"0-30",0.275,6
"1935",30,"0-30",0.3,5
"1936",30,"0-30",0.325,3
"1937",30,"0-30",0.35,18
"1938",30,"0-30",0.375,12
"1939",30,"0-30",0.4,14
"1940",30,"0-30",0.425,9
"1941",30,"0-30",0.45,10
"1942",30,"0-30",0.475,4
"1943",30,"0-30",0.5,0
"1944",30,"0-30",0.525,1
"1945",30,"0-30",0.55,0
"1946",30,"0-30",0.575,0
"1947",30,"0-30",0.6,0
"1948",30,"0-30",0.625,0
"1949",30,"0-30",0.65,0
"1950",30,"0-30",0.675,0
"1951",30,"0-40",0.05,0
"1952",30,"0-40",0.075,0
"1953",30,"0-40",0.1,0
"1954",30,"0-40",0.125,0
"1955",30,"0-40",0.15,0
"1956",30,"0-40",0.175,0
"1957",30,"0-40",0.2,0
"1958",30,"0-40",0.225,0
"1959",30,"0-40",0.25,0
"1960",30,"0-40",0.275,3
"1961",30,"0-40",0.3,3
"1962",30,"0-40",0.325,3
"1963",30,"0-40",0.35,6
"1964",30,"0-40",0.375,6
"1965",30,"0-40",0.4,1
"1966",30,"0-40",0.425,5
"1967",30,"0-40",0.45,6
"1968",30,"0-40",0.475,3
"1969",30,"0-40",0.5,2
"1970",30,"0-40",0.525,1
"1971",30,"0-40",0.55,0
"1972",30,"0-40",0.575,0
"1973",30,"0-40",0.6,0
"1974",30,"0-40",0.625,0
"1975",30,"0-40",0.65,0
"1976",30,"0-40",0.675,0
"1977",30,"15-0",0.05,0
"1978",30,"15-0",0.075,0
"1979",30,"15-0",0.1,0
"1980",30,"15-0",0.125,2
"1981",30,"15-0",0.15,0
"1982",30,"15-0",0.175,0
"1983",30,"15-0",0.2,1
"1984",30,"15-0",0.225,3
"1985",30,"15-0",0.25,6
"1986",30,"15-0",0.275,15
"1987",30,"15-0",0.3,20
"1988",30,"15-0",0.325,33
"1989",30,"15-0",0.35,52
"1990",30,"15-0",0.375,26
"1991",30,"15-0",0.4,7
"1992",30,"15-0",0.425,5
"1993",30,"15-0",0.45,1
"1994",30,"15-0",0.475,1
"1995",30,"15-0",0.5,0
"1996",30,"15-0",0.525,0
"1997",30,"15-0",0.55,0
"1998",30,"15-0",0.575,0
"1999",30,"15-0",0.6,0
"2000",30,"15-0",0.625,0
"2001",30,"15-0",0.65,0
"2002",30,"15-0",0.675,0
"2003",30,"15-15",0.05,0
"2004",30,"15-15",0.075,0
"2005",30,"15-15",0.1,0
"2006",30,"15-15",0.125,0
"2007",30,"15-15",0.15,0
"2008",30,"15-15",0.175,0
"2009",30,"15-15",0.2,1
"2010",30,"15-15",0.225,6
"2011",30,"15-15",0.25,8
"2012",30,"15-15",0.275,9
"2013",30,"15-15",0.3,28
"2014",30,"15-15",0.325,42
"2015",30,"15-15",0.35,28
"2016",30,"15-15",0.375,18
"2017",30,"15-15",0.4,8
"2018",30,"15-15",0.425,7
"2019",30,"15-15",0.45,1
"2020",30,"15-15",0.475,1
"2021",30,"15-15",0.5,0
"2022",30,"15-15",0.525,0
"2023",30,"15-15",0.55,0
"2024",30,"15-15",0.575,0
"2025",30,"15-15",0.6,0
"2026",30,"15-15",0.625,0
"2027",30,"15-15",0.65,0
"2028",30,"15-15",0.675,0
"2029",30,"15-30",0.05,0
"2030",30,"15-30",0.075,0
"2031",30,"15-30",0.1,0
"2032",30,"15-30",0.125,0
"2033",30,"15-30",0.15,0
"2034",30,"15-30",0.175,0
"2035",30,"15-30",0.2,0
"2036",30,"15-30",0.225,2
"2037",30,"15-30",0.25,3
"2038",30,"15-30",0.275,3
"2039",30,"15-30",0.3,8
"2040",30,"15-30",0.325,22
"2041",30,"15-30",0.35,20
"2042",30,"15-30",0.375,19
"2043",30,"15-30",0.4,18
"2044",30,"15-30",0.425,16
"2045",30,"15-30",0.45,2
"2046",30,"15-30",0.475,4
"2047",30,"15-30",0.5,2
"2048",30,"15-30",0.525,2
"2049",30,"15-30",0.55,0
"2050",30,"15-30",0.575,0
"2051",30,"15-30",0.6,0
"2052",30,"15-30",0.625,0
"2053",30,"15-30",0.65,0
"2054",30,"15-30",0.675,0
"2055",30,"15-40",0.05,0
"2056",30,"15-40",0.075,0
"2057",30,"15-40",0.1,0
"2058",30,"15-40",0.125,0
"2059",30,"15-40",0.15,0
"2060",30,"15-40",0.175,0
"2061",30,"15-40",0.2,1
"2062",30,"15-40",0.225,1
"2063",30,"15-40",0.25,0
"2064",30,"15-40",0.275,5
"2065",30,"15-40",0.3,13
"2066",30,"15-40",0.325,14
"2067",30,"15-40",0.35,11
"2068",30,"15-40",0.375,8
"2069",30,"15-40",0.4,13
"2070",30,"15-40",0.425,10
"2071",30,"15-40",0.45,1
"2072",30,"15-40",0.475,4
"2073",30,"15-40",0.5,2
"2074",30,"15-40",0.525,1
"2075",30,"15-40",0.55,1
"2076",30,"15-40",0.575,0
"2077",30,"15-40",0.6,0
"2078",30,"15-40",0.625,0
"2079",30,"15-40",0.65,0
"2080",30,"15-40",0.675,0
"2081",30,"30-0",0.05,0
"2082",30,"30-0",0.075,0
"2083",30,"30-0",0.1,0
"2084",30,"30-0",0.125,0
"2085",30,"30-0",0.15,1
"2086",30,"30-0",0.175,1
"2087",30,"30-0",0.2,2
"2088",30,"30-0",0.225,2
"2089",30,"30-0",0.25,13
"2090",30,"30-0",0.275,32
"2091",30,"30-0",0.3,26
"2092",30,"30-0",0.325,37
"2093",30,"30-0",0.35,28
"2094",30,"30-0",0.375,6
"2095",30,"30-0",0.4,6
"2096",30,"30-0",0.425,1
"2097",30,"30-0",0.45,1
"2098",30,"30-0",0.475,2
"2099",30,"30-0",0.5,0
"2100",30,"30-0",0.525,0
"2101",30,"30-0",0.55,0
"2102",30,"30-0",0.575,0
"2103",30,"30-0",0.6,0
"2104",30,"30-0",0.625,0
"2105",30,"30-0",0.65,0
"2106",30,"30-0",0.675,0
"2107",30,"30-15",0.05,0
"2108",30,"30-15",0.075,0
"2109",30,"30-15",0.1,0
"2110",30,"30-15",0.125,0
"2111",30,"30-15",0.15,0
"2112",30,"30-15",0.175,1
"2113",30,"30-15",0.2,1
"2114",30,"30-15",0.225,5
"2115",30,"30-15",0.25,5
"2116",30,"30-15",0.275,16
"2117",30,"30-15",0.3,18
"2118",30,"30-15",0.325,33
"2119",30,"30-15",0.35,29
"2120",30,"30-15",0.375,28
"2121",30,"30-15",0.4,9
"2122",30,"30-15",0.425,4
"2123",30,"30-15",0.45,4
"2124",30,"30-15",0.475,0
"2125",30,"30-15",0.5,1
"2126",30,"30-15",0.525,0
"2127",30,"30-15",0.55,0
"2128",30,"30-15",0.575,0
"2129",30,"30-15",0.6,0
"2130",30,"30-15",0.625,0
"2131",30,"30-15",0.65,0
"2132",30,"30-15",0.675,0
"2133",30,"30-30",0.05,0
"2134",30,"30-30",0.075,0
"2135",30,"30-30",0.1,0
"2136",30,"30-30",0.125,0
"2137",30,"30-30",0.15,1
"2138",30,"30-30",0.175,1
"2139",30,"30-30",0.2,0
"2140",30,"30-30",0.225,2
"2141",30,"30-30",0.25,6
"2142",30,"30-30",0.275,14
"2143",30,"30-30",0.3,20
"2144",30,"30-30",0.325,26
"2145",30,"30-30",0.35,20
"2146",30,"30-30",0.375,15
"2147",30,"30-30",0.4,22
"2148",30,"30-30",0.425,3
"2149",30,"30-30",0.45,2
"2150",30,"30-30",0.475,1
"2151",30,"30-30",0.5,0
"2152",30,"30-30",0.525,0
"2153",30,"30-30",0.55,1
"2154",30,"30-30",0.575,0
"2155",30,"30-30",0.6,0
"2156",30,"30-30",0.625,0
"2157",30,"30-30",0.65,0
"2158",30,"30-30",0.675,0
"2159",30,"30-40",0.05,0
"2160",30,"30-40",0.075,0
"2161",30,"30-40",0.1,0
"2162",30,"30-40",0.125,0
"2163",30,"30-40",0.15,0
"2164",30,"30-40",0.175,0
"2165",30,"30-40",0.2,2
"2166",30,"30-40",0.225,1
"2167",30,"30-40",0.25,4
"2168",30,"30-40",0.275,6
"2169",30,"30-40",0.3,10
"2170",30,"30-40",0.325,19
"2171",30,"30-40",0.35,15
"2172",30,"30-40",0.375,16
"2173",30,"30-40",0.4,16
"2174",30,"30-40",0.425,10
"2175",30,"30-40",0.45,4
"2176",30,"30-40",0.475,3
"2177",30,"30-40",0.5,2
"2178",30,"30-40",0.525,0
"2179",30,"30-40",0.55,0
"2180",30,"30-40",0.575,0
"2181",30,"30-40",0.6,0
"2182",30,"30-40",0.625,0
"2183",30,"30-40",0.65,0
"2184",30,"30-40",0.675,0
"2185",30,"40-0",0.05,0
"2186",30,"40-0",0.075,0
"2187",30,"40-0",0.1,0
"2188",30,"40-0",0.125,1
"2189",30,"40-0",0.15,2
"2190",30,"40-0",0.175,2
"2191",30,"40-0",0.2,3
"2192",30,"40-0",0.225,5
"2193",30,"40-0",0.25,15
"2194",30,"40-0",0.275,20
"2195",30,"40-0",0.3,25
"2196",30,"40-0",0.325,37
"2197",30,"40-0",0.35,11
"2198",30,"40-0",0.375,7
"2199",30,"40-0",0.4,0
"2200",30,"40-0",0.425,1
"2201",30,"40-0",0.45,0
"2202",30,"40-0",0.475,1
"2203",30,"40-0",0.5,0
"2204",30,"40-0",0.525,0
"2205",30,"40-0",0.55,0
"2206",30,"40-0",0.575,0
"2207",30,"40-0",0.6,0
"2208",30,"40-0",0.625,0
"2209",30,"40-0",0.65,0
"2210",30,"40-0",0.675,0
"2211",30,"40-15",0.05,0
"2212",30,"40-15",0.075,0
"2213",30,"40-15",0.1,0
"2214",30,"40-15",0.125,0
"2215",30,"40-15",0.15,0
"2216",30,"40-15",0.175,3
"2217",30,"40-15",0.2,2
"2218",30,"40-15",0.225,10
"2219",30,"40-15",0.25,7
"2220",30,"40-15",0.275,34
"2221",30,"40-15",0.3,29
"2222",30,"40-15",0.325,33
"2223",30,"40-15",0.35,18
"2224",30,"40-15",0.375,6
"2225",30,"40-15",0.4,3
"2226",30,"40-15",0.425,2
"2227",30,"40-15",0.45,1
"2228",30,"40-15",0.475,0
"2229",30,"40-15",0.5,1
"2230",30,"40-15",0.525,0
"2231",30,"40-15",0.55,0
"2232",30,"40-15",0.575,0
"2233",30,"40-15",0.6,0
"2234",30,"40-15",0.625,0
"2235",30,"40-15",0.65,0
"2236",30,"40-15",0.675,0
"2237",30,"40-30",0.05,0
"2238",30,"40-30",0.075,0
"2239",30,"40-30",0.1,0
"2240",30,"40-30",0.125,0
"2241",30,"40-30",0.15,0
"2242",30,"40-30",0.175,1
"2243",30,"40-30",0.2,0
"2244",30,"40-30",0.225,4
"2245",30,"40-30",0.25,8
"2246",30,"40-30",0.275,20
"2247",30,"40-30",0.3,14
"2248",30,"40-30",0.325,26
"2249",30,"40-30",0.35,27
"2250",30,"40-30",0.375,10
"2251",30,"40-30",0.4,20
"2252",30,"40-30",0.425,3
"2253",30,"40-30",0.45,4
"2254",30,"40-30",0.475,0
"2255",30,"40-30",0.5,0
"2256",30,"40-30",0.525,0
"2257",30,"40-30",0.55,0
"2258",30,"40-30",0.575,0
"2259",30,"40-30",0.6,0
"2260",30,"40-30",0.625,0
"2261",30,"40-30",0.65,0
"2262",30,"40-30",0.675,0
"2263",30,"40-40",0.05,0
"2264",30,"40-40",0.075,0
"2265",30,"40-40",0.1,0
"2266",30,"40-40",0.125,0
"2267",30,"40-40",0.15,0
"2268",30,"40-40",0.175,0
"2269",30,"40-40",0.2,1
"2270",30,"40-40",0.225,2
"2271",30,"40-40",0.25,4
"2272",30,"40-40",0.275,8
"2273",30,"40-40",0.3,14
"2274",30,"40-40",0.325,20
"2275",30,"40-40",0.35,25
"2276",30,"40-40",0.375,20
"2277",30,"40-40",0.4,7
"2278",30,"40-40",0.425,10
"2279",30,"40-40",0.45,3
"2280",30,"40-40",0.475,2
"2281",30,"40-40",0.5,0
"2282",30,"40-40",0.525,0
"2283",30,"40-40",0.55,0
"2284",30,"40-40",0.575,1
"2285",30,"40-40",0.6,0
"2286",30,"40-40",0.625,0
"2287",30,"40-40",0.65,0
"2288",30,"40-40",0.675,0
"2289",30,"40-50",0.05,0
"2290",30,"40-50",0.075,0
"2291",30,"40-50",0.1,0
"2292",30,"40-50",0.125,0
"2293",30,"40-50",0.15,1
"2294",30,"40-50",0.175,0
"2295",30,"40-50",0.2,1
"2296",30,"40-50",0.225,1
"2297",30,"40-50",0.25,1
"2298",30,"40-50",0.275,2
"2299",30,"40-50",0.3,10
"2300",30,"40-50",0.325,6
"2301",30,"40-50",0.35,10
"2302",30,"40-50",0.375,12
"2303",30,"40-50",0.4,9
"2304",30,"40-50",0.425,9
"2305",30,"40-50",0.45,8
"2306",30,"40-50",0.475,6
"2307",30,"40-50",0.5,0
"2308",30,"40-50",0.525,2
"2309",30,"40-50",0.55,1
"2310",30,"40-50",0.575,0
"2311",30,"40-50",0.6,0
"2312",30,"40-50",0.625,0
"2313",30,"40-50",0.65,0
"2314",30,"40-50",0.675,0
"2315",30,"50-40",0.05,0
"2316",30,"50-40",0.075,0
"2317",30,"50-40",0.1,0
"2318",30,"50-40",0.125,0
"2319",30,"50-40",0.15,0
"2320",30,"50-40",0.175,0
"2321",30,"50-40",0.2,1
"2322",30,"50-40",0.225,3
"2323",30,"50-40",0.25,4
"2324",30,"50-40",0.275,5
"2325",30,"50-40",0.3,17
"2326",30,"50-40",0.325,22
"2327",30,"50-40",0.35,26
"2328",30,"50-40",0.375,6
"2329",30,"50-40",0.4,12
"2330",30,"50-40",0.425,7
"2331",30,"50-40",0.45,5
"2332",30,"50-40",0.475,0
"2333",30,"50-40",0.5,1
"2334",30,"50-40",0.525,0
"2335",30,"50-40",0.55,0
"2336",30,"50-40",0.575,0
"2337",30,"50-40",0.6,0
"2338",30,"50-40",0.625,0
"2339",30,"50-40",0.65,0
"2340",30,"50-40",0.675,0
"2341",20,"0-0",0.05,0
"2342",20,"0-0",0.075,0
"2343",20,"0-0",0.1,0
"2344",20,"0-0",0.125,0
"2345",20,"0-0",0.15,0
"2346",20,"0-0",0.175,1
"2347",20,"0-0",0.2,3
"2348",20,"0-0",0.225,2
"2349",20,"0-0",0.25,6
"2350",20,"0-0",0.275,14
"2351",20,"0-0",0.3,25
"2352",20,"0-0",0.325,37
"2353",20,"0-0",0.35,36
"2354",20,"0-0",0.375,21
"2355",20,"0-0",0.4,10
"2356",20,"0-0",0.425,4
"2357",20,"0-0",0.45,5
"2358",20,"0-0",0.475,1
"2359",20,"0-0",0.5,0
"2360",20,"0-0",0.525,1
"2361",20,"0-0",0.55,0
"2362",20,"0-0",0.575,0
"2363",20,"0-0",0.6,0
"2364",20,"0-0",0.625,0
"2365",20,"0-0",0.65,0
"2366",20,"0-0",0.675,0
"2367",20,"0-15",0.05,0
"2368",20,"0-15",0.075,0
"2369",20,"0-15",0.1,0
"2370",20,"0-15",0.125,0
"2371",20,"0-15",0.15,1
"2372",20,"0-15",0.175,0
"2373",20,"0-15",0.2,1
"2374",20,"0-15",0.225,1
"2375",20,"0-15",0.25,0
"2376",20,"0-15",0.275,8
"2377",20,"0-15",0.3,7
"2378",20,"0-15",0.325,20
"2379",20,"0-15",0.35,24
"2380",20,"0-15",0.375,23
"2381",20,"0-15",0.4,12
"2382",20,"0-15",0.425,13
"2383",20,"0-15",0.45,3
"2384",20,"0-15",0.475,1
"2385",20,"0-15",0.5,2
"2386",20,"0-15",0.525,0
"2387",20,"0-15",0.55,0
"2388",20,"0-15",0.575,0
"2389",20,"0-15",0.6,0
"2390",20,"0-15",0.625,0
"2391",20,"0-15",0.65,0
"2392",20,"0-15",0.675,0
"2393",20,"0-30",0.05,0
"2394",20,"0-30",0.075,0
"2395",20,"0-30",0.1,0
"2396",20,"0-30",0.125,0
"2397",20,"0-30",0.15,0
"2398",20,"0-30",0.175,1
"2399",20,"0-30",0.2,4
"2400",20,"0-30",0.225,3
"2401",20,"0-30",0.25,4
"2402",20,"0-30",0.275,0
"2403",20,"0-30",0.3,3
"2404",20,"0-30",0.325,7
"2405",20,"0-30",0.35,10
"2406",20,"0-30",0.375,9
"2407",20,"0-30",0.4,14
"2408",20,"0-30",0.425,4
"2409",20,"0-30",0.45,9
"2410",20,"0-30",0.475,2
"2411",20,"0-30",0.5,1
"2412",20,"0-30",0.525,3
"2413",20,"0-30",0.55,1
"2414",20,"0-30",0.575,0
"2415",20,"0-30",0.6,0
"2416",20,"0-30",0.625,0
"2417",20,"0-30",0.65,0
"2418",20,"0-30",0.675,0
"2419",20,"0-40",0.05,0
"2420",20,"0-40",0.075,0
"2421",20,"0-40",0.1,0
"2422",20,"0-40",0.125,0
"2423",20,"0-40",0.15,0
"2424",20,"0-40",0.175,0
"2425",20,"0-40",0.2,0
"2426",20,"0-40",0.225,0
"2427",20,"0-40",0.25,1
"2428",20,"0-40",0.275,0
"2429",20,"0-40",0.3,3
"2430",20,"0-40",0.325,0
"2431",20,"0-40",0.35,5
"2432",20,"0-40",0.375,1
"2433",20,"0-40",0.4,4
"2434",20,"0-40",0.425,3
"2435",20,"0-40",0.45,1
"2436",20,"0-40",0.475,1
"2437",20,"0-40",0.5,0
"2438",20,"0-40",0.525,0
"2439",20,"0-40",0.55,0
"2440",20,"0-40",0.575,0
"2441",20,"0-40",0.6,0
"2442",20,"0-40",0.625,0
"2443",20,"0-40",0.65,0
"2444",20,"0-40",0.675,0
"2445",20,"15-0",0.05,0
"2446",20,"15-0",0.075,1
"2447",20,"15-0",0.1,0
"2448",20,"15-0",0.125,0
"2449",20,"15-0",0.15,0
"2450",20,"15-0",0.175,1
"2451",20,"15-0",0.2,0
"2452",20,"15-0",0.225,3
"2453",20,"15-0",0.25,8
"2454",20,"15-0",0.275,10
"2455",20,"15-0",0.3,24
"2456",20,"15-0",0.325,32
"2457",20,"15-0",0.35,29
"2458",20,"15-0",0.375,18
"2459",20,"15-0",0.4,17
"2460",20,"15-0",0.425,4
"2461",20,"15-0",0.45,3
"2462",20,"15-0",0.475,1
"2463",20,"15-0",0.5,0
"2464",20,"15-0",0.525,0
"2465",20,"15-0",0.55,0
"2466",20,"15-0",0.575,0
"2467",20,"15-0",0.6,0
"2468",20,"15-0",0.625,0
"2469",20,"15-0",0.65,0
"2470",20,"15-0",0.675,0
"2471",20,"15-15",0.05,0
"2472",20,"15-15",0.075,0
"2473",20,"15-15",0.1,0
"2474",20,"15-15",0.125,0
"2475",20,"15-15",0.15,0
"2476",20,"15-15",0.175,2
"2477",20,"15-15",0.2,2
"2478",20,"15-15",0.225,3
"2479",20,"15-15",0.25,5
"2480",20,"15-15",0.275,11
"2481",20,"15-15",0.3,27
"2482",20,"15-15",0.325,33
"2483",20,"15-15",0.35,23
"2484",20,"15-15",0.375,14
"2485",20,"15-15",0.4,5
"2486",20,"15-15",0.425,5
"2487",20,"15-15",0.45,4
"2488",20,"15-15",0.475,0
"2489",20,"15-15",0.5,0
"2490",20,"15-15",0.525,0
"2491",20,"15-15",0.55,0
"2492",20,"15-15",0.575,0
"2493",20,"15-15",0.6,0
"2494",20,"15-15",0.625,0
"2495",20,"15-15",0.65,0
"2496",20,"15-15",0.675,0
"2497",20,"15-30",0.05,0
"2498",20,"15-30",0.075,0
"2499",20,"15-30",0.1,0
"2500",20,"15-30",0.125,0
"2501",20,"15-30",0.15,0
"2502",20,"15-30",0.175,0
"2503",20,"15-30",0.2,1
"2504",20,"15-30",0.225,2
"2505",20,"15-30",0.25,1
"2506",20,"15-30",0.275,3
"2507",20,"15-30",0.3,11
"2508",20,"15-30",0.325,12
"2509",20,"15-30",0.35,22
"2510",20,"15-30",0.375,14
"2511",20,"15-30",0.4,14
"2512",20,"15-30",0.425,8
"2513",20,"15-30",0.45,5
"2514",20,"15-30",0.475,2
"2515",20,"15-30",0.5,0
"2516",20,"15-30",0.525,0
"2517",20,"15-30",0.55,0
"2518",20,"15-30",0.575,0
"2519",20,"15-30",0.6,0
"2520",20,"15-30",0.625,0
