returnername,gamescore,returnPointProbability,returnPointFreq,opponentScore,playerScore
Julien Benneteau,101-103,0,1,7,7
Julien Benneteau,102-101,1,1,7,7
Julien Benneteau,102-102,1,1,7,7
Julien Benneteau,102-105,1,1,7,7
Julien Benneteau,102-106,0,1,7,8
Julien Benneteau,103-104,1,1,7,7
Julien Benneteau,103-105,0,1,7,7
Julien Benneteau,15-0,.2888889,45,1,0
Julien Benneteau,15-15,.23076923,26,1,1
Julien Benneteau,15-30,.44444445,9,1,2
Julien Benneteau,15-40,.25,4,1,3
Julien Benneteau,30-0,.125,32,2,0
Julien Benneteau,30-15,.25,24,2,1
Julien Benneteau,30-30,.18181819,11,2,2
Julien Benneteau,30-40,.40000001,5,2,3
Julien Benneteau,40-0,.2857143,28,3,0
Julien Benneteau,40-15,.42307693,26,3,1
Julien Benneteau,40-30,.30000001,20,3,2
Julien Benneteau,40-40,.25,12,3,3
Julien Benneteau,40-50,.33333334,3,3,4
Julien Benneteau,50-40,.11111111,9,4,3
Thomaz Bellucci,0-0,.35319766,688,0,0
Thomaz Bellucci,0-15,.44032922,243,0,1
Thomaz Bellucci,0-30,.33644861,107,0,2
Thomaz Bellucci,0-40,.44444445,36,0,3
Thomaz Bellucci,100-100,.44999999,20,7,7
Thomaz Bellucci,100-101,0,7,7,7
Thomaz Bellucci,100-103,.66666669,3,7,7
Thomaz Bellucci,100-104,0,2,7,7
Thomaz Bellucci,101-100,.5,2,7,7
Thomaz Bellucci,101-101,.5,8,7,7
Thomaz Bellucci,101-102,.36363637,11,7,7
Thomaz Bellucci,101-103,0,5,7,7
Thomaz Bellucci,101-104,.5,2,7,7
Thomaz Bellucci,101-105,0,1,7,7
Thomaz Bellucci,102-100,0,1,7,7
Thomaz Bellucci,102-101,0,4,7,7
Thomaz Bellucci,102-102,.2857143,7,7,7
Thomaz Bellucci,102-103,0,2,7,7
Thomaz Bellucci,102-104,0,1,7,7
Thomaz Bellucci,102-105,.75,4,7,7
Thomaz Bellucci,102-106,.66666669,3,7,8
Thomaz Bellucci,103-100,.5,2,7,7
Thomaz Bellucci,103-101,.40000001,5,7,7
Thomaz Bellucci,103-102,.66666669,3,7,7
Thomaz Bellucci,103-103,.5,4,7,7
Thomaz Bellucci,103-104,.625,8,7,7
Thomaz Bellucci,103-105,.33333334,6,7,7
Thomaz Bellucci,103-106,0,1,7,8
Thomaz Bellucci,104-100,0,1,7,7
Thomaz Bellucci,104-101,0,2,7,7
Thomaz Bellucci,104-102,1,1,7,7
Thomaz Bellucci,104-103,.16666667,6,7,7
Thomaz Bellucci,104-104,.25,4,7,7
Thomaz Bellucci,104-105,1,2,7,7
Thomaz Bellucci,104-106,.33333334,3,7,8
Thomaz Bellucci,105-101,.5,2,7,7
Thomaz Bellucci,105-102,0,2,7,7
Thomaz Bellucci,105-103,.60000002,5,7,7
Thomaz Bellucci,105-104,.75,4,7,7
Thomaz Bellucci,105-105,1,3,7,7
Thomaz Bellucci,105-106,.33333334,3,7,8
Thomaz Bellucci,106-102,0,2,8,7
Thomaz Bellucci,106-103,1,1,8,7
Thomaz Bellucci,106-104,1,2,8,7
Thomaz Bellucci,106-105,.2,5,8,7
Thomaz Bellucci,106-106,0,3,8,8
Thomaz Bellucci,106-107,0,2,8,8
Thomaz Bellucci,107-106,0,1,8,8
Thomaz Bellucci,107-107,1,2,8,8
Thomaz Bellucci,107-108,0,2,8,8
Thomaz Bellucci,108-108,0,2,8,8
Thomaz Bellucci,110-109,1,1,8,8
Thomaz Bellucci,110-110,0,1,8,8
Thomaz Bellucci,112-111,0,1,8,8
Thomaz Bellucci,15-0,.35280898,445,1,0
Thomaz Bellucci,15-15,.40614334,293,1,1
Thomaz Bellucci,15-30,.33157894,190,1,2
Thomaz Bellucci,15-40,.33734939,83,1,3
Thomaz Bellucci,30-0,.36458334,288,2,0
Thomaz Bellucci,30-15,.39426523,279,2,1
Thomaz Bellucci,30-30,.33333334,237,2,2
Thomaz Bellucci,30-40,.32089552,134,2,3
Thomaz Bellucci,40-0,.39344263,183,3,0
Thomaz Bellucci,40-15,.33609959,241,3,1
Thomaz Bellucci,40-30,.42677826,239,3,2
Thomaz Bellucci,40-40,.40935671,342,3,3
Thomaz Bellucci,40-50,.41428572,140,3,4
Thomaz Bellucci,50-40,.33168316,202,4,3
Edouard Roger-Vasselin,0-0,.34545454,220,0,0
Edouard Roger-Vasselin,0-15,.36842105,76,0,1
Edouard Roger-Vasselin,0-30,.4642857,28,0,2
Edouard Roger-Vasselin,0-40,.30769232,13,0,3
Edouard Roger-Vasselin,100-100,0,4,7,7
Edouard Roger-Vasselin,100-101,.5,2,7,7
Edouard Roger-Vasselin,100-102,1,1,7,7
Edouard Roger-Vasselin,100-105,0,1,7,7
Edouard Roger-Vasselin,101-100,1,1,7,7
Edouard Roger-Vasselin,101-101,0,2,7,7
Edouard Roger-Vasselin,101-102,.33333334,3,7,7
Edouard Roger-Vasselin,101-103,1,1,7,7
Edouard Roger-Vasselin,101-105,1,1,7,7
Edouard Roger-Vasselin,101-106,0,1,7,8
Edouard Roger-Vasselin,102-101,0,1,7,7
Edouard Roger-Vasselin,102-102,1,2,7,7
Edouard Roger-Vasselin,102-103,0,1,7,7
Edouard Roger-Vasselin,102-105,1,1,7,7
Edouard Roger-Vasselin,102-106,.5,2,7,8
Edouard Roger-Vasselin,103-101,0,1,7,7
Edouard Roger-Vasselin,103-102,0,1,7,7
Edouard Roger-Vasselin,103-103,0,1,7,7
Edouard Roger-Vasselin,104-102,1,1,7,7
Edouard Roger-Vasselin,104-103,1,1,7,7
Edouard Roger-Vasselin,104-104,1,1,7,7
Edouard Roger-Vasselin,105-102,1,1,7,7
Edouard Roger-Vasselin,105-103,0,1,7,7
Edouard Roger-Vasselin,105-104,1,2,7,7
Edouard Roger-Vasselin,105-105,.5,2,7,7
Edouard Roger-Vasselin,105-106,0,1,7,8
Edouard Roger-Vasselin,106-106,1,1,8,8
Edouard Roger-Vasselin,107-108,0,1,8,8
Edouard Roger-Vasselin,108-108,0,1,8,8
Edouard Roger-Vasselin,109-110,0,1,8,8
Edouard Roger-Vasselin,110-110,0,1,8,8
Edouard Roger-Vasselin,111-112,1,1,8,8
Edouard Roger-Vasselin,15-0,.33333334,144,1,0
Edouard Roger-Vasselin,15-15,.40625,96,1,1
Edouard Roger-Vasselin,15-30,.4074074,54,1,2
Edouard Roger-Vasselin,15-40,.41935483,31,1,3
Edouard Roger-Vasselin,30-0,.39583334,96,2,0
Edouard Roger-Vasselin,30-15,.38947368,95,2,1
Edouard Roger-Vasselin,30-30,.31884059,69,2,2
Edouard Roger-Vasselin,30-40,.42500001,40,2,3
Edouard Roger-Vasselin,40-0,.37931034,58,3,0
Edouard Roger-Vasselin,40-15,.32499999,80,3,1
Edouard Roger-Vasselin,40-30,.41095892,73,3,2
Edouard Roger-Vasselin,40-40,.39423078,104,3,3
Edouard Roger-Vasselin,40-50,.34146342,41,3,4
Edouard Roger-Vasselin,50-40,.38095239,63,4,3
Nicolas Mahut,0-0,.35424355,271,0,0
Nicolas Mahut,0-15,.38541666,96,0,1
Nicolas Mahut,0-30,.43243244,37,0,2
Nicolas Mahut,0-40,.5,16,0,3
Nicolas Mahut,100-100,0,5,7,7
Nicolas Mahut,100-101,.16666667,6,7,7
Nicolas Mahut,100-102,1,1,7,7
Nicolas Mahut,101-101,.80000001,5,7,7
Nicolas Mahut,101-102,0,2,7,7
Nicolas Mahut,101-104,1,1,7,7
Nicolas Mahut,101-105,1,1,7,7
Nicolas Mahut,102-101,.33333334,3,7,7
Nicolas Mahut,102-102,0,3,7,7
Nicolas Mahut,102-103,.33333334,3,7,7
Nicolas Mahut,102-104,1,1,7,7
Nicolas Mahut,103-101,0,2,7,7
Nicolas Mahut,103-102,.5,2,7,7
Nicolas Mahut,103-103,.66666669,3,7,7
Nicolas Mahut,103-104,.5,2,7,7
Nicolas Mahut,103-105,0,1,7,7
Nicolas Mahut,103-106,0,2,7,8
Nicolas Mahut,104-102,1,1,7,7
Nicolas Mahut,104-103,0,1,7,7
Nicolas Mahut,104-104,0,1,7,7
Nicolas Mahut,104-105,1,1,7,7
Nicolas Mahut,104-106,1,3,7,8
Nicolas Mahut,105-102,1,1,7,7
Nicolas Mahut,105-103,1,2,7,7
Nicolas Mahut,105-104,0,1,7,7
Nicolas Mahut,105-106,0,2,7,8
Nicolas Mahut,106-101,0,1,8,7
Nicolas Mahut,106-104,0,1,8,7
Nicolas Mahut,106-105,.5,2,8,7
Nicolas Mahut,106-106,.66666669,3,8,8
Nicolas Mahut,15-0,.32571429,175,1,0
Nicolas Mahut,15-15,.31034482,116,1,1
Nicolas Mahut,15-30,.49122807,57,1,2
Nicolas Mahut,15-40,.3611111,36,1,3
Nicolas Mahut,30-0,.32203391,118,2,0
Nicolas Mahut,30-15,.33050847,118,2,1
Nicolas Mahut,30-30,.36764705,68,2,2
Nicolas Mahut,30-40,.375,48,2,3
Nicolas Mahut,40-0,.38749999,80,3,0
Nicolas Mahut,40-15,.30000001,110,3,1
Nicolas Mahut,40-30,.5,76,3,2
Nicolas Mahut,40-40,.28776979,139,3,3
Nicolas Mahut,40-50,.42500001,40,3,4
Nicolas Mahut,50-40,.4848485,99,4,3
Federico Delbonis,0-0,.38618925,391,0,0
Federico Delbonis,0-15,.40397352,151,0,1
Federico Delbonis,0-30,.47540984,61,0,2
Federico Delbonis,0-40,.65517241,29,0,3
Federico Delbonis,100-100,.375,8,7,7
Federico Delbonis,100-101,.66666669,3,7,7
Federico Delbonis,100-102,0,2,7,7
Federico Delbonis,100-103,0,1,7,7
Federico Delbonis,101-100,1,1,7,7
Federico Delbonis,101-101,.5,2,7,7
Federico Delbonis,101-102,.25,4,7,7
Federico Delbonis,101-103,.5,2,7,7
Federico Delbonis,101-104,1,1,7,7
Federico Delbonis,101-105,0,1,7,7
Federico Delbonis,102-101,0,2,7,7
Federico Delbonis,102-102,.33333334,3,7,7
Federico Delbonis,102-103,1,1,7,7
Federico Delbonis,102-104,0,1,7,7
Federico Delbonis,102-105,.5,2,7,7
Federico Delbonis,102-106,1,1,7,8
Federico Delbonis,103-100,0,1,7,7
Federico Delbonis,103-101,.5,2,7,7
Federico Delbonis,103-102,1,2,7,7
Federico Delbonis,103-103,1,2,7,7
Federico Delbonis,103-104,0,2,7,7
Federico Delbonis,103-105,0,1,7,7
Federico Delbonis,104-100,1,1,7,7
Federico Delbonis,104-103,.5,2,7,7
Federico Delbonis,104-104,.66666669,3,7,7
Federico Delbonis,104-105,.75,4,7,7
Federico Delbonis,104-106,.33333334,3,7,8
Federico Delbonis,105-102,.5,2,7,7
Federico Delbonis,105-103,.5,2,7,7
Federico Delbonis,105-105,0,1,7,7
Federico Delbonis,105-106,0,1,7,8
Federico Delbonis,106-102,0,1,8,7
Federico Delbonis,106-105,.33333334,3,8,7
Federico Delbonis,106-106,1,2,8,8
Federico Delbonis,106-107,0,2,8,8
Federico Delbonis,107-107,.5,2,8,8
Federico Delbonis,108-109,0,1,8,8
Federico Delbonis,109-108,1,1,8,8
Federico Delbonis,109-109,1,2,8,8
Federico Delbonis,110-111,1,1,8,8
Federico Delbonis,15-0,.40833333,240,1,0
Federico Delbonis,15-15,.36170211,188,1,1
Federico Delbonis,15-30,.40000001,100,1,2
Federico Delbonis,15-40,.31999999,50,1,3
Federico Delbonis,30-0,.33802816,142,2,0
Federico Delbonis,30-15,.4107143,168,2,1
Federico Delbonis,30-30,.38759691,129,2,2
Federico Delbonis,30-40,.39285713,84,2,3
Federico Delbonis,40-0,.35106382,94,3,0
Federico Delbonis,40-15,.29545453,132,3,1
Federico Delbonis,40-30,.34745762,118,3,2
Federico Delbonis,40-40,.40000001,165,3,3
Federico Delbonis,40-50,.5,66,3,4
Federico Delbonis,50-40,.4040404,99,4,3
Alejandro Gonzalez,0-0,.3488372,129,0,0
Alejandro Gonzalez,0-15,.2888889,45,0,1
Alejandro Gonzalez,0-30,.30769232,13,0,2
Alejandro Gonzalez,0-40,.25,4,0,3
Alejandro Gonzalez,100-100,.5,2,7,7
Alejandro Gonzalez,101-102,0,2,7,7
Alejandro Gonzalez,102-102,.5,2,7,7
Alejandro Gonzalez,102-105,0,1,7,7
Alejandro Gonzalez,103-105,0,1,7,7
Alejandro Gonzalez,104-103,1,1,7,7
Alejandro Gonzalez,104-104,0,1,7,7
Alejandro Gonzalez,106-105,1,1,8,7
Alejandro Gonzalez,106-106,0,1,8,8
Alejandro Gonzalez,107-108,1,1,8,8
Alejandro Gonzalez,15-0,.39285713,84,1,0
Alejandro Gonzalez,15-15,.35384616,65,1,1
Alejandro Gonzalez,15-30,.375,32,1,2
Alejandro Gonzalez,15-40,.26666668,15,1,3
Alejandro Gonzalez,30-0,.35294119,51,2,0
Alejandro Gonzalez,30-15,.44999999,60,2,1
Alejandro Gonzalez,30-30,.44680852,47,2,2
Alejandro Gonzalez,30-40,.5,32,2,3
Alejandro Gonzalez,40-0,.36363637,33,3,0
Alejandro Gonzalez,40-15,.24444444,45,3,1
Alejandro Gonzalez,40-30,.35135135,37,3,2
Alejandro Gonzalez,40-40,.47761193,67,3,3
Alejandro Gonzalez,40-50,.1875,32,3,4
Alejandro Gonzalez,50-40,.34285715,35,4,3
Marcos Baghdatis,0-0,.39530334,511,0,0
Marcos Baghdatis,0-15,.36138615,202,0,1
Marcos Baghdatis,0-30,.31506848,73,0,2
Marcos Baghdatis,0-40,.26086956,23,0,3
Marcos Baghdatis,100-100,.29411766,17,7,7
Marcos Baghdatis,100-101,1,2,7,7
Marcos Baghdatis,100-102,.5,2,7,7
Marcos Baghdatis,100-103,0,3,7,7
Marcos Baghdatis,101-102,.5714286,7,7,7
Marcos Baghdatis,101-103,.2857143,7,7,7
Marcos Baghdatis,101-104,1,1,7,7
Marcos Baghdatis,101-105,0,1,7,7
Marcos Baghdatis,101-106,0,1,7,8
Marcos Baghdatis,102-101,.2,5,7,7
Marcos Baghdatis,102-102,.5,4,7,7
Marcos Baghdatis,102-103,0,1,7,7
Marcos Baghdatis,102-105,.5,2,7,7
Marcos Baghdatis,102-106,.5,2,7,8
Marcos Baghdatis,103-100,0,2,7,7
Marcos Baghdatis,103-101,.5,4,7,7
Marcos Baghdatis,103-103,0,1,7,7
Marcos Baghdatis,103-104,.33333334,3,7,7
Marcos Baghdatis,103-105,0,2,7,7
Marcos Baghdatis,103-106,0,1,7,8
Marcos Baghdatis,104-100,.5,2,7,7
Marcos Baghdatis,104-103,.5,10,7,7
Marcos Baghdatis,104-104,.14285715,7,7,7
Marcos Baghdatis,104-105,0,1,7,7
Marcos Baghdatis,104-106,0,1,7,8
Marcos Baghdatis,105-102,0,1,7,7
Marcos Baghdatis,105-103,.40000001,5,7,7
Marcos Baghdatis,105-105,1,1,7,7
Marcos Baghdatis,105-106,.75,4,7,8
Marcos Baghdatis,106-102,0,1,8,7
Marcos Baghdatis,106-105,.2,5,8,7
Marcos Baghdatis,106-106,0,2,8,8
Marcos Baghdatis,107-108,1,2,8,8
Marcos Baghdatis,15-0,.33656958,309,1,0
Marcos Baghdatis,15-15,.35193133,233,1,1
Marcos Baghdatis,15-30,.37878788,132,1,2
Marcos Baghdatis,15-40,.44776121,67,1,3
Marcos Baghdatis,30-0,.29268292,205,2,0
Marcos Baghdatis,30-15,.3507109,211,2,1
Marcos Baghdatis,30-30,.36538461,156,2,2
Marcos Baghdatis,30-40,.4893617,94,2,3
Marcos Baghdatis,40-0,.37931034,145,3,0
Marcos Baghdatis,40-15,.36979166,192,3,1
Marcos Baghdatis,40-30,.41176471,170,3,2
Marcos Baghdatis,40-40,.31779662,236,3,3
Marcos Baghdatis,40-50,.29333332,75,3,4
Marcos Baghdatis,50-40,.4037267,161,4,3
Nick Krygios,0-0,.5,16,0,0
Nick Krygios,0-15,.25,8,0,1
Nick Krygios,0-30,1,2,0,2
Nick Krygios,0-40,.5,2,0,3
Nick Krygios,100-101,0,1,7,7
Nick Krygios,101-101,0,1,7,7
Nick Krygios,103-102,1,1,7,7
Nick Krygios,103-103,0,1,7,7
Nick Krygios,105-104,1,1,7,7
Nick Krygios,105-105,1,1,7,7
Nick Krygios,107-106,1,1,8,8
Nick Krygios,107-107,0,1,8,8
Nick Krygios,15-0,.25,8,1,0
Nick Krygios,15-15,.375,8,1,1
Nick Krygios,15-30,.33333334,3,1,2
Nick Krygios,15-40,.5,2,1,3
Nick Krygios,30-0,.5,6,2,0
Nick Krygios,30-15,.5,8,2,1
Nick Krygios,30-30,.5,6,2,2
Nick Krygios,30-40,0,4,2,3
Nick Krygios,40-0,.33333334,3,3,0
Nick Krygios,40-15,.60000002,5,3,1
Nick Krygios,40-30,.5,6,3,2
Nick Krygios,40-40,.41666666,12,3,3
Nick Krygios,40-50,.2,5,3,4
Nick Krygios,50-40,.14285715,7,4,3
Dennis Novak,0-0,.375,32,0,0
Dennis Novak,0-15,.16666667,12,0,1
Dennis Novak,0-30,.5,2,0,2
Dennis Novak,0-40,1,1,0,3
Dennis Novak,100-100,0,1,7,7
Dennis Novak,102-101,0,1,7,7
Dennis Novak,103-101,0,1,7,7
Dennis Novak,105-102,0,1,7,7
Dennis Novak,106-102,0,1,8,7
Dennis Novak,15-0,.25,20,1,0
Dennis Novak,15-15,.80000001,15,1,1
Dennis Novak,15-30,.46153846,13,1,2
Dennis Novak,15-40,.5,6,1,3
Dennis Novak,30-0,.46666667,15,2,0
Dennis Novak,30-15,.40000001,10,2,1
Dennis Novak,30-30,.18181819,11,2,2
Dennis Novak,30-40,.40000001,5,2,3
Dennis Novak,40-0,.75,8,3,0
Dennis Novak,40-15,.5,12,3,1
Dennis Novak,40-30,.33333334,15,3,2
Dennis Novak,40-40,.33333334,15,3,3
Dennis Novak,40-50,.2,5,3,4
Dennis Novak,50-40,.30000001,10,4,3
Ryan Haviland,0-0,.40000001,15,0,0
Ryan Haviland,0-15,.16666667,6,0,1
Ryan Haviland,0-30,1,1,0,2
Ryan Haviland,0-40,1,1,0,3
Ryan Haviland,15-0,.11111111,9,1,0
Ryan Haviland,15-15,.5,6,1,1
Ryan Haviland,15-30,0,3,1,2
Ryan Haviland,30-0,.125,8,2,0
Ryan Haviland,30-15,.5,4,2,1
Ryan Haviland,30-30,0,5,2,2
Ryan Haviland,40-0,.42857143,7,3,0
Ryan Haviland,40-15,.40000001,5,3,1
Ryan Haviland,40-30,.5714286,7,3,2
Ryan Haviland,40-40,.5714286,7,3,3
Ryan Haviland,40-50,.5,4,3,4
Ryan Haviland,50-40,.33333334,3,4,3
Kenny de Schepper,0-0,.30000001,130,0,0
Kenny de Schepper,0-15,.30769232,39,0,1
Kenny de Schepper,0-30,.25,12,0,2
Kenny de Schepper,0-40,.33333334,3,0,3
Kenny de Schepper,100-101,.40000001,5,7,7
Kenny de Schepper,100-102,.5,2,7,7
Kenny de Schepper,101-101,.33333334,3,7,7
Kenny de Schepper,101-104,0,1,7,7
Kenny de Schepper,102-103,.33333334,3,7,7
Kenny de Schepper,102-104,0,2,7,7
Kenny de Schepper,103-102,0,1,7,7
Kenny de Schepper,103-103,0,2,7,7
Kenny de Schepper,104-102,0,1,7,7
Kenny de Schepper,104-105,1,3,7,7
Kenny de Schepper,104-106,.33333334,3,7,8
Kenny de Schepper,105-104,0,1,7,7
Kenny de Schepper,106-104,0,1,8,7
Kenny de Schepper,15-0,.31868133,91,1,0
Kenny de Schepper,15-15,.2857143,56,1,1
Kenny de Schepper,15-30,.12,25,1,2
Kenny de Schepper,15-40,.2,5,1,3
Kenny de Schepper,30-0,.27419356,62,2,0
Kenny de Schepper,30-15,.21052632,57,2,1
Kenny de Schepper,30-30,.32352942,34,2,2
Kenny de Schepper,30-40,.33333334,15,2,3
Kenny de Schepper,40-0,.33333334,45,3,0
Kenny de Schepper,40-15,.38333333,60,3,1
Kenny de Schepper,40-30,.17391305,46,3,2
Kenny de Schepper,40-40,.41935483,31,3,3
Kenny de Schepper,40-50,.23076923,13,3,4
Kenny de Schepper,50-40,.16666667,18,4,3
David Vega Hernandez,0-0,.625,8,0,0
David Vega Hernandez,0-15,.2,5,0,1
David Vega Hernandez,0-30,0,1,0,2
David Vega Hernandez,15-0,.33333334,3,1,0
David Vega Hernandez,15-15,.40000001,5,1,1
David Vega Hernandez,15-30,0,3,1,2
David Vega Hernandez,30-0,.5,2,2,0
David Vega Hernandez,30-15,.75,4,2,1
David Vega Hernandez,30-30,.5,6,2,2
David Vega Hernandez,30-40,.33333334,3,2,3
David Vega Hernandez,40-0,0,1,3,0
David Vega Hernandez,40-15,0,1,3,1
David Vega Hernandez,40-30,0,3,3,2
David Vega Hernandez,40-40,.40000001,5,3,3
David Vega Hernandez,40-50,.5,2,3,4
David Vega Hernandez,50-40,.66666669,3,4,3
Robin Haase,0-0,.33333334,450,0,0
Robin Haase,0-15,.33333334,150,0,1
Robin Haase,0-30,.36000001,50,0,2
Robin Haase,0-40,.5,18,0,3
Robin Haase,100-100,.40000001,10,7,7
Robin Haase,100-101,.33333334,3,7,7
Robin Haase,100-102,0,1,7,7
Robin Haase,100-103,.33333334,3,7,7
Robin Haase,100-104,0,1,7,7
Robin Haase,101-100,0,1,7,7
Robin Haase,101-101,0,2,7,7
Robin Haase,101-102,.33333334,3,7,7
Robin Haase,101-103,.33333334,3,7,7
Robin Haase,101-104,0,1,7,7
Robin Haase,102-100,0,1,7,7
Robin Haase,102-101,.33333334,3,7,7
Robin Haase,102-102,.66666669,3,7,7
Robin Haase,102-104,1,1,7,7
Robin Haase,102-105,0,4,7,7
Robin Haase,103-100,0,1,7,7
Robin Haase,103-101,.5,2,7,7
Robin Haase,103-102,.33333334,3,7,7
Robin Haase,103-103,0,1,7,7
Robin Haase,103-104,0,3,7,7
Robin Haase,103-105,.5,4,7,7
Robin Haase,104-100,0,1,7,7
Robin Haase,104-102,0,2,7,7
Robin Haase,104-103,0,1,7,7
Robin Haase,104-104,.66666669,3,7,7
Robin Haase,105-102,0,1,7,7
Robin Haase,105-103,0,1,7,7
Robin Haase,105-104,0,1,7,7
Robin Haase,105-106,.5,2,7,8
Robin Haase,106-101,0,1,8,7
Robin Haase,106-102,1,1,8,7
Robin Haase,106-103,.5,2,8,7
Robin Haase,106-104,0,2,8,7
Robin Haase,106-105,0,1,8,7
Robin Haase,106-106,1,1,8,8
Robin Haase,15-0,.38,300,1,0
Robin Haase,15-15,.35514018,214,1,1
Robin Haase,15-30,.3888889,108,1,2
Robin Haase,15-40,.37254903,51,1,3
Robin Haase,30-0,.3172043,186,2,0
Robin Haase,30-15,.34010151,197,2,1
Robin Haase,30-30,.42105263,133,2,2
Robin Haase,30-40,.39772728,88,2,3
Robin Haase,40-0,.4566929,127,3,0
Robin Haase,40-15,.32978722,188,3,1
Robin Haase,40-30,.33812949,139,3,2
Robin Haase,40-40,.33128834,163,3,3
Robin Haase,40-50,.55555558,54,3,4
Robin Haase,50-40,.35779816,109,4,3
Gilles Simon,0-0,.37399465,746,0,0
Gilles Simon,0-15,.44802868,279,0,1
Gilles Simon,0-30,.41600001,125,0,2
Gilles Simon,0-40,.40384614,52,0,3
Gilles Simon,100-100,.3125,16,7,7
Gilles Simon,100-101,.40000001,5,7,7
Gilles Simon,100-102,0,2,7,7
Gilles Simon,100-103,.66666669,3,7,7
Gilles Simon,100-104,0,2,7,7
Gilles Simon,101-100,0,1,7,7
Gilles Simon,101-101,0,3,7,7
Gilles Simon,101-102,.60000002,5,7,7
Gilles Simon,101-103,.25,4,7,7
Gilles Simon,101-106,0,1,7,8
Gilles Simon,102-100,1,1,7,7
Gilles Simon,102-101,.5714286,7,7,7
Gilles Simon,102-102,.5,6,7,7
Gilles Simon,102-103,.5,2,7,7
Gilles Simon,102-104,0,1,7,7
Gilles Simon,102-105,.33333334,3,7,7
Gilles Simon,102-106,.5,2,7,8
Gilles Simon,103-100,0,1,7,7
Gilles Simon,103-101,1,3,7,7
Gilles Simon,103-102,.5,2,7,7
Gilles Simon,103-103,0,2,7,7
Gilles Simon,103-104,.375,8,7,7
Gilles Simon,103-105,.2,5,7,7
Gilles Simon,103-106,1,1,7,8
Gilles Simon,104-100,0,1,7,7
Gilles Simon,104-101,1,2,7,7
Gilles Simon,104-102,.66666669,3,7,7
Gilles Simon,104-103,.33333334,3,7,7
Gilles Simon,104-104,.5,6,7,7
Gilles Simon,104-105,0,1,7,7
Gilles Simon,105-103,.5,2,7,7
Gilles Simon,105-104,.66666669,3,7,7
Gilles Simon,105-105,.66666669,3,7,7
Gilles Simon,105-106,.5,6,7,8
Gilles Simon,106-103,1,1,8,7
Gilles Simon,106-104,0,2,8,7
Gilles Simon,106-105,.33333334,6,8,7
Gilles Simon,106-106,.40000001,5,8,8
Gilles Simon,107-106,0,1,8,8
Gilles Simon,107-108,0,1,8,8
Gilles Simon,108-108,0,1,8,8
Gilles Simon,15-0,.39186296,467,1,0
Gilles Simon,15-15,.37388724,337,1,1
Gilles Simon,15-30,.52261305,199,1,2
Gilles Simon,15-40,.48888889,135,1,3
Gilles Simon,30-0,.34507042,284,2,0
Gilles Simon,30-15,.37216827,309,2,1
Gilles Simon,30-30,.42380953,210,2,2
Gilles Simon,30-40,.4556962,158,2,3
Gilles Simon,40-0,.40322581,186,3,0
Gilles Simon,40-15,.33457249,269,3,1
Gilles Simon,40-30,.3364929,211,3,2
Gilles Simon,40-40,.44839859,281,3,3
Gilles Simon,40-50,.46031746,126,3,4
Gilles Simon,50-40,.36129034,155,4,3
Aslan Karatsev,0-0,.44,25,0,0
Aslan Karatsev,0-15,.54545456,11,0,1
Aslan Karatsev,0-30,.33333334,6,0,2
Aslan Karatsev,0-40,.5,2,0,3
Aslan Karatsev,100-100,0,1,7,7
Aslan Karatsev,101-102,0,1,7,7
Aslan Karatsev,102-102,0,1,7,7
Aslan Karatsev,105-102,1,1,7,7
Aslan Karatsev,105-103,0,1,7,7
Aslan Karatsev,15-0,.21428572,14,1,0
Aslan Karatsev,15-15,.375,8,1,1
Aslan Karatsev,15-30,.5714286,7,1,2
Aslan Karatsev,15-40,.40000001,5,1,3
Aslan Karatsev,30-0,.45454547,11,2,0
Aslan Karatsev,30-15,.60000002,10,2,1
Aslan Karatsev,30-30,.66666669,9,2,2
Aslan Karatsev,30-40,.22222222,9,2,3
Aslan Karatsev,40-0,0,6,3,0
Aslan Karatsev,40-15,.5,4,3,1
Aslan Karatsev,40-30,.2,5,3,2
Aslan Karatsev,40-40,.5714286,14,3,3
Aslan Karatsev,40-50,.5,8,3,4
Aslan Karatsev,50-40,.33333334,6,4,3
Niels Desein,0-0,.21428572,14,0,0
Niels Desein,0-15,0,3,0,1
Niels Desein,15-0,.36363637,11,1,0
Niels Desein,15-15,.2857143,7,1,1
Niels Desein,15-30,.5,2,1,2
Niels Desein,15-40,0,1,1,3
Niels Desein,30-0,.2857143,7,2,0
Niels Desein,30-15,.42857143,7,2,1
Niels Desein,30-30,.25,4,2,2
Niels Desein,30-40,0,2,2,3
Niels Desein,40-0,.40000001,5,3,0
Niels Desein,40-15,.16666667,6,3,1
Niels Desein,40-30,.25,4,3,2
Niels Desein,40-40,0,3,3,3
Niels Desein,50-40,0,3,4,3
Jan-Lennard Struff,0-0,.38387096,310,0,0
Jan-Lennard Struff,0-15,.40336135,119,0,1
Jan-Lennard Struff,0-30,.375,48,0,2
Jan-Lennard Struff,0-40,.27777779,18,0,3
Jan-Lennard Struff,100-100,.33333334,9,7,7
Jan-Lennard Struff,100-101,.2,5,7,7
Jan-Lennard Struff,100-102,0,1,7,7
Jan-Lennard Struff,100-103,.66666669,3,7,7
Jan-Lennard Struff,100-104,.5,2,7,7
Jan-Lennard Struff,101-100,.5,4,7,7
Jan-Lennard Struff,101-101,.5,6,7,7
Jan-Lennard Struff,101-102,.5,4,7,7
