returnername,gamescore,returnPointProbability,returnPointFreq,opponentScore,playerScore
Benjamin Becker,102-106,1,1,7,8
Benjamin Becker,103-100,.33333334,3,7,7
Benjamin Becker,103-101,.5,2,7,7
Benjamin Becker,103-102,.66666669,3,7,7
Benjamin Becker,103-103,.66666669,3,7,7
Benjamin Becker,103-104,.5,4,7,7
Benjamin Becker,103-105,.33333334,3,7,7
Benjamin Becker,103-106,0,1,7,8
Benjamin Becker,104-100,.5,2,7,7
Benjamin Becker,104-102,0,1,7,7
Benjamin Becker,104-103,0,1,7,7
Benjamin Becker,104-104,.5,2,7,7
Benjamin Becker,104-105,1,2,7,7
Benjamin Becker,104-106,.33333334,3,7,8
Benjamin Becker,105-102,0,2,7,7
Benjamin Becker,105-103,0,1,7,7
Benjamin Becker,105-104,0,1,7,7
Benjamin Becker,106-102,0,2,8,7
Benjamin Becker,106-104,1,1,8,7
Benjamin Becker,106-105,.5,2,8,7
Benjamin Becker,106-106,0,1,8,8
Benjamin Becker,106-107,1,1,8,8
Benjamin Becker,107-106,0,1,8,8
Benjamin Becker,107-108,0,1,8,8
Benjamin Becker,108-108,0,1,8,8
Benjamin Becker,109-110,0,1,8,8
Benjamin Becker,110-110,1,1,8,8
Benjamin Becker,15-0,.31838566,223,1,0
Benjamin Becker,15-15,.32075471,159,1,1
Benjamin Becker,15-30,.29268292,82,1,2
Benjamin Becker,15-40,.3611111,36,1,3
Benjamin Becker,30-0,.31578946,152,2,0
Benjamin Becker,30-15,.41025642,156,2,1
Benjamin Becker,30-30,.33606556,122,2,2
Benjamin Becker,30-40,.53125,64,2,3
Benjamin Becker,40-0,.24038461,104,3,0
Benjamin Becker,40-15,.34188035,117,3,1
Benjamin Becker,40-30,.33057851,121,3,2
Benjamin Becker,40-40,.33774835,151,3,3
Benjamin Becker,40-50,.33333334,51,3,4
Benjamin Becker,50-40,.47,100,4,3
Mate Delic,0-0,.39473686,38,0,0
Mate Delic,0-15,.40000001,15,0,1
Mate Delic,0-30,.33333334,6,0,2
Mate Delic,0-40,0,2,0,3
Mate Delic,15-0,.26086956,23,1,0
Mate Delic,15-15,.26666668,15,1,1
Mate Delic,15-30,.625,8,1,2
Mate Delic,15-40,.14285715,7,1,3
Mate Delic,30-0,.35294119,17,2,0
Mate Delic,30-15,.23529412,17,2,1
Mate Delic,30-30,.2857143,7,2,2
Mate Delic,30-40,.25,8,2,3
Mate Delic,40-0,.36363637,11,3,0
Mate Delic,40-15,.35294119,17,3,1
Mate Delic,40-30,.27272728,11,3,2
Mate Delic,40-40,.42857143,14,3,3
Mate Delic,40-50,.16666667,6,3,4
Mate Delic,50-40,0,8,4,3
Jo-Wilfried Tsonga,0-0,.32118055,576,0,0
Jo-Wilfried Tsonga,0-15,.31351352,185,0,1
Jo-Wilfried Tsonga,0-30,.37931034,58,0,2
Jo-Wilfried Tsonga,0-40,.54545456,22,0,3
Jo-Wilfried Tsonga,100-100,.2,10,7,7
Jo-Wilfried Tsonga,100-101,.2,10,7,7
Jo-Wilfried Tsonga,100-102,0,2,7,7
Jo-Wilfried Tsonga,101-100,.33333334,3,7,7
Jo-Wilfried Tsonga,101-101,.44444445,9,7,7
Jo-Wilfried Tsonga,101-102,.5714286,7,7,7
Jo-Wilfried Tsonga,101-103,.5,4,7,7
Jo-Wilfried Tsonga,101-104,.2,5,7,7
Jo-Wilfried Tsonga,101-105,0,1,7,7
Jo-Wilfried Tsonga,101-106,0,2,7,8
Jo-Wilfried Tsonga,102-100,.5,2,7,7
Jo-Wilfried Tsonga,102-101,.5,2,7,7
Jo-Wilfried Tsonga,102-102,0,4,7,7
Jo-Wilfried Tsonga,102-103,.25,4,7,7
Jo-Wilfried Tsonga,102-104,.40000001,5,7,7
Jo-Wilfried Tsonga,102-105,0,1,7,7
Jo-Wilfried Tsonga,102-106,0,2,7,8
Jo-Wilfried Tsonga,103-100,0,1,7,7
Jo-Wilfried Tsonga,103-101,0,1,7,7
Jo-Wilfried Tsonga,103-102,.66666669,3,7,7
Jo-Wilfried Tsonga,103-103,.2,5,7,7
Jo-Wilfried Tsonga,103-104,0,3,7,7
Jo-Wilfried Tsonga,103-105,1,1,7,7
Jo-Wilfried Tsonga,103-106,.33333334,3,7,8
Jo-Wilfried Tsonga,104-100,0,1,7,7
Jo-Wilfried Tsonga,104-101,0,1,7,7
Jo-Wilfried Tsonga,104-102,0,1,7,7
Jo-Wilfried Tsonga,104-103,.33333334,3,7,7
Jo-Wilfried Tsonga,104-104,.25,4,7,7
Jo-Wilfried Tsonga,104-105,.33333334,6,7,7
Jo-Wilfried Tsonga,104-106,.25,4,7,8
Jo-Wilfried Tsonga,105-101,0,1,7,7
Jo-Wilfried Tsonga,105-103,0,2,7,7
Jo-Wilfried Tsonga,105-104,.5,2,7,7
Jo-Wilfried Tsonga,105-105,.40000001,5,7,7
Jo-Wilfried Tsonga,105-106,0,3,7,8
Jo-Wilfried Tsonga,106-101,0,1,8,7
Jo-Wilfried Tsonga,106-103,0,1,8,7
Jo-Wilfried Tsonga,106-104,0,1,8,7
Jo-Wilfried Tsonga,106-105,0,1,8,7
Jo-Wilfried Tsonga,106-106,.66666669,3,8,8
Jo-Wilfried Tsonga,106-107,0,2,8,8
Jo-Wilfried Tsonga,107-106,.5,2,8,8
Jo-Wilfried Tsonga,107-107,.33333334,3,8,8
Jo-Wilfried Tsonga,107-108,0,1,8,8
Jo-Wilfried Tsonga,108-108,1,1,8,8
Jo-Wilfried Tsonga,108-109,.5,2,8,8
Jo-Wilfried Tsonga,109-109,0,1,8,8
Jo-Wilfried Tsonga,15-0,.38107416,391,1,0
Jo-Wilfried Tsonga,15-15,.32971016,276,1,1
Jo-Wilfried Tsonga,15-30,.39370078,127,1,2
Jo-Wilfried Tsonga,15-40,.34999999,60,1,3
Jo-Wilfried Tsonga,30-0,.31818181,242,2,0
Jo-Wilfried Tsonga,30-15,.33969465,262,2,1
Jo-Wilfried Tsonga,30-30,.33132529,166,2,2
Jo-Wilfried Tsonga,30-40,.38297874,94,2,3
Jo-Wilfried Tsonga,40-0,.29090908,165,3,0
Jo-Wilfried Tsonga,40-15,.33484164,221,3,1
Jo-Wilfried Tsonga,40-30,.4054054,185,3,2
Jo-Wilfried Tsonga,40-40,.36199096,221,3,3
Jo-Wilfried Tsonga,40-50,.32499999,80,3,4
Jo-Wilfried Tsonga,50-40,.24113475,141,4,3
Denis Istomin,0-0,.33569741,423,0,0
Denis Istomin,0-15,.36619717,142,0,1
Denis Istomin,0-30,.25,52,0,2
Denis Istomin,0-40,.53846157,13,0,3
Denis Istomin,100-100,0,3,7,7
Denis Istomin,100-101,.33333334,9,7,7
Denis Istomin,100-102,.66666669,3,7,7
Denis Istomin,100-105,.5,2,7,7
Denis Istomin,100-106,0,1,7,8
Denis Istomin,101-100,.66666669,3,7,7
Denis Istomin,101-101,.375,8,7,7
Denis Istomin,101-102,.5,2,7,7
Denis Istomin,101-103,1,1,7,7
Denis Istomin,101-104,1,1,7,7
Denis Istomin,101-105,.5,2,7,7
Denis Istomin,101-106,1,1,7,8
Denis Istomin,102-100,0,1,7,7
Denis Istomin,102-101,0,1,7,7
Denis Istomin,102-102,0,1,7,7
Denis Istomin,102-103,.40000001,5,7,7
Denis Istomin,102-104,0,2,7,7
Denis Istomin,103-101,0,1,7,7
Denis Istomin,103-102,.33333334,3,7,7
Denis Istomin,103-103,.25,4,7,7
Denis Istomin,103-104,1,1,7,7
Denis Istomin,103-105,0,1,7,7
Denis Istomin,103-106,0,1,7,8
Denis Istomin,104-101,0,1,7,7
Denis Istomin,104-102,1,2,7,7
Denis Istomin,104-105,0,3,7,7
Denis Istomin,104-106,0,1,7,8
Denis Istomin,105-101,1,1,7,7
Denis Istomin,105-102,1,1,7,7
Denis Istomin,105-103,0,1,7,7
Denis Istomin,105-104,.60000002,5,7,7
Denis Istomin,105-105,.5,6,7,7
Denis Istomin,106-103,0,1,8,7
Denis Istomin,106-104,0,2,8,7
Denis Istomin,106-107,.66666669,3,8,8
Denis Istomin,107-106,0,1,8,8
Denis Istomin,107-107,0,1,8,8
Denis Istomin,108-109,1,1,8,8
Denis Istomin,15-0,.37010676,281,1,0
Denis Istomin,15-15,.31443298,194,1,1
Denis Istomin,15-30,.38,100,1,2
Denis Istomin,15-40,.34090909,44,1,3
Denis Istomin,30-0,.33898306,177,2,0
Denis Istomin,30-15,.39378238,193,2,1
Denis Istomin,30-30,.37681159,138,2,2
Denis Istomin,30-40,.41975307,81,2,3
Denis Istomin,40-0,.35897437,117,3,0
Denis Istomin,40-15,.36477986,159,3,1
Denis Istomin,40-30,.3611111,144,3,2
Denis Istomin,40-40,.31521741,184,3,3
Denis Istomin,40-50,.36206895,58,3,4
Denis Istomin,50-40,.38095239,126,4,3
Daniel Gimeno-Traver,0-0,.35446686,347,0,0
Daniel Gimeno-Traver,0-15,.34959349,123,0,1
Daniel Gimeno-Traver,0-30,.48837209,43,0,2
Daniel Gimeno-Traver,0-40,.42857143,21,0,3
Daniel Gimeno-Traver,100-100,.44444445,9,7,7
Daniel Gimeno-Traver,100-101,0,2,7,7
Daniel Gimeno-Traver,101-100,0,2,7,7
Daniel Gimeno-Traver,101-101,1,2,7,7
Daniel Gimeno-Traver,101-102,.40000001,5,7,7
Daniel Gimeno-Traver,101-103,.5,2,7,7
Daniel Gimeno-Traver,102-100,.5,2,7,7
Daniel Gimeno-Traver,102-101,0,1,7,7
Daniel Gimeno-Traver,102-102,.66666669,3,7,7
Daniel Gimeno-Traver,102-103,0,2,7,7
Daniel Gimeno-Traver,102-105,.5,2,7,7
Daniel Gimeno-Traver,102-106,1,1,7,8
Daniel Gimeno-Traver,103-100,.33333334,3,7,7
Daniel Gimeno-Traver,103-101,.5,2,7,7
Daniel Gimeno-Traver,103-102,0,1,7,7
Daniel Gimeno-Traver,103-103,1,2,7,7
Daniel Gimeno-Traver,103-104,.5,2,7,7
Daniel Gimeno-Traver,103-105,0,2,7,7
Daniel Gimeno-Traver,104-100,0,2,7,7
Daniel Gimeno-Traver,104-101,0,1,7,7
Daniel Gimeno-Traver,104-102,0,1,7,7
Daniel Gimeno-Traver,104-103,0,3,7,7
Daniel Gimeno-Traver,104-104,0,1,7,7
Daniel Gimeno-Traver,104-105,0,2,7,7
Daniel Gimeno-Traver,105-101,0,1,7,7
Daniel Gimeno-Traver,105-102,.5,2,7,7
Daniel Gimeno-Traver,105-103,.25,4,7,7
Daniel Gimeno-Traver,105-105,.5,2,7,7
Daniel Gimeno-Traver,105-106,.66666669,3,7,8
Daniel Gimeno-Traver,106-102,0,1,8,7
Daniel Gimeno-Traver,106-103,0,2,8,7
Daniel Gimeno-Traver,106-105,1,2,8,7
Daniel Gimeno-Traver,106-106,.33333334,3,8,8
Daniel Gimeno-Traver,107-108,0,1,8,8
Daniel Gimeno-Traver,108-108,0,1,8,8
Daniel Gimeno-Traver,15-0,.4330357,224,1,0
Daniel Gimeno-Traver,15-15,.33333334,177,1,1
Daniel Gimeno-Traver,15-30,.35802469,81,1,2
Daniel Gimeno-Traver,15-40,.2682927,41,1,3
Daniel Gimeno-Traver,30-0,.37795275,127,2,0
Daniel Gimeno-Traver,30-15,.37349397,166,2,1
Daniel Gimeno-Traver,30-30,.36842105,114,2,2
Daniel Gimeno-Traver,30-40,.3611111,72,2,3
Daniel Gimeno-Traver,40-0,.36708862,79,3,0
Daniel Gimeno-Traver,40-15,.33834586,133,3,1
Daniel Gimeno-Traver,40-30,.2820513,117,3,2
Daniel Gimeno-Traver,40-40,.39726028,146,3,3
Daniel Gimeno-Traver,40-50,.27586207,58,3,4
Daniel Gimeno-Traver,50-40,.28409091,88,4,3
Andrey Golubev,0-0,.31481481,162,0,0
Andrey Golubev,0-15,.3137255,51,0,1
Andrey Golubev,0-30,.4375,16,0,2
Andrey Golubev,0-40,.42857143,7,0,3
Andrey Golubev,100-100,.25,4,7,7
Andrey Golubev,100-101,0,1,7,7
Andrey Golubev,101-101,1,1,7,7
Andrey Golubev,101-102,0,1,7,7
Andrey Golubev,101-104,0,1,7,7
Andrey Golubev,102-101,.33333334,3,7,7
Andrey Golubev,102-102,.5,2,7,7
Andrey Golubev,102-104,0,1,7,7
Andrey Golubev,102-105,1,1,7,7
Andrey Golubev,102-106,0,1,7,8
Andrey Golubev,103-101,.5,2,7,7
Andrey Golubev,103-104,0,1,7,7
Andrey Golubev,103-106,0,1,7,8
Andrey Golubev,104-104,1,1,7,7
Andrey Golubev,104-106,0,1,7,8
Andrey Golubev,105-102,1,2,7,7
Andrey Golubev,105-103,.5,2,7,7
Andrey Golubev,105-106,0,1,7,8
Andrey Golubev,106-106,1,1,8,8
Andrey Golubev,15-0,.38738739,111,1,0
Andrey Golubev,15-15,.41025642,78,1,1
Andrey Golubev,15-30,.36585367,41,1,2
Andrey Golubev,15-40,.31578946,19,1,3
Andrey Golubev,30-0,.30882353,68,2,0
Andrey Golubev,30-15,.37313432,67,2,1
Andrey Golubev,30-30,.43137255,51,2,2
Andrey Golubev,30-40,.42857143,35,2,3
Andrey Golubev,40-0,.38297874,47,3,0
Andrey Golubev,40-15,.34999999,60,3,1
Andrey Golubev,40-30,.30000001,50,3,2
Andrey Golubev,40-40,.40789473,76,3,3
Andrey Golubev,40-50,.41935483,31,3,4
Andrey Golubev,50-40,.51111114,45,4,3
Michal Przysiezny,0-0,.4848485,33,0,0
Michal Przysiezny,0-15,.125,16,0,1
Michal Przysiezny,0-30,.5,2,0,2
Michal Przysiezny,0-40,0,1,0,3
Michal Przysiezny,101-100,0,1,7,7
Michal Przysiezny,102-100,0,1,7,7
Michal Przysiezny,104-101,0,1,7,7
Michal Przysiezny,105-101,0,1,7,7
Michal Przysiezny,15-0,.17647059,17,1,0
Michal Przysiezny,15-15,.41176471,17,1,1
Michal Przysiezny,15-30,.25,8,1,2
Michal Przysiezny,15-40,0,3,1,3
Michal Przysiezny,30-0,.21428572,14,2,0
Michal Przysiezny,30-15,.23076923,13,2,1
Michal Przysiezny,30-30,.33333334,9,2,2
Michal Przysiezny,30-40,.5,6,2,3
Michal Przysiezny,40-0,.36363637,11,3,0
Michal Przysiezny,40-15,.2857143,14,3,1
Michal Przysiezny,40-30,.1,10,3,2
Michal Przysiezny,40-40,.16666667,6,3,3
Michal Przysiezny,40-50,1,1,3,4
Michal Przysiezny,50-40,.40000001,5,4,3
Taylor Harry Fritz,0-0,.44444445,18,0,0
Taylor Harry Fritz,0-15,.625,8,0,1
Taylor Harry Fritz,0-30,.2,5,0,2
Taylor Harry Fritz,0-40,1,1,0,3
Taylor Harry Fritz,15-0,.30000001,10,1,0
Taylor Harry Fritz,15-15,.66666669,6,1,1
Taylor Harry Fritz,15-30,.25,8,1,2
Taylor Harry Fritz,15-40,.5,2,1,3
Taylor Harry Fritz,30-0,.14285715,7,2,0
Taylor Harry Fritz,30-15,0,3,2,1
Taylor Harry Fritz,30-30,.5,6,2,2
Taylor Harry Fritz,30-40,.25,4,2,3
Taylor Harry Fritz,40-0,.16666667,6,3,0
Taylor Harry Fritz,40-15,.5,4,3,1
Taylor Harry Fritz,40-30,.60000002,5,3,2
Taylor Harry Fritz,40-40,.625,16,3,3
Taylor Harry Fritz,40-50,.2,10,3,4
Taylor Harry Fritz,50-40,.33333334,6,4,3
Takuto Niki,0-0,.2,10,0,0
Takuto Niki,0-15,1,2,0,1
Takuto Niki,0-30,0,2,0,2
Takuto Niki,15-0,.25,8,1,0
Takuto Niki,15-15,1,2,1,1
Takuto Niki,15-30,.25,4,1,2
Takuto Niki,15-40,1,1,1,3
Takuto Niki,30-0,.5,6,2,0
Takuto Niki,30-15,.33333334,3,2,1
Takuto Niki,30-30,.75,4,2,2
Takuto Niki,30-40,.33333334,3,2,3
Takuto Niki,40-0,.33333334,3,3,0
Takuto Niki,40-15,.33333334,3,3,1
Takuto Niki,40-30,.5,2,3,2
Takuto Niki,40-40,0,3,3,3
Takuto Niki,50-40,0,3,4,3
Michael Venus,0-0,.25925925,27,0,0
Michael Venus,0-15,.14285715,7,0,1
Michael Venus,0-30,0,1,0,2
Michael Venus,100-101,0,1,7,7
Michael Venus,101-101,0,1,7,7
Michael Venus,102-103,0,1,7,7
Michael Venus,103-103,1,1,7,7
Michael Venus,104-105,1,1,7,7
Michael Venus,104-106,0,1,7,8
Michael Venus,106-107,0,1,8,8
Michael Venus,107-107,0,1,8,8
Michael Venus,15-0,.34999999,20,1,0
Michael Venus,15-15,.30769232,13,1,1
Michael Venus,15-30,.2,5,1,2
Michael Venus,15-40,0,1,1,3
Michael Venus,30-0,.23076923,13,2,0
Michael Venus,30-15,.083333336,12,2,1
Michael Venus,30-30,.60000002,5,2,2
Michael Venus,30-40,.5,4,2,3
Michael Venus,40-0,.30000001,10,3,0
Michael Venus,40-15,.14285715,14,3,1
Michael Venus,40-30,.25,4,3,2
Michael Venus,40-40,.33333334,3,3,3
Michael Venus,40-50,1,1,3,4
Michael Venus,50-40,0,2,4,3
Pablo Andujar,0-0,.35176992,452,0,0
Pablo Andujar,0-15,.4591195,159,0,1
Pablo Andujar,0-30,.5479452,73,0,2
Pablo Andujar,0-40,.57499999,40,0,3
Pablo Andujar,100-100,.2857143,7,7,7
Pablo Andujar,100-101,.5,2,7,7
Pablo Andujar,100-102,1,1,7,7
Pablo Andujar,100-103,0,1,7,7
Pablo Andujar,101-100,.75,4,7,7
Pablo Andujar,101-101,0,4,7,7
Pablo Andujar,101-103,0,1,7,7
Pablo Andujar,101-104,1,1,7,7
Pablo Andujar,101-105,0,1,7,7
Pablo Andujar,102-100,0,1,7,7
Pablo Andujar,102-101,.2,5,7,7
Pablo Andujar,102-102,0,1,7,7
Pablo Andujar,102-103,.5,2,7,7
Pablo Andujar,102-104,0,1,7,7
Pablo Andujar,102-105,1,1,7,7
Pablo Andujar,102-106,0,1,7,8
Pablo Andujar,103-100,0,1,7,7
Pablo Andujar,103-101,.25,4,7,7
Pablo Andujar,103-102,0,3,7,7
Pablo Andujar,103-103,1,1,7,7
Pablo Andujar,103-104,1,1,7,7
Pablo Andujar,103-105,1,1,7,7
Pablo Andujar,103-106,0,1,7,8
Pablo Andujar,104-100,0,1,7,7
Pablo Andujar,104-102,1,3,7,7
Pablo Andujar,104-103,0,1,7,7
Pablo Andujar,104-105,0,3,7,7
Pablo Andujar,104-106,0,1,7,8
Pablo Andujar,105-102,.33333334,3,7,7
Pablo Andujar,105-103,1,2,7,7
Pablo Andujar,105-104,0,1,7,7
Pablo Andujar,105-105,0,3,7,7
Pablo Andujar,106-101,1,1,8,7
Pablo Andujar,106-102,.66666669,3,8,7
Pablo Andujar,106-103,0,1,8,7
Pablo Andujar,106-104,0,1,8,7
Pablo Andujar,106-105,1,1,8,7
Pablo Andujar,106-106,1,1,8,8
Pablo Andujar,107-106,0,1,8,8
Pablo Andujar,15-0,.47440273,293,1,0
Pablo Andujar,15-15,.4311111,225,1,1
Pablo Andujar,15-30,.36153847,130,1,2
Pablo Andujar,15-40,.40625,64,1,3
Pablo Andujar,30-0,.33766234,154,2,0
Pablo Andujar,30-15,.40000001,180,2,1
Pablo Andujar,30-30,.43225807,155,2,2
Pablo Andujar,30-40,.45714286,105,2,3
Pablo Andujar,40-0,.42156863,102,3,0
Pablo Andujar,40-15,.37086093,151,3,1
Pablo Andujar,40-30,.47916666,144,3,2
Pablo Andujar,40-40,.38321167,274,3,3
Pablo Andujar,40-50,.31428573,105,3,4
Pablo Andujar,50-40,.44970414,169,4,3
Nicolas Barrientos,0-0,.30769232,13,0,0
Nicolas Barrientos,0-15,.25,4,0,1
Nicolas Barrientos,0-30,0,1,0,2
Nicolas Barrientos,15-0,.33333334,9,1,0
Nicolas Barrientos,15-15,.33333334,6,1,1
Nicolas Barrientos,15-30,.66666669,3,1,2
Nicolas Barrientos,15-40,0,2,1,3
Nicolas Barrientos,30-0,.66666669,6,2,0
Nicolas Barrientos,30-15,.625,8,2,1
Nicolas Barrientos,30-30,.33333334,6,2,2
Nicolas Barrientos,30-40,.5,4,2,3
Nicolas Barrientos,40-0,0,2,3,0
Nicolas Barrientos,40-15,.33333334,3,3,1
Nicolas Barrientos,40-30,.60000002,5,3,2
Nicolas Barrientos,40-40,.1,10,3,3
Nicolas Barrientos,40-50,0,1,3,4
Nicolas Barrientos,50-40,.44444445,9,4,3
Marinko Matosevic,0-0,.38541666,192,0,0
Marinko Matosevic,0-15,.37837839,74,0,1
Marinko Matosevic,0-30,.4642857,28,0,2
Marinko Matosevic,0-40,.53846157,13,0,3
Marinko Matosevic,100-100,.33333334,3,7,7
Marinko Matosevic,100-101,1,1,7,7
Marinko Matosevic,100-102,0,1,7,7
Marinko Matosevic,101-104,0,1,7,7
Marinko Matosevic,102-101,.5,2,7,7
Marinko Matosevic,102-102,1,1,7,7
Marinko Matosevic,102-104,0,1,7,7
Marinko Matosevic,103-100,0,1,7,7
Marinko Matosevic,103-101,0,1,7,7
Marinko Matosevic,104-100,0,1,7,7
Marinko Matosevic,104-103,0,1,7,7
Marinko Matosevic,105-102,0,1,7,7
Marinko Matosevic,105-103,0,1,7,7
Marinko Matosevic,105-104,1,1,7,7
Marinko Matosevic,105-105,1,1,7,7
Marinko Matosevic,106-102,0,1,8,7
Marinko Matosevic,106-107,0,1,8,8
Marinko Matosevic,107-107,0,1,8,8
Marinko Matosevic,15-0,.41525424,118,1,0
Marinko Matosevic,15-15,.37894738,95,1,1
Marinko Matosevic,15-30,.37254903,51,1,2
Marinko Matosevic,15-40,.47999999,25,1,3
Marinko Matosevic,30-0,.31884059,69,2,0
Marinko Matosevic,30-15,.54320985,81,2,1
Marinko Matosevic,30-30,.40789473,76,2,2
Marinko Matosevic,30-40,.52272725,44,2,3
Marinko Matosevic,40-0,.34042552,47,3,0
Marinko Matosevic,40-15,.35849056,53,3,1
Marinko Matosevic,40-30,.359375,64,3,2
Marinko Matosevic,40-40,.34117648,85,3,3
Marinko Matosevic,40-50,.37931034,29,3,4
Marinko Matosevic,50-40,.4107143,56,4,3
James Duckworth,0-0,.34859154,284,0,0
James Duckworth,0-15,.3131313,99,0,1
James Duckworth,0-30,.38709676,31,0,2
James Duckworth,0-40,.33333334,12,0,3
James Duckworth,100-100,.2,5,7,7
James Duckworth,100-101,.625,8,7,7
James Duckworth,100-102,.60000002,5,7,7
James Duckworth,100-103,0,1,7,7
James Duckworth,100-105,.5,2,7,7
James Duckworth,100-106,1,1,7,8
James Duckworth,101-100,.40000001,5,7,7
James Duckworth,101-101,.40000001,5,7,7
James Duckworth,101-102,.25,4,7,7
James Duckworth,101-103,0,2,7,7
James Duckworth,101-104,0,2,7,7
James Duckworth,101-105,0,1,7,7
James Duckworth,102-100,.33333334,3,7,7
James Duckworth,102-102,0,3,7,7
James Duckworth,102-103,.5,4,7,7
James Duckworth,102-104,.25,4,7,7
James Duckworth,102-105,0,2,7,7
James Duckworth,103-102,0,4,7,7
James Duckworth,103-103,1,2,7,7
James Duckworth,103-104,0,1,7,7
James Duckworth,103-105,.5,2,7,7
James Duckworth,103-106,1,1,7,8
James Duckworth,104-101,0,1,7,7
James Duckworth,104-102,.5,4,7,7
James Duckworth,104-103,0,1,7,7
James Duckworth,104-104,0,1,7,7
James Duckworth,104-105,.2857143,7,7,7
James Duckworth,104-106,.5,2,7,8
James Duckworth,105-101,0,1,7,7
James Duckworth,105-102,0,1,7,7
James Duckworth,105-103,1,1,7,7
James Duckworth,105-105,.2,5,7,7
James Duckworth,105-106,1,3,7,8
James Duckworth,106-102,0,1,8,7
James Duckworth,106-103,.33333334,3,8,7
James Duckworth,106-104,0,1,8,7
James Duckworth,106-107,0,1,8,8
James Duckworth,107-106,.33333334,3,8,8
James Duckworth,107-107,.5,2,8,8
James Duckworth,108-109,1,1,8,8
James Duckworth,15-0,.34594595,185,1,0
James Duckworth,15-15,.37121212,132,1,1
James Duckworth,15-30,.39705881,68,1,2
James Duckworth,15-40,.17142858,35,1,3
James Duckworth,30-0,.35537189,121,2,0
James Duckworth,30-15,.34126985,126,2,1
James Duckworth,30-30,.2857143,84,2,2
James Duckworth,30-40,.39622641,53,2,3
James Duckworth,40-0,.25641027,78,3,0
James Duckworth,40-15,.32038835,103,3,1
James Duckworth,40-30,.27956989,93,3,2
James Duckworth,40-40,.39175257,97,3,3
James Duckworth,40-50,.47368422,38,3,4
James Duckworth,50-40,.32203391,59,4,3
Simone Bolelli,0-0,.32867134,572,0,0
Simone Bolelli,0-15,.38829789,188,0,1
Simone Bolelli,0-30,.32876712,73,0,2
Simone Bolelli,0-40,.625,24,0,3
Simone Bolelli,100-100,.4375,16,7,7
Simone Bolelli,100-101,.5714286,7,7,7
Simone Bolelli,100-102,.5,4,7,7
Simone Bolelli,100-103,0,1,7,7
Simone Bolelli,100-105,1,1,7,7
Simone Bolelli,100-106,0,1,7,8
Simone Bolelli,101-100,1,2,7,7
Simone Bolelli,101-101,.60000002,5,7,7
Simone Bolelli,101-102,.25,12,7,7
Simone Bolelli,101-103,.25,4,7,7
Simone Bolelli,101-104,0,2,7,7
Simone Bolelli,102-101,0,3,7,7
Simone Bolelli,102-102,.77777779,9,7,7
Simone Bolelli,102-103,.5,2,7,7
Simone Bolelli,102-104,.33333334,3,7,7
Simone Bolelli,102-105,.33333334,6,7,7
Simone Bolelli,102-106,1,2,7,8
Simone Bolelli,103-101,0,3,7,7
Simone Bolelli,103-102,0,4,7,7
Simone Bolelli,103-103,0,1,7,7
Simone Bolelli,103-104,.5,6,7,7
Simone Bolelli,103-105,.2857143,7,7,7
Simone Bolelli,103-106,1,1,7,8
Simone Bolelli,104-102,.5,4,7,7
Simone Bolelli,104-103,.33333334,3,7,7
Simone Bolelli,104-104,.5,4,7,7
Simone Bolelli,104-105,.33333334,3,7,7
Simone Bolelli,104-106,1,1,7,8
Simone Bolelli,105-102,0,1,7,7
Simone Bolelli,105-103,0,2,7,7
Simone Bolelli,105-105,1,2,7,7
Simone Bolelli,105-106,.2,5,7,8
Simone Bolelli,106-102,0,1,8,7
Simone Bolelli,106-103,.66666669,3,8,7
Simone Bolelli,106-104,.5,2,8,7
Simone Bolelli,106-105,0,1,8,7
Simone Bolelli,106-106,0,4,8,8
Simone Bolelli,106-107,0,1,8,8
Simone Bolelli,107-107,0,1,8,8
Simone Bolelli,107-108,1,1,8,8
Simone Bolelli,108-107,.5,2,8,8
Simone Bolelli,108-108,0,1,8,8
Simone Bolelli,109-110,1,1,8,8
Simone Bolelli,15-0,.3515625,384,1,0
Simone Bolelli,15-15,.30000001,250,1,1
Simone Bolelli,15-30,.22580644,124,1,2
Simone Bolelli,15-40,.32432431,37,1,3
Simone Bolelli,30-0,.2811245,249,2,0
Simone Bolelli,30-15,.34285715,245,2,1
Simone Bolelli,30-30,.36666667,180,2,2
Simone Bolelli,30-40,.32967034,91,2,3
Simone Bolelli,40-0,.35195529,179,3,0
Simone Bolelli,40-15,.29017857,224,3,1
Simone Bolelli,40-30,.31284916,179,3,2
Simone Bolelli,40-40,.36956522,230,3,3
Simone Bolelli,40-50,.41176471,85,3,4
Simone Bolelli,50-40,.43448275,145,4,3
Lorenzo Giustino,0-0,.42857143,7,0,0
Lorenzo Giustino,0-15,0,3,0,1
Lorenzo Giustino,15-0,0,4,1,0
Lorenzo Giustino,15-15,0,3,1,1
Lorenzo Giustino,30-0,.25,4,2,0
Lorenzo Giustino,30-15,.25,4,2,1
Lorenzo Giustino,30-30,0,1,2,2
Lorenzo Giustino,40-0,0,3,3,0
Lorenzo Giustino,40-15,0,3,3,1
Lorenzo Giustino,40-30,0,1,3,2
Juan Martin del Potro,0-0,.32608697,46,0,0
Juan Martin del Potro,0-15,.40000001,15,0,1
Juan Martin del Potro,0-30,.5,6,0,2
Juan Martin del Potro,0-40,.33333334,3,0,3
Juan Martin del Potro,100-100,0,3,7,7
