returnerid,returnername,gamescore,topn,ones,returnerProbability,returnerFrequency
134,Eduardo Schwank,0-0,75,1,.61428571,70
134,Eduardo Schwank,0-15,75,1,.74074072,27
134,Eduardo Schwank,0-30,75,1,.71428573,7
134,Eduardo Schwank,0-40,75,1,.5,2
134,Eduardo Schwank,15-0,75,1,.60465115,43
134,Eduardo Schwank,15-15,75,1,.7027027,37
134,Eduardo Schwank,15-30,75,1,.6875,16
134,Eduardo Schwank,15-40,75,1,.33333334,6
134,Eduardo Schwank,30-0,75,1,.84615386,26
134,Eduardo Schwank,30-15,75,1,.66666669,30
134,Eduardo Schwank,30-30,75,1,.76190478,21
134,Eduardo Schwank,30-40,75,1,.5714286,7
134,Eduardo Schwank,40-0,75,1,.59090906,22
134,Eduardo Schwank,40-15,75,1,.79310346,29
134,Eduardo Schwank,40-30,75,1,.54545456,22
134,Eduardo Schwank,40-40,75,1,.5,14
134,Eduardo Schwank,40-50,75,1,.625,8
134,Eduardo Schwank,50-40,75,1,.72727275,11
135,Christian Lindell,0-0,75,1,.40000001,10
135,Christian Lindell,0-15,75,1,.33333334,6
135,Christian Lindell,0-30,75,1,.25,4
135,Christian Lindell,0-40,75,1,.33333334,3
135,Christian Lindell,15-0,75,1,1,4
135,Christian Lindell,15-15,75,1,.5,2
135,Christian Lindell,15-30,75,1,.5,2
135,Christian Lindell,15-40,75,1,.5,2
135,Christian Lindell,30-0,75,1,.5,4
135,Christian Lindell,30-15,75,1,1,3
135,Christian Lindell,30-30,75,1,1,1
135,Christian Lindell,30-40,75,1,1,1
135,Christian Lindell,40-0,75,1,.5,2
135,Christian Lindell,40-15,75,1,.75,4
135,Christian Lindell,40-30,75,1,1,2
135,Christian Lindell,40-40,75,1,1,1
135,Christian Lindell,50-40,75,1,1,1
136,Radu Albot,0-0,75,1,.625,64
136,Radu Albot,0-15,75,1,.41666666,24
136,Radu Albot,0-30,75,1,.71428573,14
136,Radu Albot,0-40,75,1,.5,4
136,Radu Albot,15-0,75,1,.52499998,40
136,Radu Albot,15-15,75,1,.51724136,29
136,Radu Albot,15-30,75,1,.5,24
136,Radu Albot,15-40,75,1,.2857143,14
136,Radu Albot,30-0,75,1,.61904764,21
136,Radu Albot,30-15,75,1,.73913044,23
136,Radu Albot,30-30,75,1,.5,18
136,Radu Albot,30-40,75,1,.53846157,13
136,Radu Albot,40-0,75,1,.38461539,13
136,Radu Albot,40-15,75,1,.47999999,25
136,Radu Albot,40-30,75,1,.59090906,22
136,Radu Albot,40-40,75,1,.5,16
136,Radu Albot,40-50,75,1,.77777779,9
136,Radu Albot,50-40,75,1,.66666669,12
141,Michael Yani,0-0,75,1,.72222221,36
141,Michael Yani,0-15,75,1,.69999999,10
141,Michael Yani,0-30,75,1,.66666669,3
141,Michael Yani,0-40,75,1,0,1
141,Michael Yani,15-0,75,1,.69230771,26
141,Michael Yani,15-15,75,1,.46666667,15
141,Michael Yani,15-30,75,1,.69999999,10
141,Michael Yani,15-40,75,1,.33333334,3
141,Michael Yani,30-0,75,1,.66666669,18
141,Michael Yani,30-15,75,1,.38461539,13
141,Michael Yani,30-30,75,1,.60000002,15
141,Michael Yani,30-40,75,1,.42857143,7
141,Michael Yani,40-0,75,1,.83333331,12
141,Michael Yani,40-15,75,1,.42857143,7
141,Michael Yani,40-30,75,1,.53846157,13
141,Michael Yani,40-40,75,1,.66666669,9
141,Michael Yani,40-50,75,1,.5,4
141,Michael Yani,50-40,75,1,.5,6
142,Lukasz Kubot,0-0,75,1,.65260196,711
142,Lukasz Kubot,0-15,75,1,.61943322,247
142,Lukasz Kubot,0-30,75,1,.67021275,94
142,Lukasz Kubot,0-40,75,1,.74193549,31
142,Lukasz Kubot,15-0,75,1,.6508621,464
142,Lukasz Kubot,15-15,75,1,.66666669,315
142,Lukasz Kubot,15-30,75,1,.625,168
142,Lukasz Kubot,15-40,75,1,.61627907,86
142,Lukasz Kubot,30-0,75,1,.65894037,302
142,Lukasz Kubot,30-15,75,1,.61022365,313
142,Lukasz Kubot,30-30,75,1,.68281937,227
142,Lukasz Kubot,30-40,75,1,.56800002,125
142,Lukasz Kubot,40-0,75,1,.7085427,199
142,Lukasz Kubot,40-15,75,1,.64919353,248
142,Lukasz Kubot,40-30,75,1,.63636363,242
142,Lukasz Kubot,40-40,75,1,.58490568,159
142,Lukasz Kubot,40-50,75,1,.69512194,82
142,Lukasz Kubot,50-40,75,1,.64885497,131
144,Maxime Authom,0-0,75,1,.69999999,20
144,Maxime Authom,0-15,75,1,1,6
144,Maxime Authom,15-0,75,1,.71428573,14
144,Maxime Authom,15-15,75,1,.40000001,10
144,Maxime Authom,15-30,75,1,.33333334,6
144,Maxime Authom,15-40,75,1,1,4
144,Maxime Authom,30-0,75,1,.60000002,10
144,Maxime Authom,30-15,75,1,.5,8
144,Maxime Authom,30-30,75,1,.66666669,6
144,Maxime Authom,30-40,75,1,.33333334,6
144,Maxime Authom,40-0,75,1,.66666669,6
144,Maxime Authom,40-15,75,1,.33333334,6
144,Maxime Authom,40-30,75,1,.375,8
144,Maxime Authom,40-40,75,1,.42857143,7
144,Maxime Authom,40-50,75,1,.5,4
144,Maxime Authom,50-40,75,1,.5,4
147,Frederik Nielsen,0-0,75,1,1,10
147,Frederik Nielsen,15-0,75,1,.5,10
147,Frederik Nielsen,15-15,75,1,.40000001,5
147,Frederik Nielsen,15-30,75,1,.33333334,3
147,Frederik Nielsen,15-40,75,1,1,2
147,Frederik Nielsen,30-0,75,1,.60000002,5
147,Frederik Nielsen,30-15,75,1,.5,4
147,Frederik Nielsen,30-30,75,1,.66666669,3
147,Frederik Nielsen,30-40,75,1,.66666669,3
147,Frederik Nielsen,40-0,75,1,1,3
147,Frederik Nielsen,40-15,75,1,.5,2
147,Frederik Nielsen,40-30,75,1,.33333334,3
147,Frederik Nielsen,40-40,75,1,1,4
147,Frederik Nielsen,40-50,75,1,1,2
147,Frederik Nielsen,50-40,75,1,.25,4
151,Novak Djokovic,0-0,75,1,.62785071,2894
151,Novak Djokovic,0-15,75,1,.60443622,1082
151,Novak Djokovic,0-30,75,1,.57808858,429
151,Novak Djokovic,0-40,75,1,.55801105,181
151,Novak Djokovic,15-0,75,1,.63276523,1819
151,Novak Djokovic,15-15,75,1,.62915409,1324
151,Novak Djokovic,15-30,75,1,.59945875,739
151,Novak Djokovic,15-40,75,1,.57575756,396
151,Novak Djokovic,30-0,75,1,.66637707,1151
151,Novak Djokovic,30-15,75,1,.58128077,1218
151,Novak Djokovic,30-30,75,1,.62145108,951
151,Novak Djokovic,30-40,75,1,.56632656,588
151,Novak Djokovic,40-0,75,1,.67144722,767
151,Novak Djokovic,40-15,75,1,.6514048,961
151,Novak Djokovic,40-30,75,1,.58225107,924
151,Novak Djokovic,40-40,75,1,.61645746,717
151,Novak Djokovic,40-50,75,1,.54061627,357
151,Novak Djokovic,50-40,75,1,.5970962,551
152,Dominic Thiem,0-0,75,1,.63251668,898
152,Dominic Thiem,0-15,75,1,.60000002,330
152,Dominic Thiem,0-30,75,1,.58333331,132
152,Dominic Thiem,0-40,75,1,.61818182,55
152,Dominic Thiem,15-0,75,1,.65669012,568
152,Dominic Thiem,15-15,75,1,.64631045,393
152,Dominic Thiem,15-30,75,1,.57407409,216
152,Dominic Thiem,15-40,75,1,.6825397,126
152,Dominic Thiem,30-0,75,1,.67292225,373
152,Dominic Thiem,30-15,75,1,.61968082,376
152,Dominic Thiem,30-30,75,1,.63670415,267
152,Dominic Thiem,30-40,75,1,.6502732,183
152,Dominic Thiem,40-0,75,1,.69322711,251
152,Dominic Thiem,40-15,75,1,.66451615,310
152,Dominic Thiem,40-30,75,1,.60948902,274
152,Dominic Thiem,40-40,75,1,.60176992,226
152,Dominic Thiem,40-50,75,1,.56779659,118
152,Dominic Thiem,50-40,75,1,.6098901,182
153,Bastian Trinker,0-0,75,1,.88235295,17
153,Bastian Trinker,0-15,75,1,0,2
153,Bastian Trinker,0-30,75,1,.5,2
153,Bastian Trinker,0-40,75,1,0,1
153,Bastian Trinker,15-0,75,1,.86666667,15
153,Bastian Trinker,15-15,75,1,1,2
153,Bastian Trinker,15-30,75,1,1,1
153,Bastian Trinker,30-0,75,1,.69230771,13
153,Bastian Trinker,30-15,75,1,.5,6
153,Bastian Trinker,30-30,75,1,.5,4
153,Bastian Trinker,30-40,75,1,.5,2
153,Bastian Trinker,40-0,75,1,.77777779,9
153,Bastian Trinker,40-15,75,1,.40000001,5
153,Bastian Trinker,40-30,75,1,.60000002,5
153,Bastian Trinker,40-40,75,1,.33333334,3
153,Bastian Trinker,40-50,75,1,0,2
153,Bastian Trinker,50-40,75,1,1,1
154,Jamie Baker,0-0,75,1,.5714286,63
154,Jamie Baker,0-15,75,1,.62962961,27
154,Jamie Baker,0-30,75,1,.5,10
154,Jamie Baker,0-40,75,1,.80000001,5
154,Jamie Baker,15-0,75,1,.69444442,36
154,Jamie Baker,15-15,75,1,.5714286,28
154,Jamie Baker,15-30,75,1,.52941179,17
154,Jamie Baker,15-40,75,1,.5,12
154,Jamie Baker,30-0,75,1,.44,25
154,Jamie Baker,30-15,75,1,.56666666,30
154,Jamie Baker,30-30,75,1,.68181819,22
154,Jamie Baker,30-40,75,1,.61538464,13
154,Jamie Baker,40-0,75,1,.54545456,11
154,Jamie Baker,40-15,75,1,.86363637,22
154,Jamie Baker,40-30,75,1,.3888889,18
154,Jamie Baker,40-40,75,1,.7368421,19
154,Jamie Baker,40-50,75,1,.66666669,6
154,Jamie Baker,50-40,75,1,.70588237,17
155,Greg Jones,0-0,75,1,.60000002,10
155,Greg Jones,0-15,75,1,.75,4
155,Greg Jones,0-30,75,1,0,1
155,Greg Jones,0-40,75,1,1,1
155,Greg Jones,15-0,75,1,.83333331,6
155,Greg Jones,15-15,75,1,.75,4
155,Greg Jones,15-30,75,1,1,1
155,Greg Jones,15-40,75,1,1,1
155,Greg Jones,30-0,75,1,.80000001,5
155,Greg Jones,30-15,75,1,.75,4
155,Greg Jones,30-30,75,1,.5,2
155,Greg Jones,30-40,75,1,1,2
155,Greg Jones,40-0,75,1,1,4
155,Greg Jones,40-15,75,1,.66666669,3
155,Greg Jones,40-30,75,1,.5,2
155,Greg Jones,40-40,75,1,1,3
155,Greg Jones,50-40,75,1,1,3
156,Markus Eriksson,0-0,75,1,.60000002,10
156,Markus Eriksson,0-15,75,1,.5,4
156,Markus Eriksson,0-30,75,1,1,2
156,Markus Eriksson,15-0,75,1,.5,6
156,Markus Eriksson,15-15,75,1,.60000002,5
156,Markus Eriksson,15-30,75,1,.75,4
156,Markus Eriksson,15-40,75,1,1,1
156,Markus Eriksson,30-0,75,1,1,3
156,Markus Eriksson,30-15,75,1,.33333334,3
156,Markus Eriksson,30-30,75,1,1,5
156,Markus Eriksson,30-40,75,1,0,1
156,Markus Eriksson,40-0,75,1,1,3
156,Markus Eriksson,40-15,75,1,1,1
156,Markus Eriksson,40-30,75,1,.60000002,5
156,Markus Eriksson,40-40,75,1,.5,2
156,Markus Eriksson,40-50,75,1,0,1
156,Markus Eriksson,50-40,75,1,1,1
159,Carlos Berlocq,0-0,75,1,.61683166,1010
159,Carlos Berlocq,0-15,75,1,.58397931,387
159,Carlos Berlocq,0-30,75,1,.59006214,161
159,Carlos Berlocq,0-40,75,1,.59090906,66
159,Carlos Berlocq,15-0,75,1,.63081861,623
159,Carlos Berlocq,15-15,75,1,.5899123,456
159,Carlos Berlocq,15-30,75,1,.5673759,282
159,Carlos Berlocq,15-40,75,1,.54658383,161
159,Carlos Berlocq,30-0,75,1,.62849873,393
159,Carlos Berlocq,30-15,75,1,.6048193,415
159,Carlos Berlocq,30-30,75,1,.62037039,324
159,Carlos Berlocq,30-40,75,1,.58767772,211
159,Carlos Berlocq,40-0,75,1,.7276423,246
159,Carlos Berlocq,40-15,75,1,.65830719,319
159,Carlos Berlocq,40-30,75,1,.58064514,310
159,Carlos Berlocq,40-40,75,1,.53937006,254
159,Carlos Berlocq,40-50,75,1,.54014599,137
159,Carlos Berlocq,50-40,75,1,.59067357,193
164,Frank Dancevic,0-0,75,1,.63636363,209
164,Frank Dancevic,0-15,75,1,.69736844,76
164,Frank Dancevic,0-30,75,1,.60869563,23
164,Frank Dancevic,0-40,75,1,.8888889,9
164,Frank Dancevic,15-0,75,1,.75187969,133
164,Frank Dancevic,15-15,75,1,.6511628,86
164,Frank Dancevic,15-30,75,1,.72727275,44
164,Frank Dancevic,15-40,75,1,.75,20
164,Frank Dancevic,30-0,75,1,.68000001,100
164,Frank Dancevic,30-15,75,1,.65909094,88
164,Frank Dancevic,30-30,75,1,.66129035,62
164,Frank Dancevic,30-40,75,1,.6111111,36
164,Frank Dancevic,40-0,75,1,.7352941,68
164,Frank Dancevic,40-15,75,1,.55263156,76
164,Frank Dancevic,40-30,75,1,.63999999,75
164,Frank Dancevic,40-40,75,1,.67346936,49
164,Frank Dancevic,40-50,75,1,.75,20
164,Frank Dancevic,50-40,75,1,.73333335,45
168,Jaroslav Pospisil,0-0,75,1,.66666669,12
168,Jaroslav Pospisil,0-15,75,1,.75,4
168,Jaroslav Pospisil,0-30,75,1,1,1
168,Jaroslav Pospisil,15-0,75,1,.25,8
168,Jaroslav Pospisil,15-15,75,1,.55555558,9
168,Jaroslav Pospisil,15-30,75,1,.40000001,5
168,Jaroslav Pospisil,15-40,75,1,.66666669,3
168,Jaroslav Pospisil,30-0,75,1,.5,2
168,Jaroslav Pospisil,30-15,75,1,.5,6
168,Jaroslav Pospisil,30-30,75,1,.80000001,5
168,Jaroslav Pospisil,30-40,75,1,1,3
168,Jaroslav Pospisil,40-0,75,1,1,1
168,Jaroslav Pospisil,40-15,75,1,.66666669,3
168,Jaroslav Pospisil,40-30,75,1,.60000002,5
168,Jaroslav Pospisil,40-40,75,1,.2,5
168,Jaroslav Pospisil,40-50,75,1,.5,4
168,Jaroslav Pospisil,50-40,75,1,.66666669,3
172,Yasutaka Uchiyama,0-0,75,1,.69999999,20
172,Yasutaka Uchiyama,0-15,75,1,.66666669,6
172,Yasutaka Uchiyama,0-30,75,1,.5,2
172,Yasutaka Uchiyama,0-40,75,1,1,1
172,Yasutaka Uchiyama,15-0,75,1,.5714286,14
172,Yasutaka Uchiyama,15-15,75,1,.5,10
172,Yasutaka Uchiyama,15-30,75,1,.66666669,6
172,Yasutaka Uchiyama,15-40,75,1,.66666669,3
172,Yasutaka Uchiyama,30-0,75,1,.625,8
172,Yasutaka Uchiyama,30-15,75,1,.75,8
172,Yasutaka Uchiyama,30-30,75,1,.83333331,6
172,Yasutaka Uchiyama,30-40,75,1,1,3
172,Yasutaka Uchiyama,40-0,75,1,.40000001,5
172,Yasutaka Uchiyama,40-15,75,1,.66666669,9
172,Yasutaka Uchiyama,40-30,75,1,.875,8
172,Yasutaka Uchiyama,40-40,75,1,.5,4
172,Yasutaka Uchiyama,40-50,75,1,.66666669,3
172,Yasutaka Uchiyama,50-40,75,1,.66666669,3
174,John Isner,0-0,75,1,.69692671,2115
174,John Isner,0-15,75,1,.67862713,641
174,John Isner,0-30,75,1,.69902915,206
174,John Isner,0-40,75,1,.69354838,62
174,John Isner,15-0,75,1,.69063771,1474
174,John Isner,15-15,75,1,.70482606,891
174,John Isner,15-30,75,1,.67567569,407
174,John Isner,15-40,75,1,.68000001,175
174,John Isner,30-0,75,1,.7124632,1019
174,John Isner,30-15,75,1,.69923997,921
174,John Isner,30-30,75,1,.71869326,551
174,John Isner,30-40,75,1,.75636363,275
174,John Isner,40-0,75,1,.74104685,726
174,John Isner,40-15,75,1,.72442842,831
174,John Isner,40-30,75,1,.70560002,625
174,John Isner,40-40,75,1,.73145783,391
174,John Isner,40-50,75,1,.729927,137
174,John Isner,50-40,75,1,.69318181,352
177,Federico Gaio,0-0,75,1,.60000002,10
177,Federico Gaio,0-15,75,1,0,4
177,Federico Gaio,0-30,75,1,.5,4
177,Federico Gaio,0-40,75,1,.5,2
177,Federico Gaio,15-0,75,1,1,6
177,Federico Gaio,15-30,75,1,1,2
177,Federico Gaio,15-40,75,1,0,1
177,Federico Gaio,30-0,75,1,.5,6
177,Federico Gaio,30-15,75,1,1,3
177,Federico Gaio,30-30,75,1,.5,2
177,Federico Gaio,30-40,75,1,1,1
177,Federico Gaio,40-0,75,1,.33333334,3
177,Federico Gaio,40-15,75,1,1,5
177,Federico Gaio,40-30,75,1,1,1
177,Federico Gaio,40-40,75,1,1,1
177,Federico Gaio,50-40,75,1,1,1
183,Roger Federer,0-0,75,1,.65112782,2660
183,Roger Federer,0-15,75,1,.62150538,930
183,Roger Federer,0-30,75,1,.61931819,352
183,Roger Federer,0-40,75,1,.619403,134
183,Roger Federer,15-0,75,1,.63914549,1732
183,Roger Federer,15-15,75,1,.64285713,1204
183,Roger Federer,15-30,75,1,.64351851,648
183,Roger Federer,15-40,75,1,.61783439,314
183,Roger Federer,30-0,75,1,.64950317,1107
183,Roger Federer,30-15,75,1,.62199312,1164
183,Roger Federer,30-30,75,1,.66744459,857
183,Roger Federer,30-40,75,1,.61586636,479
183,Roger Federer,40-0,75,1,.67872047,719
183,Roger Federer,40-15,75,1,.66806281,955
183,Roger Federer,40-30,75,1,.647919,889
183,Roger Federer,40-40,75,1,.6118421,608
183,Roger Federer,40-50,75,1,.57827479,313
183,Roger Federer,50-40,75,1,.63389122,478
188,Rhyne Williams,0-0,75,1,.68686867,99
188,Rhyne Williams,0-15,75,1,.67741936,31
188,Rhyne Williams,0-30,75,1,.69999999,10
188,Rhyne Williams,0-40,75,1,.33333334,3
188,Rhyne Williams,15-0,75,1,.60294116,68
188,Rhyne Williams,15-15,75,1,.60416669,48
188,Rhyne Williams,15-30,75,1,.61538464,26
188,Rhyne Williams,15-40,75,1,.63636363,11
188,Rhyne Williams,30-0,75,1,.78048778,41
188,Rhyne Williams,30-15,75,1,.52631581,38
188,Rhyne Williams,30-30,75,1,.64705884,34
188,Rhyne Williams,30-40,75,1,.52631581,19
188,Rhyne Williams,40-0,75,1,.59375,32
188,Rhyne Williams,40-15,75,1,.87878788,33
188,Rhyne Williams,40-30,75,1,.65384614,26
188,Rhyne Williams,40-40,75,1,.68421054,19
188,Rhyne Williams,40-50,75,1,.85714287,7
188,Rhyne Williams,50-40,75,1,.72222221,18
190,Marcel Granollers,0-0,75,1,.6148591,1171
190,Marcel Granollers,0-15,75,1,.59070796,452
190,Marcel Granollers,0-30,75,1,.64324325,185
190,Marcel Granollers,0-40,75,1,.56060606,66
190,Marcel Granollers,15-0,75,1,.63384187,721
190,Marcel Granollers,15-15,75,1,.63653487,531
190,Marcel Granollers,15-30,75,1,.64423078,312
190,Marcel Granollers,15-40,75,1,.5945946,148
190,Marcel Granollers,30-0,75,1,.70459521,457
190,Marcel Granollers,30-15,75,1,.61945033,473
190,Marcel Granollers,30-30,75,1,.61842108,380
190,Marcel Granollers,30-40,75,1,.57939917,233
190,Marcel Granollers,40-0,75,1,.70186335,322
190,Marcel Granollers,40-15,75,1,.64871794,390
190,Marcel Granollers,40-30,75,1,.60483873,372
190,Marcel Granollers,40-40,75,1,.60283691,282
190,Marcel Granollers,40-50,75,1,.58156025,141
190,Marcel Granollers,50-40,75,1,.62443441,221
191,Mate Delic,0-0,75,1,.59154928,71
191,Mate Delic,0-15,75,1,.62068963,29
191,Mate Delic,0-30,75,1,.81818181,11
191,Mate Delic,0-40,75,1,1,2
191,Mate Delic,15-0,75,1,.73809522,42
191,Mate Delic,15-15,75,1,.79310346,29
191,Mate Delic,15-30,75,1,.46666667,15
191,Mate Delic,15-40,75,1,.80000001,10
191,Mate Delic,30-0,75,1,.7096774,31
191,Mate Delic,30-15,75,1,.6875,32
191,Mate Delic,30-30,75,1,.70588237,17
191,Mate Delic,30-40,75,1,.84615386,13
191,Mate Delic,40-0,75,1,.59090906,22
191,Mate Delic,40-15,75,1,.64516127,31
191,Mate Delic,40-30,75,1,.73913044,23
191,Mate Delic,40-40,75,1,.58823532,17
191,Mate Delic,40-50,75,1,.5,8
191,Mate Delic,50-40,75,1,.85714287,14
194,Kevin Krawietz,0-0,75,1,.55555558,9
194,Kevin Krawietz,0-15,75,1,.75,4
194,Kevin Krawietz,0-30,75,1,1,1
194,Kevin Krawietz,15-0,75,1,.80000001,5
194,Kevin Krawietz,15-15,75,1,.75,4
194,Kevin Krawietz,15-30,75,1,.5,2
194,Kevin Krawietz,15-40,75,1,1,1
194,Kevin Krawietz,30-0,75,1,.5,4
194,Kevin Krawietz,30-15,75,1,.40000001,5
194,Kevin Krawietz,30-30,75,1,1,4
194,Kevin Krawietz,30-40,75,1,1,1
194,Kevin Krawietz,40-0,75,1,.5,2
194,Kevin Krawietz,40-15,75,1,.33333334,3
194,Kevin Krawietz,40-30,75,1,.5,6
194,Kevin Krawietz,40-40,75,1,.5,4
194,Kevin Krawietz,40-50,75,1,1,2
194,Kevin Krawietz,50-40,75,1,.5,4
197,Fernando Verdasco,0-0,75,1,.62840235,1690
197,Fernando Verdasco,0-15,75,1,.60828024,628
197,Fernando Verdasco,0-30,75,1,.68292683,246
197,Fernando Verdasco,0-40,75,1,.67948717,78
197,Fernando Verdasco,15-0,75,1,.65348399,1062
197,Fernando Verdasco,15-15,75,1,.63914782,751
197,Fernando Verdasco,15-30,75,1,.69020504,439
197,Fernando Verdasco,15-40,75,1,.60317463,189
197,Fernando Verdasco,30-0,75,1,.6796537,693
197,Fernando Verdasco,30-15,75,1,.63623393,701
197,Fernando Verdasco,30-30,75,1,.60931897,558
197,Fernando Verdasco,30-40,75,1,.61144578,332
197,Fernando Verdasco,40-0,75,1,.68432206,472
197,Fernando Verdasco,40-15,75,1,.66554624,595
197,Fernando Verdasco,40-30,75,1,.61338288,538
197,Fernando Verdasco,40-40,75,1,.64476883,411
197,Fernando Verdasco,40-50,75,1,.62433863,189
197,Fernando Verdasco,50-40,75,1,.63662791,344
198,Christian Garin,0-0,75,1,.52173913,23
198,Christian Garin,0-15,75,1,.54545456,11
198,Christian Garin,0-30,75,1,.40000001,5
198,Christian Garin,0-40,75,1,.66666669,3
198,Christian Garin,15-0,75,1,.58333331,12
198,Christian Garin,15-15,75,1,.54545456,11
198,Christian Garin,15-30,75,1,.5714286,7
198,Christian Garin,15-40,75,1,.60000002,5
198,Christian Garin,30-0,75,1,.42857143,7
198,Christian Garin,30-15,75,1,.80000001,10
198,Christian Garin,30-30,75,1,.66666669,6
198,Christian Garin,30-40,75,1,.80000001,5
198,Christian Garin,40-0,75,1,.66666669,3
198,Christian Garin,40-15,75,1,.66666669,9
198,Christian Garin,40-30,75,1,.71428573,7
198,Christian Garin,40-40,75,1,.33333334,6
198,Christian Garin,40-50,75,1,1,4
198,Christian Garin,50-40,75,1,.66666669,6
199,Gregoire Burquier,0-0,75,1,.8888889,9
199,Gregoire Burquier,0-15,75,1,1,1
199,Gregoire Burquier,15-0,75,1,.625,8
199,Gregoire Burquier,15-15,75,1,.5,4
199,Gregoire Burquier,15-30,75,1,0,2
199,Gregoire Burquier,15-40,75,1,0,2
199,Gregoire Burquier,30-0,75,1,.80000001,5
199,Gregoire Burquier,30-15,75,1,.66666669,3
199,Gregoire Burquier,30-30,75,1,1,1
199,Gregoire Burquier,40-0,75,1,.5,4
199,Gregoire Burquier,40-15,75,1,.5,4
199,Gregoire Burquier,40-30,75,1,.66666669,3
199,Gregoire Burquier,40-40,75,1,1,1
199,Gregoire Burquier,50-40,75,1,1,1
202,Arthur De Greef,0-0,75,1,.6875,16
202,Arthur De Greef,0-15,75,1,.60000002,5
202,Arthur De Greef,0-30,75,1,1,2
202,Arthur De Greef,15-0,75,1,.54545456,11
202,Arthur De Greef,15-15,75,1,.875,8
202,Arthur De Greef,15-30,75,1,0,3
202,Arthur De Greef,15-40,75,1,.33333334,3
202,Arthur De Greef,30-0,75,1,.5,6
202,Arthur De Greef,30-15,75,1,.5,10
202,Arthur De Greef,30-30,75,1,.60000002,5
202,Arthur De Greef,30-40,75,1,.33333334,3
202,Arthur De Greef,40-0,75,1,.66666669,3
202,Arthur De Greef,40-15,75,1,.66666669,6
202,Arthur De Greef,40-30,75,1,.60000002,5
202,Arthur De Greef,40-40,75,1,0,3
202,Arthur De Greef,40-50,75,1,1,3
202,Arthur De Greef,50-40,75,1,.5,2
206,Guillaume Rufin,0-0,75,1,.65789473,266
206,Guillaume Rufin,0-15,75,1,.51648355,91
206,Guillaume Rufin,0-30,75,1,.54545456,44
206,Guillaume Rufin,0-40,75,1,.69999999,20
206,Guillaume Rufin,15-0,75,1,.67428571,175
206,Guillaume Rufin,15-15,75,1,.69230771,104
206,Guillaume Rufin,15-30,75,1,.66071427,56
206,Guillaume Rufin,15-40,75,1,.60606062,33
206,Guillaume Rufin,30-0,75,1,.67796612,118
206,Guillaume Rufin,30-15,75,1,.68181819,110
206,Guillaume Rufin,30-30,75,1,.625,72
206,Guillaume Rufin,30-40,75,1,.63829786,47
206,Guillaume Rufin,40-0,75,1,.72500002,80
206,Guillaume Rufin,40-15,75,1,.73195875,97
206,Guillaume Rufin,40-30,75,1,.54929578,71
206,Guillaume Rufin,40-40,75,1,.59677422,62
206,Guillaume Rufin,40-50,75,1,.58064514,31
206,Guillaume Rufin,50-40,75,1,.68000001,50
208,Victor Hanescu,0-0,75,1,.60714287,588
208,Victor Hanescu,0-15,75,1,.63203466,231
208,Victor Hanescu,0-30,75,1,.5529412,85
208,Victor Hanescu,0-40,75,1,.55263156,38
208,Victor Hanescu,15-0,75,1,.65826333,357
208,Victor Hanescu,15-15,75,1,.67164177,268
208,Victor Hanescu,15-30,75,1,.60740739,135
208,Victor Hanescu,15-40,75,1,.72972971,74
208,Victor Hanescu,30-0,75,1,.6851064,235
208,Victor Hanescu,30-15,75,1,.62598425,254
208,Victor Hanescu,30-30,75,1,.63276833,177
208,Victor Hanescu,30-40,75,1,.64705884,119
208,Victor Hanescu,40-0,75,1,.59006214,161
208,Victor Hanescu,40-15,75,1,.65777779,225
208,Victor Hanescu,40-30,75,1,.61904764,189
208,Victor Hanescu,40-40,75,1,.67785233,149
208,Victor Hanescu,40-50,75,1,.68115944,69
208,Victor Hanescu,50-40,75,1,.61417323,127
210,Wishaya Trongcharoenchaikul,0-0,75,1,.5,8
210,Wishaya Trongcharoenchaikul,0-15,75,1,.25,4
210,Wishaya Trongcharoenchaikul,0-30,75,1,0,3
210,Wishaya Trongcharoenchaikul,0-40,75,1,.66666669,3
210,Wishaya Trongcharoenchaikul,15-0,75,1,.75,4
210,Wishaya Trongcharoenchaikul,15-15,75,1,.5,2
210,Wishaya Trongcharoenchaikul,15-30,75,1,1,1
210,Wishaya Trongcharoenchaikul,15-40,75,1,.5,2
210,Wishaya Trongcharoenchaikul,30-0,75,1,1,3
210,Wishaya Trongcharoenchaikul,30-15,75,1,1,1
210,Wishaya Trongcharoenchaikul,30-30,75,1,1,1
210,Wishaya Trongcharoenchaikul,30-40,75,1,0,1
210,Wishaya Trongcharoenchaikul,40-0,75,1,1,3
210,Wishaya Trongcharoenchaikul,40-15,75,1,1,1
210,Wishaya Trongcharoenchaikul,40-30,75,1,1,1
211,Grigor Dimitrov,0-0,75,1,.66098082,1876
211,Grigor Dimitrov,0-15,75,1,.61889762,635
211,Grigor Dimitrov,0-30,75,1,.71487606,242
211,Grigor Dimitrov,0-40,75,1,.72463769,69
211,Grigor Dimitrov,15-0,75,1,.6669355,1240
211,Grigor Dimitrov,15-15,75,1,.67369729,806
211,Grigor Dimitrov,15-30,75,1,.5940367,436
211,Grigor Dimitrov,15-40,75,1,.61674011,227
211,Grigor Dimitrov,30-0,75,1,.67714632,827
211,Grigor Dimitrov,30-15,75,1,.63580245,810
211,Grigor Dimitrov,30-30,75,1,.62996387,554
211,Grigor Dimitrov,30-40,75,1,.65217394,345
211,Grigor Dimitrov,40-0,75,1,.64999998,560
