returnerid,returnername,gamescore,topn,ones,returnerProbability,returnerFrequency
265,Benjamin Mitchell,15-0,40,1,.875,8
265,Benjamin Mitchell,15-15,40,1,.5,2
265,Benjamin Mitchell,15-30,40,1,.5,2
265,Benjamin Mitchell,15-40,40,1,1,1
265,Benjamin Mitchell,30-0,40,1,.71428573,7
265,Benjamin Mitchell,30-15,40,1,.33333334,3
265,Benjamin Mitchell,30-30,40,1,1,3
265,Benjamin Mitchell,30-40,40,1,1,1
265,Benjamin Mitchell,40-0,40,1,.60000002,5
265,Benjamin Mitchell,40-15,40,1,.66666669,3
265,Benjamin Mitchell,40-30,40,1,.75,4
265,Benjamin Mitchell,40-40,40,1,.5,2
265,Benjamin Mitchell,40-50,40,1,1,1
265,Benjamin Mitchell,50-40,40,1,1,2
268,Hyeon Chung,0-0,40,1,.62,50
268,Hyeon Chung,0-15,40,1,.57894737,19
268,Hyeon Chung,0-30,40,1,.375,8
268,Hyeon Chung,0-40,40,1,.80000001,5
268,Hyeon Chung,15-0,40,1,.64516127,31
268,Hyeon Chung,15-15,40,1,.63636363,22
268,Hyeon Chung,15-30,40,1,.54545456,11
268,Hyeon Chung,15-40,40,1,.33333334,9
268,Hyeon Chung,30-0,40,1,.85000002,20
268,Hyeon Chung,30-15,40,1,.70588237,17
268,Hyeon Chung,30-30,40,1,.54545456,11
268,Hyeon Chung,30-40,40,1,.5,8
268,Hyeon Chung,40-0,40,1,.64705884,17
268,Hyeon Chung,40-15,40,1,.6111111,18
268,Hyeon Chung,40-30,40,1,.84615386,13
268,Hyeon Chung,40-40,40,1,.16666667,6
268,Hyeon Chung,40-50,40,1,.66666669,6
268,Hyeon Chung,50-40,40,1,.25,4
269,Philipp Kohlschreiber,0-0,40,1,.63473684,950
269,Philipp Kohlschreiber,0-15,40,1,.66379309,348
269,Philipp Kohlschreiber,0-30,40,1,.68103451,116
269,Philipp Kohlschreiber,0-40,40,1,.64864862,37
269,Philipp Kohlschreiber,15-0,40,1,.67330015,603
269,Philipp Kohlschreiber,15-15,40,1,.67523366,428
269,Philipp Kohlschreiber,15-30,40,1,.64678901,218
269,Philipp Kohlschreiber,15-40,40,1,.66336632,101
269,Philipp Kohlschreiber,30-0,40,1,.66502464,406
269,Philipp Kohlschreiber,30-15,40,1,.64470589,425
269,Philipp Kohlschreiber,30-30,40,1,.66780823,292
269,Philipp Kohlschreiber,30-40,40,1,.62195122,164
269,Philipp Kohlschreiber,40-0,40,1,.6703704,270
269,Philipp Kohlschreiber,40-15,40,1,.67493111,363
269,Philipp Kohlschreiber,40-30,40,1,.70287538,313
269,Philipp Kohlschreiber,40-40,40,1,.65128207,195
269,Philipp Kohlschreiber,40-50,40,1,.57608694,92
269,Philipp Kohlschreiber,50-40,40,1,.63057327,157
273,Ivan Ljubicic,0-0,40,1,.56451613,62
273,Ivan Ljubicic,0-15,40,1,.66666669,27
273,Ivan Ljubicic,0-30,40,1,.66666669,9
273,Ivan Ljubicic,0-40,40,1,.66666669,3
273,Ivan Ljubicic,15-0,40,1,.74285716,35
273,Ivan Ljubicic,15-15,40,1,.51851851,27
273,Ivan Ljubicic,15-30,40,1,.47368422,19
273,Ivan Ljubicic,15-40,40,1,.66666669,12
273,Ivan Ljubicic,30-0,40,1,.69230771,26
273,Ivan Ljubicic,30-15,40,1,.5,22
273,Ivan Ljubicic,30-30,40,1,.75,20
273,Ivan Ljubicic,30-40,40,1,.76923078,13
273,Ivan Ljubicic,40-0,40,1,.55555558,18
273,Ivan Ljubicic,40-15,40,1,.7368421,19
273,Ivan Ljubicic,40-30,40,1,.80000001,20
273,Ivan Ljubicic,40-40,40,1,.42857143,14
273,Ivan Ljubicic,40-50,40,1,.5,8
273,Ivan Ljubicic,50-40,40,1,.69999999,10
275,Stanislas Wawrinka,0-0,40,1,.64352471,749
275,Stanislas Wawrinka,0-15,40,1,.61194032,268
275,Stanislas Wawrinka,0-30,40,1,.61538464,104
275,Stanislas Wawrinka,0-40,40,1,.47499999,40
275,Stanislas Wawrinka,15-0,40,1,.60788381,482
275,Stanislas Wawrinka,15-15,40,1,.64772725,352
275,Stanislas Wawrinka,15-30,40,1,.63297874,188
275,Stanislas Wawrinka,15-40,40,1,.68181819,88
275,Stanislas Wawrinka,30-0,40,1,.64625853,294
275,Stanislas Wawrinka,30-15,40,1,.61144578,332
275,Stanislas Wawrinka,30-30,40,1,.65725809,248
275,Stanislas Wawrinka,30-40,40,1,.67586207,145
275,Stanislas Wawrinka,40-0,40,1,.67724866,189
275,Stanislas Wawrinka,40-15,40,1,.68939394,264
275,Stanislas Wawrinka,40-30,40,1,.67213112,244
275,Stanislas Wawrinka,40-40,40,1,.65730339,178
275,Stanislas Wawrinka,40-50,40,1,.53932583,89
275,Stanislas Wawrinka,50-40,40,1,.65517241,145
276,Andres Molteni,0-0,40,1,.71428573,7
276,Andres Molteni,0-15,40,1,0,2
276,Andres Molteni,0-30,40,1,0,2
276,Andres Molteni,0-40,40,1,0,2
276,Andres Molteni,15-0,40,1,.80000001,5
276,Andres Molteni,15-15,40,1,0,1
276,Andres Molteni,15-30,40,1,0,1
276,Andres Molteni,15-40,40,1,0,1
276,Andres Molteni,30-0,40,1,.75,4
276,Andres Molteni,30-15,40,1,1,1
276,Andres Molteni,40-0,40,1,.66666669,3
276,Andres Molteni,40-15,40,1,.5,2
276,Andres Molteni,40-30,40,1,0,1
276,Andres Molteni,40-40,40,1,1,1
276,Andres Molteni,50-40,40,1,1,1
278,Maximo Gonzalez,0-0,40,1,.55882353,34
278,Maximo Gonzalez,0-15,40,1,.60000002,15
278,Maximo Gonzalez,0-30,40,1,.66666669,6
278,Maximo Gonzalez,0-40,40,1,0,2
278,Maximo Gonzalez,15-0,40,1,.52631581,19
278,Maximo Gonzalez,15-15,40,1,.72222221,18
278,Maximo Gonzalez,15-30,40,1,.44444445,9
278,Maximo Gonzalez,15-40,40,1,.60000002,5
278,Maximo Gonzalez,30-0,40,1,.40000001,10
278,Maximo Gonzalez,30-15,40,1,.47368422,19
278,Maximo Gonzalez,30-30,40,1,.5714286,14
278,Maximo Gonzalez,30-40,40,1,.44444445,9
278,Maximo Gonzalez,40-0,40,1,.75,4
278,Maximo Gonzalez,40-15,40,1,.69999999,10
278,Maximo Gonzalez,40-30,40,1,.27272728,11
278,Maximo Gonzalez,40-40,40,1,.58333331,12
278,Maximo Gonzalez,40-50,40,1,.66666669,6
278,Maximo Gonzalez,50-40,40,1,.54545456,11
280,Andy Roddick,0-0,40,1,.7263158,190
280,Andy Roddick,0-15,40,1,.63461536,52
280,Andy Roddick,0-30,40,1,.63157892,19
280,Andy Roddick,0-40,40,1,.5714286,7
280,Andy Roddick,15-0,40,1,.60869563,138
280,Andy Roddick,15-15,40,1,.74712646,87
280,Andy Roddick,15-30,40,1,.61764705,34
280,Andy Roddick,15-40,40,1,.47058824,17
280,Andy Roddick,30-0,40,1,.72619045,84
280,Andy Roddick,30-15,40,1,.60227275,88
280,Andy Roddick,30-30,40,1,.73214287,56
280,Andy Roddick,30-40,40,1,.47826087,23
280,Andy Roddick,40-0,40,1,.72131145,61
280,Andy Roddick,40-15,40,1,.61428571,70
280,Andy Roddick,40-30,40,1,.69117647,68
280,Andy Roddick,40-40,40,1,.625,32
280,Andy Roddick,40-50,40,1,.5625,16
280,Andy Roddick,50-40,40,1,.70833331,24
284,Ramkumar Ramanathan,0-0,40,1,.44444445,9
284,Ramkumar Ramanathan,0-15,40,1,.60000002,5
284,Ramkumar Ramanathan,0-30,40,1,.5,2
284,Ramkumar Ramanathan,0-40,40,1,0,1
284,Ramkumar Ramanathan,15-0,40,1,1,4
284,Ramkumar Ramanathan,15-15,40,1,.66666669,3
284,Ramkumar Ramanathan,15-30,40,1,.5,2
284,Ramkumar Ramanathan,15-40,40,1,1,1
284,Ramkumar Ramanathan,30-0,40,1,.75,4
284,Ramkumar Ramanathan,30-15,40,1,.66666669,3
284,Ramkumar Ramanathan,30-30,40,1,1,2
284,Ramkumar Ramanathan,30-40,40,1,0,1
284,Ramkumar Ramanathan,40-0,40,1,.66666669,3
284,Ramkumar Ramanathan,40-15,40,1,1,3
284,Ramkumar Ramanathan,40-30,40,1,1,2
288,Lleyton Hewitt,0-0,40,1,.61563516,614
288,Lleyton Hewitt,0-15,40,1,.57377046,244
288,Lleyton Hewitt,0-30,40,1,.64761907,105
288,Lleyton Hewitt,0-40,40,1,.67567569,37
288,Lleyton Hewitt,15-0,40,1,.63157892,380
288,Lleyton Hewitt,15-15,40,1,.64620936,277
288,Lleyton Hewitt,15-30,40,1,.65662652,166
288,Lleyton Hewitt,15-40,40,1,.56097561,82
288,Lleyton Hewitt,30-0,40,1,.64583331,240
288,Lleyton Hewitt,30-15,40,1,.59245282,265
288,Lleyton Hewitt,30-30,40,1,.60747665,214
288,Lleyton Hewitt,30-40,40,1,.671875,128
288,Lleyton Hewitt,40-0,40,1,.65161288,155
288,Lleyton Hewitt,40-15,40,1,.7014218,211
288,Lleyton Hewitt,40-30,40,1,.67724866,189
288,Lleyton Hewitt,40-40,40,1,.64625853,147
288,Lleyton Hewitt,40-50,40,1,.56716418,67
288,Lleyton Hewitt,50-40,40,1,.66666669,123
291,Stephane Bohli,0-0,40,1,.73333335,15
291,Stephane Bohli,0-15,40,1,.5,4
291,Stephane Bohli,0-30,40,1,.5,2
291,Stephane Bohli,0-40,40,1,1,1
291,Stephane Bohli,15-0,40,1,.54545456,11
291,Stephane Bohli,15-15,40,1,.71428573,7
291,Stephane Bohli,15-30,40,1,.66666669,3
291,Stephane Bohli,15-40,40,1,.5,2
291,Stephane Bohli,30-0,40,1,.66666669,6
291,Stephane Bohli,30-15,40,1,.71428573,7
291,Stephane Bohli,30-30,40,1,.75,4
291,Stephane Bohli,30-40,40,1,.5,2
291,Stephane Bohli,40-0,40,1,.5,4
291,Stephane Bohli,40-15,40,1,.85714287,7
291,Stephane Bohli,40-30,40,1,1,4
291,Stephane Bohli,40-40,40,1,0,1
291,Stephane Bohli,40-50,40,1,1,1
291,Stephane Bohli,50-40,40,1,1,1
292,Karol Beck,0-0,40,1,.75,16
292,Karol Beck,0-15,40,1,.75,4
292,Karol Beck,0-30,40,1,1,1
292,Karol Beck,15-0,40,1,.83333331,12
292,Karol Beck,15-15,40,1,.40000001,5
292,Karol Beck,15-30,40,1,.75,4
292,Karol Beck,15-40,40,1,1,1
292,Karol Beck,30-0,40,1,.89999998,10
292,Karol Beck,30-15,40,1,.66666669,3
292,Karol Beck,30-30,40,1,.75,4
292,Karol Beck,30-40,40,1,1,2
292,Karol Beck,40-0,40,1,.66666669,9
292,Karol Beck,40-15,40,1,.60000002,5
292,Karol Beck,40-30,40,1,.2,5
292,Karol Beck,40-40,40,1,.66666669,6
292,Karol Beck,40-50,40,1,1,2
292,Karol Beck,50-40,40,1,1,6
293,Bjorn Phau,0-0,40,1,.61146498,157
293,Bjorn Phau,0-15,40,1,.56666666,60
293,Bjorn Phau,0-30,40,1,.5,26
293,Bjorn Phau,0-40,40,1,.61538464,13
293,Bjorn Phau,15-0,40,1,.67708331,96
293,Bjorn Phau,15-15,40,1,.69230771,65
293,Bjorn Phau,15-30,40,1,.66666669,33
293,Bjorn Phau,15-40,40,1,.52631581,19
293,Bjorn Phau,30-0,40,1,.61538464,65
293,Bjorn Phau,30-15,40,1,.55714285,70
293,Bjorn Phau,30-30,40,1,.64150941,53
293,Bjorn Phau,30-40,40,1,.58620691,29
293,Bjorn Phau,40-0,40,1,.625,40
293,Bjorn Phau,40-15,40,1,.68518519,54
293,Bjorn Phau,40-30,40,1,.60784316,51
293,Bjorn Phau,40-40,40,1,.64864862,37
293,Bjorn Phau,40-50,40,1,.58823532,17
293,Bjorn Phau,50-40,40,1,.64516127,31
294,Ernests Gulbis,0-0,40,1,.64078796,863
294,Ernests Gulbis,0-15,40,1,.61736333,311
294,Ernests Gulbis,0-30,40,1,.63025212,119
294,Ernests Gulbis,0-40,40,1,.68181819,44
294,Ernests Gulbis,15-0,40,1,.66726947,553
294,Ernests Gulbis,15-15,40,1,.66399997,375
294,Ernests Gulbis,15-30,40,1,.60696518,201
294,Ernests Gulbis,15-40,40,1,.57798165,109
294,Ernests Gulbis,30-0,40,1,.64227641,369
294,Ernests Gulbis,30-15,40,1,.68241471,381
294,Ernests Gulbis,30-30,40,1,.71604937,243
294,Ernests Gulbis,30-40,40,1,.62121212,132
294,Ernests Gulbis,40-0,40,1,.67510551,237
294,Ernests Gulbis,40-15,40,1,.67359048,337
294,Ernests Gulbis,40-30,40,1,.62676054,284
294,Ernests Gulbis,40-40,40,1,.62234044,188
294,Ernests Gulbis,40-50,40,1,.55208331,96
294,Ernests Gulbis,50-40,40,1,.66447371,152
296,Albert Ramos,0-0,40,1,.641357,619
296,Albert Ramos,0-15,40,1,.6036036,222
296,Albert Ramos,0-30,40,1,.50574714,87
296,Albert Ramos,0-40,40,1,.47727272,44
296,Albert Ramos,15-0,40,1,.59848487,396
296,Albert Ramos,15-15,40,1,.59523809,294
296,Albert Ramos,15-30,40,1,.64417177,163
296,Albert Ramos,15-40,40,1,.65822786,79
296,Albert Ramos,30-0,40,1,.67510551,237
296,Albert Ramos,30-15,40,1,.67460316,252
296,Albert Ramos,30-30,40,1,.5775401,187
296,Albert Ramos,30-40,40,1,.58778626,131
296,Albert Ramos,40-0,40,1,.60624999,160
296,Albert Ramos,40-15,40,1,.62660944,233
296,Albert Ramos,40-30,40,1,.66153848,195
296,Albert Ramos,40-40,40,1,.63636363,143
296,Albert Ramos,40-50,40,1,.52857143,70
296,Albert Ramos,50-40,40,1,.57657659,111
298,Dudi Sela,0-0,40,1,.625,328
298,Dudi Sela,0-15,40,1,.58536583,123
298,Dudi Sela,0-30,40,1,.49019608,51
298,Dudi Sela,0-40,40,1,.76923078,26
298,Dudi Sela,15-0,40,1,.63902438,205
298,Dudi Sela,15-15,40,1,.68493152,146
298,Dudi Sela,15-30,40,1,.59154928,71
298,Dudi Sela,15-40,40,1,.67346936,49
298,Dudi Sela,30-0,40,1,.63358778,131
298,Dudi Sela,30-15,40,1,.6891892,148
298,Dudi Sela,30-30,40,1,.625,88
298,Dudi Sela,30-40,40,1,.57575756,66
298,Dudi Sela,40-0,40,1,.71084338,83
298,Dudi Sela,40-15,40,1,.65873015,126
298,Dudi Sela,40-30,40,1,.6122449,98
298,Dudi Sela,40-40,40,1,.55263156,76
298,Dudi Sela,40-50,40,1,.59090906,44
298,Dudi Sela,50-40,40,1,.63934427,61
302,Bjorn Fratangelo,0-0,40,1,.75,8
302,Bjorn Fratangelo,0-15,40,1,.5,2
302,Bjorn Fratangelo,0-30,40,1,0,1
302,Bjorn Fratangelo,0-40,40,1,0,1
302,Bjorn Fratangelo,15-0,40,1,.66666669,6
302,Bjorn Fratangelo,15-15,40,1,.33333334,3
302,Bjorn Fratangelo,15-30,40,1,.5,2
302,Bjorn Fratangelo,15-40,40,1,1,1
302,Bjorn Fratangelo,30-0,40,1,1,4
302,Bjorn Fratangelo,30-15,40,1,1,1
302,Bjorn Fratangelo,30-30,40,1,1,1
302,Bjorn Fratangelo,30-40,40,1,0,1
302,Bjorn Fratangelo,40-0,40,1,.5,4
302,Bjorn Fratangelo,40-15,40,1,.33333334,3
302,Bjorn Fratangelo,40-30,40,1,1,3
304,Lucas Pouille,0-0,40,1,.73148149,216
304,Lucas Pouille,0-15,40,1,.63793105,58
304,Lucas Pouille,0-30,40,1,.85714287,21
304,Lucas Pouille,0-40,40,1,.66666669,3
304,Lucas Pouille,15-0,40,1,.7324841,157
304,Lucas Pouille,15-15,40,1,.60000002,80
304,Lucas Pouille,15-30,40,1,.72000003,50
304,Lucas Pouille,15-40,40,1,.5625,16
304,Lucas Pouille,30-0,40,1,.73913044,115
304,Lucas Pouille,30-15,40,1,.73076922,78
304,Lucas Pouille,30-30,40,1,.59649122,57
304,Lucas Pouille,30-40,40,1,.625,32
304,Lucas Pouille,40-0,40,1,.67058825,85
304,Lucas Pouille,40-15,40,1,.67058825,85
304,Lucas Pouille,40-30,40,1,.7096774,62
304,Lucas Pouille,40-40,40,1,.55263156,38
304,Lucas Pouille,40-50,40,1,.60000002,20
304,Lucas Pouille,50-40,40,1,.6875,32
305,Hiroki Moriya,0-0,40,1,.65384614,52
305,Hiroki Moriya,0-15,40,1,.6111111,18
305,Hiroki Moriya,0-30,40,1,.5714286,7
305,Hiroki Moriya,0-40,40,1,.33333334,3
305,Hiroki Moriya,15-0,40,1,.67647058,34
305,Hiroki Moriya,15-15,40,1,.81818181,22
305,Hiroki Moriya,15-30,40,1,.75,8
305,Hiroki Moriya,15-40,40,1,0,3
305,Hiroki Moriya,30-0,40,1,.78260869,23
305,Hiroki Moriya,30-15,40,1,.73913044,23
305,Hiroki Moriya,30-30,40,1,.75,12
305,Hiroki Moriya,30-40,40,1,1,3
305,Hiroki Moriya,40-0,40,1,.55555558,18
305,Hiroki Moriya,40-15,40,1,.75999999,25
305,Hiroki Moriya,40-30,40,1,.66666669,15
305,Hiroki Moriya,40-40,40,1,.875,8
305,Hiroki Moriya,40-50,40,1,.5,2
305,Hiroki Moriya,50-40,40,1,.5714286,7
306,Janko Tipsarevic,0-0,40,1,.66666669,762
306,Janko Tipsarevic,0-15,40,1,.6574803,254
306,Janko Tipsarevic,0-30,40,1,.64367819,87
306,Janko Tipsarevic,0-40,40,1,.54838711,31
306,Janko Tipsarevic,15-0,40,1,.62352943,510
306,Janko Tipsarevic,15-15,40,1,.60724235,359
306,Janko Tipsarevic,15-30,40,1,.67512691,197
306,Janko Tipsarevic,15-40,40,1,.64197528,81
306,Janko Tipsarevic,30-0,40,1,.7183544,316
306,Janko Tipsarevic,30-15,40,1,.65146577,307
306,Janko Tipsarevic,30-30,40,1,.65833336,240
306,Janko Tipsarevic,30-40,40,1,.55223882,134
306,Janko Tipsarevic,40-0,40,1,.67841411,227
306,Janko Tipsarevic,40-15,40,1,.69963372,273
306,Janko Tipsarevic,40-30,40,1,.62916666,240
306,Janko Tipsarevic,40-40,40,1,.74233127,163
306,Janko Tipsarevic,40-50,40,1,.72580647,62
306,Janko Tipsarevic,50-40,40,1,.59183675,147
320,Pablo Andujar,0-0,40,1,.58963585,714
320,Pablo Andujar,0-15,40,1,.60068262,293
320,Pablo Andujar,0-30,40,1,.5726496,117
320,Pablo Andujar,0-40,40,1,.57999998,50
320,Pablo Andujar,15-0,40,1,.57819903,422
320,Pablo Andujar,15-15,40,1,.59887004,354
320,Pablo Andujar,15-30,40,1,.61244017,209
320,Pablo Andujar,15-40,40,1,.66363639,110
320,Pablo Andujar,30-0,40,1,.67901236,243
320,Pablo Andujar,30-15,40,1,.62413794,290
320,Pablo Andujar,30-30,40,1,.6371308,237
320,Pablo Andujar,30-40,40,1,.64150941,159
320,Pablo Andujar,40-0,40,1,.67272729,165
320,Pablo Andujar,40-15,40,1,.67659575,235
320,Pablo Andujar,40-30,40,1,.61233479,227
320,Pablo Andujar,40-40,40,1,.62631577,190
320,Pablo Andujar,40-50,40,1,.59574467,94
320,Pablo Andujar,50-40,40,1,.62091506,153
323,James Duckworth,0-0,40,1,.65789473,152
323,James Duckworth,0-15,40,1,.59615386,52
323,James Duckworth,0-30,40,1,.61904764,21
323,James Duckworth,0-40,40,1,.75,8
323,James Duckworth,15-0,40,1,.76999998,100
323,James Duckworth,15-15,40,1,.72222221,54
323,James Duckworth,15-30,40,1,.5714286,28
323,James Duckworth,15-40,40,1,.66666669,18
323,James Duckworth,30-0,40,1,.64935064,77
323,James Duckworth,30-15,40,1,.63636363,66
323,James Duckworth,30-30,40,1,.72500002,40
323,James Duckworth,30-40,40,1,.65217394,23
323,James Duckworth,40-0,40,1,.62,50
323,James Duckworth,40-15,40,1,.62295079,61
323,James Duckworth,40-30,40,1,.71153843,52
323,James Duckworth,40-40,40,1,.63333333,30
323,James Duckworth,40-50,40,1,.75,12
323,James Duckworth,50-40,40,1,.66666669,27
325,Simone Bolelli,0-0,40,1,.67946255,521
325,Simone Bolelli,0-15,40,1,.63473052,167
325,Simone Bolelli,0-30,40,1,.6885246,61
325,Simone Bolelli,0-40,40,1,.31578946,19
325,Simone Bolelli,15-0,40,1,.65536726,354
325,Simone Bolelli,15-15,40,1,.65350878,228
325,Simone Bolelli,15-30,40,1,.71900827,121
325,Simone Bolelli,15-40,40,1,.55000001,40
325,Simone Bolelli,30-0,40,1,.68103451,232
325,Simone Bolelli,30-15,40,1,.70403588,223
325,Simone Bolelli,30-30,40,1,.6405229,153
325,Simone Bolelli,30-40,40,1,.64935064,77
325,Simone Bolelli,40-0,40,1,.67295599,159
325,Simone Bolelli,40-15,40,1,.68899524,209
325,Simone Bolelli,40-30,40,1,.63190186,163
325,Simone Bolelli,40-40,40,1,.70909089,110
325,Simone Bolelli,40-50,40,1,.69565219,46
325,Simone Bolelli,50-40,40,1,.64646465,99
331,Thiago Alves,0-0,40,1,.71428573,21
331,Thiago Alves,0-15,40,1,.5,6
331,Thiago Alves,0-30,40,1,.66666669,3
331,Thiago Alves,0-40,40,1,1,1
331,Thiago Alves,15-0,40,1,.80000001,15
331,Thiago Alves,15-15,40,1,.5,6
331,Thiago Alves,15-30,40,1,.60000002,5
331,Thiago Alves,15-40,40,1,0,3
331,Thiago Alves,30-0,40,1,.83333331,12
331,Thiago Alves,30-15,40,1,1,5
331,Thiago Alves,30-30,40,1,.66666669,3
331,Thiago Alves,30-40,40,1,0,1
331,Thiago Alves,40-0,40,1,.80000001,10
331,Thiago Alves,40-15,40,1,.85714287,7
331,Thiago Alves,40-30,40,1,.33333334,3
331,Thiago Alves,40-40,40,1,1,2
331,Thiago Alves,40-50,40,1,0,1
331,Thiago Alves,50-40,40,1,.5,2
336,Facundo Bagnis,0-0,40,1,.78378379,37
336,Facundo Bagnis,0-15,40,1,1,8
336,Facundo Bagnis,15-0,40,1,.58620691,29
336,Facundo Bagnis,15-15,40,1,.69999999,20
336,Facundo Bagnis,15-30,40,1,.5,6
336,Facundo Bagnis,15-40,40,1,.66666669,3
336,Facundo Bagnis,30-0,40,1,.88235295,17
336,Facundo Bagnis,30-15,40,1,.8125,16
336,Facundo Bagnis,30-30,40,1,.5,6
336,Facundo Bagnis,30-40,40,1,.40000001,5
336,Facundo Bagnis,40-0,40,1,.66666669,15
336,Facundo Bagnis,40-15,40,1,.83333331,18
336,Facundo Bagnis,40-30,40,1,.66666669,6
336,Facundo Bagnis,40-40,40,1,.75,4
336,Facundo Bagnis,40-50,40,1,1,1
336,Facundo Bagnis,50-40,40,1,1,3
337,Ivan Dodig,0-0,40,1,.64485979,749
337,Ivan Dodig,0-15,40,1,.65037596,266
337,Ivan Dodig,0-30,40,1,.59139782,93
337,Ivan Dodig,0-40,40,1,.68421054,38
337,Ivan Dodig,15-0,40,1,.63975155,483
337,Ivan Dodig,15-15,40,1,.66570604,347
337,Ivan Dodig,15-30,40,1,.60233921,171
337,Ivan Dodig,15-40,40,1,.46808511,94
337,Ivan Dodig,30-0,40,1,.67313915,309
337,Ivan Dodig,30-15,40,1,.66566265,332
337,Ivan Dodig,30-30,40,1,.60747665,214
337,Ivan Dodig,30-40,40,1,.59375,128
337,Ivan Dodig,40-0,40,1,.68269229,208
337,Ivan Dodig,40-15,40,1,.5888502,287
337,Ivan Dodig,40-30,40,1,.68548387,248
337,Ivan Dodig,40-40,40,1,.72077924,154
337,Ivan Dodig,40-50,40,1,.63768119,69
337,Ivan Dodig,50-40,40,1,.59848487,132
344,Donald Young,0-0,40,1,.61044174,498
344,Donald Young,0-15,40,1,.65284973,193
344,Donald Young,0-30,40,1,.57352942,68
344,Donald Young,0-40,40,1,.55172414,29
344,Donald Young,15-0,40,1,.6295082,305
344,Donald Young,15-15,40,1,.65966386,238
344,Donald Young,15-30,40,1,.64999998,120
344,Donald Young,15-40,40,1,.51724136,58
344,Donald Young,30-0,40,1,.61458331,192
344,Donald Young,30-15,40,1,.63636363,231
344,Donald Young,30-30,40,1,.67901236,162
344,Donald Young,30-40,40,1,.62195122,82
344,Donald Young,40-0,40,1,.65254235,118
344,Donald Young,40-15,40,1,.61170214,188
344,Donald Young,40-30,40,1,.67213112,183
344,Donald Young,40-40,40,1,.6036036,111
344,Donald Young,40-50,40,1,.5714286,56
344,Donald Young,50-40,40,1,.55172414,87
346,Dominic Inglot,0-0,40,1,.60000002,10
346,Dominic Inglot,0-15,40,1,.75,4
346,Dominic Inglot,0-30,40,1,1,1
346,Dominic Inglot,15-0,40,1,.66666669,6
346,Dominic Inglot,15-15,40,1,.80000001,5
346,Dominic Inglot,15-30,40,1,1,2
346,Dominic Inglot,30-0,40,1,.5,4
346,Dominic Inglot,30-15,40,1,.83333331,6
346,Dominic Inglot,30-30,40,1,.66666669,3
346,Dominic Inglot,30-40,40,1,1,1
346,Dominic Inglot,40-0,40,1,.5,2
346,Dominic Inglot,40-15,40,1,1,6
346,Dominic Inglot,40-30,40,1,1,2
346,Dominic Inglot,40-40,40,1,1,1
346,Dominic Inglot,50-40,40,1,0,1
350,Tommy Robredo,0-0,40,1,.62,800
350,Tommy Robredo,0-15,40,1,.63696373,303
350,Tommy Robredo,0-30,40,1,.66363639,110
350,Tommy Robredo,0-40,40,1,.51351351,37
350,Tommy Robredo,15-0,40,1,.66129035,496
350,Tommy Robredo,15-15,40,1,.66298342,362
350,Tommy Robredo,15-30,40,1,.53846157,195
350,Tommy Robredo,15-40,40,1,.60550457,109
350,Tommy Robredo,30-0,40,1,.65853661,328
350,Tommy Robredo,30-15,40,1,.59659094,352
350,Tommy Robredo,30-30,40,1,.61943322,247
350,Tommy Robredo,30-40,40,1,.60624999,160
350,Tommy Robredo,40-0,40,1,.6574074,216
350,Tommy Robredo,40-15,40,1,.67957747,284
350,Tommy Robredo,40-30,40,1,.60245901,244
350,Tommy Robredo,40-40,40,1,.67525774,194
350,Tommy Robredo,40-50,40,1,.64367819,87
350,Tommy Robredo,50-40,40,1,.64457834,166
355,Igor Sijsling,0-0,40,1,.66281754,433
355,Igor Sijsling,0-15,40,1,.62585032,147
355,Igor Sijsling,0-30,40,1,.5090909,55
355,Igor Sijsling,0-40,40,1,.66666669,27
355,Igor Sijsling,15-0,40,1,.69686413,287
355,Igor Sijsling,15-15,40,1,.67597765,179
355,Igor Sijsling,15-30,40,1,.73255813,86
355,Igor Sijsling,15-40,40,1,.60975611,41
355,Igor Sijsling,30-0,40,1,.68000001,200
355,Igor Sijsling,30-15,40,1,.7027027,185
355,Igor Sijsling,30-30,40,1,.63559324,118
355,Igor Sijsling,30-40,40,1,.63235295,68
355,Igor Sijsling,40-0,40,1,.71323532,136
355,Igor Sijsling,40-15,40,1,.69822484,169
355,Igor Sijsling,40-30,40,1,.73809522,126
355,Igor Sijsling,40-40,40,1,.61842108,76
355,Igor Sijsling,40-50,40,1,.72972971,37
355,Igor Sijsling,50-40,40,1,.65671641,67
357,Yuki Bhambri,0-0,40,1,.69696969,33
357,Yuki Bhambri,0-15,40,1,.40000001,10
357,Yuki Bhambri,0-30,40,1,1,6
357,Yuki Bhambri,15-0,40,1,.69565219,23
357,Yuki Bhambri,15-15,40,1,.81818181,11
357,Yuki Bhambri,15-30,40,1,.625,8
357,Yuki Bhambri,15-40,40,1,0,3
357,Yuki Bhambri,30-0,40,1,.625,16
357,Yuki Bhambri,30-15,40,1,.73333335,15
357,Yuki Bhambri,30-30,40,1,.66666669,9
357,Yuki Bhambri,30-40,40,1,.33333334,3
357,Yuki Bhambri,40-0,40,1,.69999999,10
357,Yuki Bhambri,40-15,40,1,.71428573,14
357,Yuki Bhambri,40-30,40,1,.5,10
357,Yuki Bhambri,40-40,40,1,.83333331,6
357,Yuki Bhambri,40-50,40,1,0,1
357,Yuki Bhambri,50-40,40,1,.40000001,5
358,Kevin Anderson,0-0,40,1,.6753884,1223
